Title,Auction Name,Lot,Auction type,Center,Make,Model,Variant,Reg,Start Time,Start Date,D.O.R,Fuel Type,Body Type,Transmission,Colour,Year,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Inspection Report,Images
2018 CITROEN C1,Default,"
                            311",Online Auction,Swansea Motor Auctions,CITROEN,C1,1.2 PureTech Flair 5dr,WA18OVK,18:00,10/12/2025,06/03/2018,Petrol,Hatchback,MANUAL,RED,2018,,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,78105,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1961.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1961/images/1764773540_FG6bwm.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1961/images/1764773549_nQuDGG.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1961/images/1764773560_3X0I61.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1961/images/1764773589_UPOaAu.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1961/images/1764773606_3SbfVs.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1961/images/1764773614_xPWxg4.jpg"
2012 RENAULT SCENIC,Default,"
                            312",Online Auction,Swansea Motor Auctions,RENAULT,SCENIC,1.5 dCi Dynamique TomTom Energy 5dr [Start Stop],CE12XMO,18:00,10/12/2025,30/03/2012,Diesel,MPV,MANUAL,BLUE,2012,2,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.5,84108,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2066.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2066/images/1765211900_gc0JVB.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2066/images/1765211908_u886iS.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2066/images/1765211931_JP73mu.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2066/images/1765211956_JRltqQ.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2066/images/1765212026_yGVtGH.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2066/images/1765212035_Srtmjg.jpg"
2017 FORD KUGA,Default,"
                            315",Online Auction,Swansea Motor Auctions,FORD,KUGA,2.0 TDCi Titanium 5dr 2WD,CJ17FZG,18:00,10/12/2025,23/08/2017,Diesel,Hatchback,MANUAL,GREY,2017,1,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,87131,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1742.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1742/images/1763561662_vCB7Ey.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1742/images/1763561669_sokNkh.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1742/images/1763561683_X9RA4P.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1742/images/1763561696_MHy3We.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1742/images/1763561769_PIpaUs.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1742/images/1763561781_PLs59Y.jpg"
2015 FORD FIESTA,Default,"
                            316",Online Auction,Swansea Motor Auctions,FORD,FIESTA,1.0 EcoBoost Zetec 5dr,CV15LLF,18:00,10/12/2025,31/03/2015,Petrol,Hatchback,MANUAL,WHITE,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,126282,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1695.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1695/images/1763109140_vb2Xhb.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1695/images/1763109148_MXlryo.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1695/images/1763109158_4uKKLH.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1695/images/1763109236_Mc69sY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1695/images/1763109175_rIAxn0.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1695/images/1763109242_tBIrLN.jpg"
2008 LAND ROVER RANGE ROVER SPORT,Default,"
                            318",Online Auction,Swansea Motor Auctions,LAND ROVER,RANGE ROVER SPORT,2.7 TDV6 HSE 5dr Auto,N11MHW,18:00,10/12/2025,08/09/2008,Diesel,Estate,AUTOMATIC,BLACK,2008,1,Margin,Here,Login to see this,Login to see this,Login to see this,2.7,98171,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1946.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1946/images/1764753583_usJBSu.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1946/images/1764753592_pqn6Sj.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1946/images/1764753602_A68atl.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1946/images/1764753738_ky6DaO.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1946/images/1764753742_qBAjf8.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1946/images/1764753751_Fst2CT.jpg"
2015 CITROEN DS3,Default,"
                            319",Online Auction,Swansea Motor Auctions,CITROEN,DS3,1.2 PureTech 110 DStyle Ice 3dr,RK15FWS,18:00,10/12/2025,31/03/2015,Petrol,Hatchback,MANUAL,BLUE,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,67200,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1984.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1984/images/1764774924_bJsZhI.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1984/images/1764774929_MnLrw9.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1984/images/1764774942_m5x5jF.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1984/images/1764774967_QnD0HT.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1984/images/1764774977_O9Z1Sg.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1984/images/1764774989_P2X2xb.jpg"
2012 HYUNDAI I20,Default,"
                            324",Online Auction,Swansea Motor Auctions,HYUNDAI,I20,1.2 Comfort 5dr,IFZ8941,18:00,10/12/2025,30/03/2012,Petrol,Hatchback,MANUAL,BLACK,2012,,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,86097,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1779.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1779/images/1763653947_onmfqj.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1779/images/1763653954_VNIK5z.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1779/images/1763653963_FixK08.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1779/images/1763654152_9HGD4v.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1779/images/1763654123_JQCAUd.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1779/images/1763654164_1cFH5s.jpg"
2014 DACIA LOGAN,Default,"
                            325",Online Auction,Swansea Motor Auctions,DACIA,LOGAN,0.9 TCe Laureate 5dr,CE64ZSZ,18:00,10/12/2025,15/10/2014,Petrol,Estate,MANUAL,BEIGE,2014,1,Margin,Here,Login to see this,Login to see this,Login to see this,0.9,89071,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1460.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1460/images/1762245902_KswBd1.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1460/images/1762245908_nmTBpt.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1460/images/1762245919_IvhI2I.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1460/images/1762245940_CYVfFI.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1460/images/1762245996_FBHuUI.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1460/images/1762246005_jxhOvr.jpg"
2019 FORD ECOSPORT,Default,"
                            326",Online Auction,Swansea Motor Auctions,FORD,ECOSPORT,1.0 EcoBoost 125 Titanium 5dr Auto,CF68NHN,18:00,10/12/2025,21/01/2019,Petrol,Hatchback,AUTOMATIC,BLACK,2019,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,30376,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1623.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1623/images/1762957566_XS5Zac.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1623/images/1762957573_p3A1WS.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1623/images/1762957581_EXluXN.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1623/images/1762957696_xYMoHe.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1623/images/1762957629_5UMv88.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1623/images/1762957707_uT7HLE.jpg"
2016 KIA SPORTAGE,Default,"
                            329",Online Auction,Swansea Motor Auctions,KIA,SPORTAGE,1.7 CRDi ISG 1 5dr,KP16OTY,18:00,10/12/2025,16/03/2016,Diesel,Estate,MANUAL,WHITE,2016,,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.7,94617,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1504.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1504/images/1762343569_1aWGew.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1504/images/1762343577_1uSVZX.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1504/images/1762343586_tg2JMw.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1504/images/1762343669_arbHoN.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1504/images/1762343711_g4HBye.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1504/images/1762343677_usPK6I.jpg"
2019 FORD RANGER,Default,"
                            3",Online Auction,Swansea Motor Auctions,FORD,RANGER,WILDTRAK ECOBLUE,YR69YTG,18:00,10/12/2025,13/11/2019,Diesel,Pick-up,AUTOMATIC,GREY,2019,2,Plus VAT,Here,Login to see this,Login to see this,Login to see this,2.0,57281,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2055.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2055/images/1765200488_xLGGDf.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2055/images/1765200502_6azbsT.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2055/images/1765200512_MsGU5g.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2055/images/1765200549_ipfwOu.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2055/images/1765200680_Sci90D.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2055/images/1765200777_4bOfIi.jpg"
2002 JAGUAR XK8,Default,"
                            500",Online Auction,Swansea Motor Auctions,JAGUAR,XK8,COUPE,OY02XSC,18:00,10/12/2025,17/04/2002,Petrol,Coupe,AUTOMATIC,SILVER,2002,,Margin,Here,,,,4.0,112721,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2104.pdf,
2013 MINI CLUBMAN,Default,"
                            504",Online Auction,Swansea Motor Auctions,MINI,CLUBMAN,1.6 Cooper Bond Street 5dr,OV63XWK,18:00,10/12/2025,19/12/2013,Petrol,Estate,MANUAL,BLACK,2013,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,133281,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2075.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2075/images/1765292215_IfacY3.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2075/images/1765292226_7EzHCY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2075/images/1765292239_d3XgvD.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2075/images/1765292301_SN32oV.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2075/images/1765292388_6MBeOI.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2075/images/1765292402_YjKwP6.jpg"
2008 AUDI TT,Default,"
                            570",Online Auction,Swansea Motor Auctions,AUDI,TT,2.0T FSI 2dr,CU58ZVB,18:00,10/12/2025,01/09/2008,Petrol,Coupe,MANUAL,RED,2008,,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,91893,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2081.pdf,
2015 RENAULT CLIO,Default,"
                            572",Online Auction,Swansea Motor Auctions,RENAULT,CLIO,1.2 16V Expression+ 5dr,CE15ZNN,18:00,10/12/2025,21/04/2015,Petrol,Hatchback,MANUAL,CREAM,2015,2,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.1,89714,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2082.pdf,
2011 VOLKSWAGEN GOLF,Default,"
                            573",Online Auction,Swansea Motor Auctions,VOLKSWAGEN,GOLF,1.6 TDi 105 Match 5dr DSG,LM61KYC,18:00,10/12/2025,26/11/2011,Diesel,Hatchback,SEMI AUTO,BLACK,2011,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,129869,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2083.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2083/images/1765296890_PfjotH.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2083/images/1765296896_FPJ09a.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2083/images/1765296908_5vCjo0.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2083/images/1765296923_5hisBg.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2083/images/1765297003_I1U1B1.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2083/images/1765297014_2hChiK.jpg"
2011 VOLKSWAGEN POLO,Default,"
                            584",Online Auction,Swansea Motor Auctions,VOLKSWAGEN,POLO,1.2 TDI SE 5dr,CP11DGE,18:00,10/12/2025,27/05/2011,Diesel,Hatchback,MANUAL,BLACK,2011,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,137850,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2090.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2090/images/1765355805_XDsWJG.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2090/images/1765355813_rxsitP.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2090/images/1765355824_gOsIQ9.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2090/images/1765355855_YPHMBq.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2090/images/1765355936_rG1VoT.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2090/images/1765355950_FiB7ob.jpg"
2009 MERCEDES CLK,Default,"
                            585",Online Auction,Swansea Motor Auctions,MERCEDES,CLK,CLK280 AVANTGARDE,BK09EWX,18:00,10/12/2025,15/06/2009,Petrol,Convertible,AUTOMATIC,SILVER,2009,2,Margin,Here,Login to see this,Login to see this,Login to see this,3.0,192636,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2093.pdf,
2011 HYUNDAI SANTA FE,Default,"
                            588",Online Auction,Swansea Motor Auctions,HYUNDAI,SANTA FE,2.2 CRDi Premium 5dr Auto [7 Seats],DU61OGF,18:00,10/12/2025,02/09/2011,Diesel,Estate,AUTOMATIC,SILVER,2011,1,Margin,Here,Login to see this,Login to see this,Login to see this,2.2,160150,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2089.pdf,
2018 AUDI Q2,Default,"
                            600",Online Auction,Swansea Motor Auctions,AUDI,Q2,1.0 TFSI SE 5dr,CE18NPA,18:00,10/12/2025,08/03/2018,Petrol,Estate,MANUAL,RED,2018,1,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.0,46063,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2105.pdf,
2010 VOLVO V70,Default,"
                            601",Online Auction,Swansea Motor Auctions,VOLVO,V70,D5 [205] R DESIGN SE 5dr Geartronic,CT10BMZ,18:00,10/12/2025,26/04/2010,Diesel,Estate,AUTOMATIC,GREY,2010,2,Margin,Here,Login to see this,Login to see this,Login to see this,2.4,144292,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1788.pdf,
2016 VAUXHALL ADAM,Default,"
                            602",Online Auction,Swansea Motor Auctions,VAUXHALL,ADAM,1.2i Jam 3dr,RE16XNM,18:00,10/12/2025,28/06/2016,Petrol,Hatchback,MANUAL,BLACK,2016,1,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,85462,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2106.pdf,
2018 FORD FIESTA,Default,"
                            603",Online Auction,Swansea Motor Auctions,FORD,FIESTA,1.0 EcoBoost Zetec 5dr,DV18UWD,18:00,10/12/2025,16/04/2018,Petrol,Hatchback,MANUAL,WHITE,2018,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,65322,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2072.pdf,
2017 TOYOTA AYGO,Default,"
                            604",Online Auction,Swansea Motor Auctions,TOYOTA,AYGO,1.0 VVT-i X-Play 5dr,CP66DVN,18:00,10/12/2025,26/01/2017,Petrol,Hatchback,MANUAL,GREY,2017,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,29630,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2071.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2071/images/1765291669_frNCE4.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2071/images/1765291681_bVVA85.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2071/images/1765291693_HfzCzr.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2071/images/1765291715_dfT195.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2071/images/1765291880_9XOXFi.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2071/images/1765291895_Xe0V8M.jpg"
2012 CITROEN C1,Default,"
                            605",Online Auction,Swansea Motor Auctions,CITROEN,C1,1.0i VTR 5dr,FP62XBK,18:00,10/12/2025,21/12/2012,Petrol,Hatchback,MANUAL,BLUE,2012,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,71300,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2073.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2073/images/1765290584_bIwPXN.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2073/images/1765290594_uinj1n.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2073/images/1765290603_V2kOfw.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2073/images/1765290626_wSQW7w.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2073/images/1765290686_R87joa.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2073/images/1765290693_5ahcVe.jpg"
2018 HONDA CIVIC,Default,"
                            606",Online Auction,Swansea Motor Auctions,HONDA,CIVIC,1.6 i-DTEC SR 5dr,LF68UMH,18:00,10/12/2025,10/09/2018,Diesel,Hatchback,MANUAL,BLUE,2018,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,118362,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2074.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2074/images/1765298752_mRw6x4.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2074/images/1765298761_aIOnBc.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2074/images/1765298773_svZujh.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2074/images/1765298843_p0lx0L.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2074/images/1765298914_5pxvX7.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2074/images/1765298926_HWTS2W.jpg"
2015 FORD FIESTA,Default,"
                            607",Online Auction,Swansea Motor Auctions,FORD,FIESTA,1.0 EcoBoost Titanium 5dr,OV15VSL,18:00,10/12/2025,30/04/2015,Petrol,Hatchback,MANUAL,BLUE,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,51372,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2078.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2078/images/1765297693_Z2x3iA.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2078/images/1765297701_wSZA4O.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2078/images/1765297711_BosZRd.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2078/images/1765297763_Zfpu6g.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2078/images/1765297831_XDTEp5.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2078/images/1765297842_AlLzYp.jpg"
2019 RENAULT KOLEOS,Default,"
                            609",Online Auction,Swansea Motor Auctions,RENAULT,KOLEOS,2.0 dCi Iconic 5dr 2WD X-Tronic,LX19FGK,18:00,10/12/2025,16/05/2019,Diesel,Hatchback,CVT,SILVER,2019,,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,70415,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2079.pdf,
2018 FORD ECOSPORT,Default,"
                            60",Online Auction,Swansea Motor Auctions,FORD,ECOSPORT,1.0 EcoBoost 140 ST-Line 5dr,EY68XDX,18:00,10/12/2025,01/09/2018,Petrol,Hatchback,MANUAL,BLUE,2018,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,40008,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1878.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1878/images/1764262166_mrClAW.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1878/images/1764262173_0UPjsk.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1878/images/1764262194_PMACft.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1878/images/1764262214_Y3cV1Y.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1878/images/1764262282_2GP25a.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1878/images/1764262291_awG96I.jpg"
2018 NISSAN JUKE,Default,"
                            61",Online Auction,Swansea Motor Auctions,NISSAN,JUKE,1.5 dCi Bose Personal Edition 5dr,YE68HKB,18:00,10/12/2025,27/09/2018,Diesel,Hatchback,MANUAL,SILVER,2018,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.5,42965,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2038.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2038/images/1765187345_AljP2T.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2038/images/1765187352_pEPDKK.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2038/images/1765187363_F2DtdG.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2038/images/1765187389_W8noLt.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2038/images/1765187435_LSQc4q.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2038/images/1765187443_BOvuUv.jpg"
2011 LEXUS CT,Default,"
                            622",Online Auction,Swansea Motor Auctions,LEXUS,CT,200h 1.8 SE-I 5dr CVT Auto,GV61CZC,18:00,10/12/2025,22/12/2011,Hybrid Electric,Hatchback,CVT,BLACK,2011,,Margin,Here,Login to see this,Login to see this,Login to see this,1.8,131444,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2091.pdf,
2012 BMW 1 SERIES,Default,"
                            623",Online Auction,Swansea Motor Auctions,BMW,1 SERIES,118d M Sport 2dr Step Auto,FD61PZR,18:00,10/12/2025,16/01/2012,Diesel,Convertible,AUTOMATIC,BLACK,2012,,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,150951,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2092.pdf,
2009 BMW 3 SERIES,Default,"
                            624",Online Auction,Swansea Motor Auctions,BMW,3 SERIES,320i M Sport Business Edition 5dr Step Auto,ND59KRU,18:00,10/12/2025,11/12/2009,Petrol,Estate,AUTOMATIC,BLUE,2009,,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,135485,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2094.pdf,
2018 TOYOTA AYGO,Default,"
                            625",Online Auction,Swansea Motor Auctions,TOYOTA,AYGO,1.0 VVT-i X-Play 5dr,YH18VTY,18:00,10/12/2025,29/03/2018,Petrol,Hatchback,MANUAL,RED,2018,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,81277,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2096.pdf,
