Reg,VIN,Auction type,Center,Hall Name,Auction Name,Title,Make,Model,CC,Start Date,Start Time,Derivative,Body Type,Mileage Warranted,Mileage,Year,Plate,CAP Clean,Grade,Mechanical Grade,Date Of Grading,Images,Inspection Report,Other Report,Other Report Name,lot Id,Lot,Colour,Non Runner,Fuel Type,Transmission,Doors,Former Keepers,V5 Status,V5,Service History Type,VAT Status,Service History Present,Vehicle Type,Equipment,Last Service,Last service mileage,Service history,No of services,Service through main dealers,Service Notes,Additional information,Keys,DVSA mileage,MOT Expiry Date,Declarations,Major Damage,Owned By Police,Used As Taxi,Reregistered,Change Of Registration,Modified Vehicle,Salvaged Vehicle,CAP Average,CAP New,CAP Retail,CAP Below,Vehicle base price when new,Total price when new,Description and prize,Sheet id,Auction House
AO56 DXA,WF03XXGCD36P62208,Online Only,Paddock Wood,,UKCGR Budget,FORD FOCUS 1.6 ZETEC CLIMATE Hatchback,FORD,FOCUS,1.6,2026-01-27,09:00:00,ZETEC CLIMATE,Hatchback,Yes,116296,2006,2006 (56 reg),890,5,,2026-01-16T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838195, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838197, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838200, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838203, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838207, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838210, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838211, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838212, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838213, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=670838216",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=AO56 DXA-GB,na,na,0,U076PW,SILVER,False,Petrol,Automatic,3,3,True,Present,No,VAT Margin,False,Car,"Air Conditioning, Alloy Wheels",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '180 g/km', 'nox': '0.060 g/km'}, ['Sold Without - Mechanical report', 'Bonnet - Inoperative']]",1,"30k 2009-07-24T09:51:53Z, 35k 2010-08-05T14:00:10Z, 39k 2011-08-08T12:57:26Z, 44k 2012-08-16T11:22:50Z, 52k 2013-11-29T13:04:31Z, 57k 2015-01-20T14:46:28Z, 65k 2016-01-12T11:01:35Z, 71k 2017-01-12T11:02:01Z, 76k 2018-01-08T09:48:49Z, 80k 2019-01-17T14:01:56Z, 82k 2020-01-09T13:16:40Z, 93k 2021-01-13T12:45:20Z, 100k 2022-01-13T14:04:39Z, 102k 2023-01-10T09:47:28Z, 105k 2024-01-10T11:05:06Z, 112k 2025-01-13T09:38:20Z",2026-01-19T00:00:00Z,,False,False,False,False,False,False,False,490,"14,857","1,825",180,,,na,,BCA
SL09 ZBE,VNKKG96350A198084,Online Only,Birmingham - Perry Barr,,UKCGR Budget,TOYOTA YARIS 1.0 VVT-I TR Hatchback,TOYOTA,YARIS,1.0,2026-01-27,09:00:00,VVT-I TR,Hatchback,Yes,134292,2009,2009 (09 reg),650,5,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310862, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310874, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310895, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310902, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310917, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310937, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310951, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310964, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310979, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310997",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SL09 ZBE-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=SL09 ZBE-GB,mechanicalreporturl,0,U077PB,SILVER,False,Petrol,Manual Transmission,5,7,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Air Conditioning, Steel Spare Wheel",2019-03-01T00:00:00Z,71396,Invoice/Receipt,1,0,,"[{'cO2': '118 g/km', 'nox': '0.020 g/km'}, ['Door(s) - Inoperative - Boot', 'Key Condition - Damaged casing']]",2,"23k 2012-04-30T12:42:26Z, 27k 2013-05-01T09:05:17Z, 29k 2014-05-02T09:44:09Z, 30k 2015-05-06T09:34:25Z, 31k 2016-05-17T13:34:49Z, 37k 2017-04-27T08:29:09Z, 57k 2018-05-18T13:47:21Z, 78k 2019-07-12T16:21:54Z, 86k 2021-01-07T10:32:42Z, 89k 2022-01-11T13:23:56Z, 95k 2023-01-05T10:21:45Z, 106k 2024-01-08T17:12:17Z, 116k 2024-11-11T16:08:08Z, 134k 2025-11-18T13:41:24Z",2026-11-17T00:00:00Z,,False,False,False,False,False,False,False,250,"10,320","1,750",150,,,na,,BCA
FH53 URA,WDB2093652F095125,Online Only,Birmingham - Perry Barr,,UKCGR Budget,MERCEDES-BENZ CLK 320 3.2 ELEGANCE TIP Coupe,MERCEDES-BENZ,CLK 320,3.2,2026-01-27,09:00:00,ELEGANCE TIP,Coupe,Yes,105267,2004,2004 (53 reg),0,5,A,2026-01-21T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591649, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591664, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591674, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591694, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591706, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591728, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591757, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591773, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591789, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672591802",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=FH53 URA-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=FH53 URA-GB,mechanicalreporturl,0,U078PB,BLACK,False,Petrol,Auto/Manual Mode,2,5,True,Present,No,VAT Margin,False,Car,"Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim, 18"" Alloy Wheels, Privacy Glass",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '250 g/km', 'nox': '0.034 g/km'}, 'na']",1,"19k 2006-12-21T14:40:07Z, 27k 2007-12-03T10:42:40Z, 32k 2008-12-31T10:07:22Z, 36k 2009-12-22T10:34:22Z, 40k 2010-12-30T14:55:59Z, 46k 2011-12-17T10:32:31Z, 51k 2013-01-04T15:44:59Z, 56k 2014-02-06T11:46:46Z, 70k 2014-12-30T16:44:44Z, 80k 2015-12-07T14:00:48Z, 84k 2016-12-09T15:47:32Z, 85k 2018-01-12T13:15:37Z, 86k 2019-01-10T10:54:57Z, 88k 2020-03-16T17:00:41Z, 88k 2021-10-08T13:14:25Z, 88k 2022-10-05T10:09:20Z, 89k 2024-10-19T10:00:40Z, 103k 2025-11-27T12:02:16Z",2026-11-26T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,,,,,,,na,,BCA
SV05 BMU,TRUZZZ8N851010221,Online Only,Preston,,UKCGR Budget,AUDI TT 1.8 T 180 (FWD) Coupe,AUDI,TT,1.8,2026-01-27,09:00:00,T 180 (FWD),Coupe,Incorrect,115466,2005,2005 (05 reg),0,1,D,2026-01-22T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346470, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346472, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346476, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346477, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346481, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346489, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346496, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346502, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346508, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673346513",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SV05 BMU-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=SV05 BMU-GB,mechanicalreporturl,0,U079PR,SILVER,True,Petrol,Manual Transmission,2,7,True,Present,Maintenance Print,VAT Margin,True,Car,"Climate Control, Leather Trim, Alloy Wheels, Temporary Spare Wheel",2019-07-11T00:00:00Z,87165,Maintenance Print,10,1,,"[{'cO2': '194 g/km', 'nox': '0.023 g/km'}, ['Mileage Incorrect', 'DVSA Discrepancy']]",2,"28k 2008-04-25T09:20:37Z, 35k 2009-05-15T09:21:56Z, 38k 2010-03-22T15:04:14Z, 41k 2011-03-25T12:23:36Z, 41k 2011-07-30T10:32:52Z, 49k 2012-07-26T09:26:32Z, 57k 2013-07-30T14:40:22Z, 63k 2014-07-10T10:18:54Z, 71k 2015-07-21T14:17:05Z, 75k 2016-06-30T11:07:24Z, 78k 2017-08-04T11:35:45Z, 0 2018-07-19T15:25:06Z, 87k 2019-07-11T12:34:42Z, 91k 2020-07-28T10:10:03Z, 92k 2021-07-13T10:19:05Z, 94k 2022-07-29T09:43:47Z, 109k 2024-01-31T12:31:36Z, 115k 2025-04-03T15:26:11Z",2026-04-02T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,,,,,,,na,,BCA
NU13 MHA,VF7PMCFB4CR531466,Online Only,Preston,,UKCGR Budget,CITROEN C1 1.0 CONNEXION Hatchback,CITROEN,C1,1.0,2026-01-27,09:00:00,CONNEXION,Hatchback,Yes,78343,2013,2013 (13 reg),880,4,B,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206587, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206598, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206604, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206615, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206621, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206633, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206646, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206656, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206669, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674206685",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=NU13 MHA-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=NU13 MHA-GB,mechanicalreporturl,0,U080PR,GREY,False,Petrol,Manual Transmission,3,6,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels, Steel Spare Wheel, Privacy Glass",2024-08-28T00:00:00Z,76303,Service Book,10,2,,"[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, 'na']",1,"23k 2016-05-14T13:11:00Z, 28k 2017-05-08T08:10:41Z, 32k 2018-04-26T10:28:00Z, 39k 2019-04-29T14:47:15Z, 50k 2020-05-06T09:35:19Z, 58k 2021-04-22T13:32:11Z, 65k 2022-04-28T08:25:33Z, 67k 2023-08-14T14:49:12Z, 76k 2024-08-22T15:02:28Z, 77k 2025-09-04T15:01:45Z",2026-09-03T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,480,"9,765","1,795",160,,,na,,BCA
SB07 OCX,SHHFK27407U037570,Online Only,Preston,,UKCGR Budget,HONDA CIVIC 1.8 I-VTEC SE Hatchback,HONDA,CIVIC,1.8,2026-01-27,09:00:00,I-VTEC SE,Hatchback,Yes,124179,2007,2007 (07 reg),660,4,A,2026-01-23T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579409, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579414, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579419, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579426, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579430, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579434, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579440, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579445, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579450, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673579454",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SB07 OCX-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=SB07 OCX-GB,mechanicalreporturl,0,U081PR,BLACK,False,Petrol,Manual Transmission,5,6,True,Present,Maintenance Print,VAT Margin,True,Car,"Climate Control, Temporary Spare Wheel, 17"" Alloy Wheels",2021-08-11T00:00:00Z,88960,Maintenance Print,1,0,,"[{'cO2': '152 g/km', 'nox': '0.006 g/km'}, 'na']",2,"26k 2010-05-31T11:18:27Z, 31k 2011-05-11T11:55:21Z, 36k 2012-05-07T11:39:36Z, 43k 2013-05-07T11:01:10Z, 49k 2014-05-12T14:50:06Z, 57k 2015-05-26T09:53:54Z, 63k 2016-05-31T15:09:54Z, 69k 2017-06-29T13:48:28Z, 75k 2018-07-25T09:38:14Z, 80k 2019-07-24T10:13:16Z, 85k 2020-08-17T10:31:45Z, 88k 2021-08-11T11:38:46Z, 92k 2022-07-21T13:40:32Z, 95k 2023-07-29T08:35:27Z, 104k 2024-08-22T16:00:27Z, 119k 2025-09-05T08:13:02Z",2026-09-04T00:00:00Z,,False,False,False,False,False,False,False,260,"14,737","1,550",150,,,na,,BCA
YK57 PBV,JSAJTD54V00219222,Online Only,Preston,,UKCGR Budget,SUZUKI GRAND VITARA 2.0 16V StationWagon,SUZUKI,GRAND VITARA,2.0,2026-01-27,09:00:00,16V,StationWagon,Yes,84424,2007,2007 (57 reg),1125,4,C,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182395, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182399, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182401, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182405, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182409, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182418, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182427, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182435, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182446, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674182462",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YK57 PBV-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=YK57 PBV-GB,mechanicalreporturl,0,U082PR,BLUE,False,Petrol,Manual Transmission,5,3,True,Present,Service Book,VAT Margin,True,Car,"17"" Alloy Wheels",2016-02-24T00:00:00Z,41680,Service Book,6,2,,"[{'cO2': '220 g/km', 'nox': '0.010 g/km'}, 'na']",2,"12k 2010-11-25T10:47:08Z, 16k 2011-11-18T09:35:40Z, 19k 2012-11-05T13:03:16Z, 26k 2013-11-11T15:09:07Z, 28k 2014-11-28T08:30:38Z, 29k 2015-07-07T15:15:25Z, 41k 2016-02-23T17:07:57Z, 46k 2017-02-02T12:29:54Z, 49k 2018-01-23T16:57:43Z, 53k 2019-02-11T16:12:44Z, 60k 2020-02-18T19:09:47Z, 65k 2021-02-23T17:09:22Z, 69k 2022-02-25T07:58:24Z, 73k 2023-02-20T19:48:12Z, 77k 2024-02-22T11:14:25Z, 82k 2025-02-26T14:13:39Z",2026-02-25T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,720,"15,524","2,450",370,,,na,,BCA
VO11 TXU,KL1YF75Y9BK070708,Online Only,Preston,,UKCGR Budget,CHEVROLET ORLANDO 2.0 VCDI 163 LTZ MPV,CHEVROLET,ORLANDO,2.0,2026-01-27,09:00:00,VCDI 163 LTZ,MPV,Yes,104959,2011,2011 (11 reg),850,4,D,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207382, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207387, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207389, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207392, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207395, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207404, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207413, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207422, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207431, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674207437",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=VO11 TXU-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=VO11 TXU-GB,mechanicalreporturl,0,U083PR,GREY,False,Diesel,Manual Transmission,5,9,True,Present,Maintenance Print,VAT Margin,True,Car,"Parking Sensor(s), Climate Control, 20"" Alloy Wheels, 17"" Alloy Wheels, Privacy Glass",2024-05-08T00:00:00Z,94094,Maintenance Print,1,0,,"[{'cO2': '159 g/km', 'nox': '0.131 g/km'}, 'na']",1,"15k 2013-12-11T09:14:01Z, 24k 2014-07-28T11:14:40Z, 30k 2015-07-22T15:53:35Z, 37k 2016-08-12T12:27:16Z, 42k 2017-05-15T15:02:27Z, 48k 2018-05-30T10:16:52Z, 58k 2019-05-22T12:13:59Z, 70k 2020-11-24T17:06:34Z, 79k 2021-11-27T14:16:33Z, 84k 2022-08-04T08:14:07Z, 86k 2023-07-21T15:29:20Z, 94k 2024-08-05T08:39:26Z, 103k 2025-07-02T09:12:11Z",2026-07-01T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,440,"19,985","1,925",180,,,na,,BCA
BP63 ELX,W0L0SDL08E6040187,Online Only,Preston,,UKCGR Budget,VAUXHALL CORSA 1.2 VVT EXCITE Hatchback,VAUXHALL,CORSA,1.2,2026-01-27,09:00:00,VVT EXCITE,Hatchback,Yes,105693,2014,2014 (63 reg),890,5,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343024, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343026, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343031, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343033, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343035, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343038, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343044, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343049, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343055, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674343060",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BP63 ELX-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=BP63 ELX-GB,mechanicalreporturl,0,U084PR,RED,False,Petrol,Manual Transmission,3,3,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Half Leather Trim, Alloy Wheels, Tyre Inflation Kit",2023-08-18T00:00:00Z,99405,Service Book,10,8,,"[{'cO2': '129 g/km', 'nox': '0.024 g/km'}, 'na']",2,"32k 2017-01-11T11:49:15Z, 43k 2018-01-30T12:56:30Z, 55k 2019-01-18T13:16:57Z, 67k 2020-01-14T13:59:22Z, 77k 2021-01-20T11:43:17Z, 89k 2022-01-21T16:10:43Z, 93k 2022-08-30T11:26:04Z, 99k 2023-08-18T09:45:35Z, 104k 2024-07-20T13:07:44Z, 105k 2025-07-10T13:30:11Z",2026-07-19T00:00:00Z,,False,False,False,False,False,False,False,500,"12,580","1,995",210,,,na,,BCA
GL08 MPO,WDD1690312J619636,Online Only,Preston,,UKCGR Budget,MERCEDES-BENZ A150 1.5 CLASSIC SE Hatchback,MERCEDES-BENZ,A150,1.5,2026-01-27,09:00:00,CLASSIC SE,Hatchback,Incorrect,97559,2008,2008 (08 reg),910,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148255, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148260, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148264, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148265, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148268, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148272, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148278, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148282, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148287, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148292",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GL08 MPO-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GL08 MPO-GB,mechanicalreporturl,0,U085PR,SILVER,False,Petrol,CVT/Manual Mode,5,6,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Temporary Spare Wheel",2025-01-17T00:00:00Z,90626,Service Book,4,0,,"[{'cO2': '157 g/km', 'nox': '0.008 g/km'}, ['DVSA Discrepancy']]",1,"25k 2011-09-02T15:38:27Z, 30k 2012-08-31T14:16:04Z, 29k 2013-09-02T09:49:15Z, 40k 2014-09-09T12:48:45Z, 45k 2015-09-25T15:50:15Z, 51k 2017-01-10T15:47:26Z, 56k 2018-02-23T14:26:03Z, 62k 2019-03-05T13:38:33Z, 69k 2020-03-26T14:51:11Z, 76k 2021-03-25T09:50:00Z, 81k 2022-05-13T14:26:54Z, 85k 2023-02-03T16:59:02Z, 86k 2024-01-09T11:22:04Z, 90k 2025-01-31T13:20:15Z",2026-02-02T00:00:00Z,,False,False,False,False,False,False,False,510,"16,330","2,125",220,,,na,,BCA
GY12 YFZ,ZFA31200000853627,Online Only,Thurleigh,,UKCGR Budget,FIAT 500 1.2 POP S/S Hatchback,FIAT,500,1.2,2026-01-27,09:00:00,POP S/S,Hatchback,Yes,76027,2012,2012 (12 reg),1275,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334673, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334676, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334687, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334692, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334696, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334703, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334709, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334716, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334726, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674334739",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GY12 YFZ-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GY12 YFZ-GB,mechanicalreporturl,0,U086TH,WHITE,False,Petrol,Manual Transmission,3,2,False,Not Present,Service Book,VAT Margin,True,Car,"Half Leather Trim, Temporary Spare Wheel",2016-09-09T00:00:00Z,25121,Service Book,4,3,,"[{'cO2': '113 g/km', 'nox': None}, ['NO V5 - BUYER TO APPLY']]",1,"17k 2015-06-16T10:02:45Z, 25k 2016-09-09T09:47:57Z, 36k 2017-08-30T07:49:38Z, 41k 2018-08-28T15:11:48Z, 48k 2019-08-10T08:54:36Z, 51k 2020-08-26T14:17:58Z, 56k 2021-08-25T15:53:22Z, 65k 2022-08-22T15:56:07Z, 69k 2023-08-22T09:13:59Z, 74k 2024-09-05T11:20:37Z, 75k 2025-09-01T10:16:00Z",2026-09-08T00:00:00Z,,False,False,False,False,False,False,False,860,"9,905","2,575",450,,,na,,BCA
WU06 SVA,WDC2030462R219707,Online Only,Thurleigh,,UKCGR Budget,MERCEDES-BENZ C180 1.8 K AVANTGARDE SE Saloon,MERCEDES-BENZ,C180,1.8,2026-01-27,09:00:00,K AVANTGARDE SE,Saloon,Yes,135336,2006,2006 (06 reg),860,4,C,2026-01-21T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021699, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021714, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021726, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021743, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021750, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021768, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021801, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021836, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021876, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673021898",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WU06 SVA-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=WU06 SVA-GB,mechanicalreporturl,0,U088TH,BLUE,False,Petrol,Auto/Manual Mode,4,5,True,Present,Service Book,VAT Margin,True,Car,"Climate Control, Parking Sensor(s), Leather Trim, Alloy Wheels, Temporary Spare Wheel",2018-06-18T00:00:00Z,106328,Service Book,11,4,,"[{'cO2': '193 g/km', 'nox': '0.011 g/km'}, ['Key Condition - Remote Inoperative']]",2,"31k 2009-02-16T12:26:27Z, 42k 2010-02-10T11:47:31Z, 44k 2010-04-13T16:41:52Z, 56k 2011-08-10T10:25:16Z, 69k 2012-08-09T11:37:45Z, 75k 2013-08-05T10:39:14Z, 80k 2014-05-20T13:10:07Z, 90k 2015-05-18T16:35:37Z, 97k 2016-06-21T13:26:16Z, 102k 2017-06-30T14:14:02Z, 106k 2018-06-18T11:36:26Z, 110k 2019-06-27T09:36:14Z, 115k 2020-08-13T10:34:01Z, 119k 2021-08-19T14:31:31Z, 122k 2022-08-19T15:01:32Z, 126k 2023-08-24T09:01:56Z, 130k 2024-08-03T10:12:35Z, 133k 2025-07-26T12:08:59Z",2026-08-23T00:00:00Z,,False,False,False,False,False,False,False,460,"23,572","1,875",160,,,na,,BCA
