Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition
ebca,24,East Anglian Motor Auctions,Toyota,AO04KJX,Toyota,Rav 4,D-4D XT4,316,Estate,Diesel,MANUAL,ECA,16/1/2026,3pm,27/03/2004,2004,93497,Warranted,Here,28/03/2026,yes,Margin,,1,2.0,,https://www.ebca.co.uk/motorvehicleinspectionreport/standard/6735.pdf,"https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564338_BOKgNh.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564344_QdVLQA.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564350_RLbTKj.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564371_6Dh4dE.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564382_Lv1ixC.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564408_VZm77O.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564304_MNVwyE.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564310_MaRr5d.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564315_ui6cpN.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564324_5GuLLk.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564355_X7fl9i.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564360_MtGs5o.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564365_eT5xQu.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564376_UavFDy.jpg","https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564376_UavFDy.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564338_BOKgNh.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6735/images/1768564344_QdVLQA.jpg",Bonnet Scratched Over 25mm Thru Paint,"{'information': {'Keys': '3', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '16', 'Last service date': '22/03/2023', 'Last service miles': '85,547', 'MOT Due': '28/03/2026', 'Former Keepers': '1', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '114', 'Gross Weight': '1930', 'Euro Status': '3', 'Euro': '3', 'CO2': '190', 'MPG Combined': '39.8', 'MPG Urban': '31.7', 'MPG Extra Urban': '46.3'}}",RED,3,£0.00,£0.00,£0.00,,"{'Interior & Tyres': {}, 'Interior': {'Carpet condition': 'Average', 'Seat condition': 'Average', 'Upholstery condition': 'Average', 'Odour': 'No'}, 'Tyres': {'Tyre NSF': 'BRIDGESTONE\t6.0mm', 'Tyre OSF': 'BRIDGESTONE\t6.0mm', 'Tyre NSR': 'BRIDGESTONE\t6.0mm', 'Tyre OSR': 'LANDSAIL\t6.0mm', 'Spare Tyre': '\t'}}",4,5,,28/03/2026,,16,"85,547","Tyre NSF: BRIDGESTONE	6.0mm, Tyre OSF: BRIDGESTONE	6.0mm, Tyre NSR: BRIDGESTONE	6.0mm, Tyre OSR: LANDSAIL	6.0mm, Spare Tyre: 	"
ebca,24,East Anglian Motor Auctions,Ford,AU64WOR,Ford,Focus,TDCi 115 Zetec S,317,Hatchback,Diesel,MANUAL,ECA,16/1/2026,3pm,30/09/2014,2014,116953,Warranted,Here,11/10/2026,yes,Margin,,2,1.6,,https://www.ebca.co.uk/motorvehicleinspectionreport/standard/6737.pdf,"https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560733_YPSogw.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560739_pey1dk.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560745_bNt3PA.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560767_nKGAnI.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560782_lawz4o.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560801_ZPWVp7.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560751_pbH94O.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560760_alNP5p.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560776_CvU21d.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560814_kgRFrK.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560822_BCLbrR.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560829_C6huGn.jpg","https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560829_C6huGn.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560733_YPSogw.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6737/images/1768560739_pey1dk.jpg",Seat Base Cover osf Burn UpTo 3mm,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '5', 'Last service date': '05/02/2025', 'MOT Due': '11/10/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '113', 'Gross Weight': '1900', 'Euro Status': '5', 'Euro': '5', 'CO2': '109', 'MPG Combined': '67.3', 'MPG Urban': '55.4', 'MPG Extra Urban': '76.4'}}",BLUE,2,"£1,925.00","£1,050.00","£1,500.00",,"{'Interior & Tyres': {}, 'Interior': {'Carpet condition': 'Average', 'Seat condition': 'Average', 'Upholstery condition': 'Average', 'Odour': 'No'}, 'Tyres': {'Tyre NSF': 'MAZZINI\t5.0mm', 'Tyre OSF': 'MAZZINI\t5.0mm', 'Tyre NSR': 'MATADOR\t5.0mm', 'Tyre OSR': 'MAZZINI\t5.0mm', 'Spare Tyre': '\t'}}",3,5,,11/10/2026,,5,,"Tyre NSF: MAZZINI	5.0mm, Tyre OSF: MAZZINI	5.0mm, Tyre NSR: MATADOR	5.0mm, Tyre OSR: MAZZINI	5.0mm, Spare Tyre: 	"
ebca,24,East Anglian Motor Auctions,Mazda,BF07CJZ,Mazda,MX-5,i Option Pack,290,Convertible,Petrol,MANUAL,ECA,16/1/2026,3pm,01/03/2007,2007,54028,Warranted,Here,21/08/2026,yes,Margin,,3,2.0,,https://www.ebca.co.uk/motorvehicleinspectionreport/standard/6539.pdf,"https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222917_OKkf1F.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222922_THKTvK.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222930_xx8t4i.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222940_GjcAUb.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222999_l8ce7f.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768223020_IZixt5.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222874_hfbxpr.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222880_HVl8Dr.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222885_xh5rJI.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222901_O0ZwVd.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222934_iQPkoc.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222991_uejz4o.jpg","https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222991_uejz4o.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222917_OKkf1F.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6539/images/1768222922_THKTvK.jpg",Bonnet Rusted Over 5mm,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '5', 'Last service date': '23/08/2017', 'MOT Due': '21/08/2026', 'Former Keepers': '3', 'Body Style': 'Convertible', 'Hubs': 'Alloy', 'BHP': '160', 'Gross Weight': '1355', 'Euro Status': '4', 'Euro': '4', 'CO2': '183', 'MPG Combined': '36.7', 'MPG Urban': '26.7', 'MPG Extra Urban': '47.1'}}",GREY,2,"£1,625.00",£825.00,"£1,225.00",,"{'Interior & Tyres': {}, 'Interior': {'Carpet condition': 'Average', 'Seat condition': 'Average', 'Upholstery condition': 'Average', 'Odour': 'No'}, 'Tyres': {'Tyre NSF': 'GOODRIDE\t5.0mm', 'Tyre OSF': 'GOODRIDE\t5.0mm', 'Tyre NSR': 'GOODRIDE\t5.0mm', 'Tyre OSR': 'GOODRIDE\t5.0mm', 'Spare Tyre': '\t'}}",4,2,,21/08/2026,,5,,"Tyre NSF: GOODRIDE	5.0mm, Tyre OSF: GOODRIDE	5.0mm, Tyre NSR: GOODRIDE	5.0mm, Tyre OSR: GOODRIDE	5.0mm, Spare Tyre: 	"
ebca,24,East Anglian Motor Auctions,Peugeot,BG15MLN,Peugeot,2008,VTi Allure,263,Hatchback,Petrol,MANUAL,ECA,16/1/2026,3pm,29/04/2015,2015,84345,Warranted,Here,26/02/2026,yes,Margin,,3,1.2,,https://www.ebca.co.uk/motorvehicleinspectionreport/standard/6701.pdf,"https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213524_eeeC3m.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213529_ovnnBI.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213539_udPtB5.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213577_3MZ8NW.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213594_xSJWCo.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213483_Nvhxsv.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213489_UeejVs.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213496_0nH9ZF.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213509_ulMNMN.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213518_TYG9Ik.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213583_dgCIBR.jpg","https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213583_dgCIBR.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213524_eeeC3m.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6701/images/1768213529_ovnnBI.jpg",Bumper Rear Chipped Multiple Chips,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '10', 'Last service date': '20/02/2025', 'Last service miles': '75,592', 'MOT Due': '26/02/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '82', 'Gross Weight': '1582', 'Euro Status': '5', 'Euro': '5', 'CO2': '114', 'MPG Combined': '57.7', 'MPG Urban': '47.1', 'MPG Extra Urban': '65.7'}}",RED,2,"£1,675.00",£900.00,"£1,275.00",,"{'Interior & Tyres': {}, 'Interior': {'Carpet condition': 'Average', 'Seat condition': 'Average', 'Upholstery condition': 'Average', 'Odour': 'No'}, 'Tyres': {'Tyre NSF': 'BUDGET\t3.0mm', 'Tyre OSF': 'ROADSTONE\t3.0mm', 'Tyre NSR': 'BUDGET\t4.0mm', 'Tyre OSR': 'BUDGET\t4.0mm', 'Spare Tyre': '\t'}}",3,5,,26/02/2026,,10,"75,592","Tyre NSF: BUDGET	3.0mm, Tyre OSF: ROADSTONE	3.0mm, Tyre NSR: BUDGET	4.0mm, Tyre OSR: BUDGET	4.0mm, Spare Tyre: 	"
ebca,24,East Anglian Motor Auctions,Ford,BG19KFD,Ford,Mondeo,EcoBoost 165 Zetec Edition,395,Hatchback,Petrol,MANUAL,ECA,16/1/2026,3pm,08/03/2019,2019,143694,Warranted,Here,31/01/2026,yes,Margin,,1,1.5,,https://www.ebca.co.uk/motorvehicleinspectionreport/standard/6261.pdf,"https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462442_01a0AD.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462449_84AX4N.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462456_q1vyym.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462473_XfNdhd.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462484_uykG5p.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462507_z6nbey.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765461448_3kXt5J.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765461455_8ROlBh.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765461470_NpYSiW.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765461479_pbTaOl.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765461487_eOMIyS.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765461499_PleyWe.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462461_770V3l.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462467_uZ6m7Z.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462478_Fehyo8.jpg","https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462478_Fehyo8.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462442_01a0AD.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6261/images/1765462449_84AX4N.jpg",Bonnet Chipped Multiple Chips,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '6', 'Last service date': '03/12/2024', 'Last service miles': '125,862', 'MOT Due': '31/01/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '162', 'Euro Status': '6', 'Euro': '6', 'CO2': '150', 'MPG Combined': '36.7', 'MPG Urban': '34', 'MPG Extra Urban': '50.4'}}",BLACK,2,"£3,100.00","£2,125.00","£2,600.00",,"{'Interior & Tyres': {}, 'Interior': {'Carpet condition': 'Average', 'Seat condition': 'Average', 'Upholstery condition': 'Average', 'Odour': 'No'}, 'Tyres': {'Tyre NSF': 'HANKOOK\t5.0mm', 'Tyre OSF': 'HANKOOK\t5.0mm', 'Tyre NSR': 'HANKOOK\t5.0mm', 'Tyre OSR': 'HANKOOK\t5.0mm', 'Spare Tyre': '\t'}}",5,5,,31/01/2026,,6,"125,862","Tyre NSF: HANKOOK	5.0mm, Tyre OSF: HANKOOK	5.0mm, Tyre NSR: HANKOOK	5.0mm, Tyre OSR: HANKOOK	5.0mm, Spare Tyre: 	"
ebca,24,East Anglian Motor Auctions,Volkswagen,BG63VRY,Volkswagen,Polo,Match Edition,334,Hatchback,Petrol,MANUAL,ECA,16/1/2026,3pm,16/11/2013,2013,70429,Warranted,Here, ,yes,Margin,,2,1.4,,https://www.ebca.co.uk/motorvehicleinspectionreport/standard/6883.pdf,"https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493379_euOMaM.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493385_UfFrbJ.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493391_aSKJ8P.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493406_iFCuEF.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493428_1zmoj4.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493450_fgWZUp.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768492878_CkMy9t.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768492883_cII68A.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768492900_eymSst.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493396_SuAeud.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493401_Xq9fPn.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493413_qKeLTa.jpg","https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493413_qKeLTa.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493379_euOMaM.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6883/images/1768493385_UfFrbJ.jpg",Bonnet Scratched Over 25mm Thru Paint,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '3', 'Last service date': '07/12/2023', 'Last service miles': '55,357', 'MOT Due': 'Expired', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '83', 'Gross Weight': '1550', 'Euro Status': '5', 'Euro': '5', 'CO2': '139', 'MPG Combined': '47.9', 'MPG Urban': '35.3', 'MPG Extra Urban': '60.1'}}",BROWN,1,"£3,800.00","£2,750.00","£3,275.00",,"{'Interior & Tyres': {}, 'Interior': {'Carpet condition': 'Average', 'Seat condition': 'Average', 'Upholstery condition': 'Average', 'Odour': 'No'}, 'Tyres': {'Tyre NSF': 'TOYO\t5.0mm', 'Tyre OSF': 'TOYO\t5.0mm', 'Tyre NSR': 'TOYO\t5.0mm', 'Tyre OSR': 'TOYO\t5.0mm', 'Spare Tyre': '\t'}}",5,5,, ,,3,"55,357","Tyre NSF: TOYO	5.0mm, Tyre OSF: TOYO	5.0mm, Tyre NSR: TOYO	5.0mm, Tyre OSR: TOYO	5.0mm, Spare Tyre: 	"
ebca,24,East Anglian Motor Auctions,Renault,BJ62ZFB,Renault,Scenic,dCi Dynamique TomTom Energy Start Stop,258,MPV,Diesel,MANUAL,ECA,16/1/2026,3pm,10/01/2013,2013,61281,Warranted,Here,10/01/2027,yes,Margin,,1,1.5,,https://www.ebca.co.uk/motorvehicleinspectionreport/standard/6800.pdf,"https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306526_bTZtqM.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306532_sKxcES.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306538_OS3OTc.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306554_pzfXKD.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306579_ffjTP3.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306483_3OahfX.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306492_Gv2yxt.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306501_6KAxBZ.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306511_PJkqwa.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306517_UYYWzM.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306564_fKb7fk.jpg","https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306564_fKb7fk.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306526_bTZtqM.jpg, https://ebca-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/6800/images/1768306532_sKxcES.jpg",Bumper Rear Chipped Multiple Chips,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '8', 'Last service date': '20/03/2025', 'Last service miles': '58,673', 'MOT Due': '10/01/2027', 'Former Keepers': '1', 'Body Style': 'MPV', 'Hubs': 'Alloy', 'BHP': '110', 'Gross Weight': '1967', 'Euro Status': '5', 'Euro': '5', 'CO2': '105', 'MPG Combined': '68.9', 'MPG Urban': '62.8', 'MPG Extra Urban': '72.4'}}",SILVER,2,"£1,500.00",£700.00,"£1,100.00",,"{'Interior & Tyres': {}, 'Interior': {'Carpet condition': 'Average', 'Seat condition': 'Average', 'Upholstery condition': 'Average', 'Odour': 'No'}, 'Tyres': {'Tyre NSF': 'AUTOGRIP\t4.0mm', 'Tyre OSF': 'AUTOGRIP\t4.0mm', 'Tyre NSR': 'AUTOGRIP\t4.0mm', 'Tyre OSR': 'AUTOGRIP\t4.0mm', 'Spare Tyre': '\t'}}",4,5,,10/01/2027,,8,"58,673","Tyre NSF: AUTOGRIP	4.0mm, Tyre OSF: AUTOGRIP	4.0mm, Tyre NSR: AUTOGRIP	4.0mm, Tyre OSR: AUTOGRIP	4.0mm, Spare Tyre: 	"
