Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade
Commercial,22,East Anglian Motor Auctions,2013 MINI MINI CLUBVAN,OU63AKG,MINI,MINI CLUBVAN,COOPER D,110,Car Derived Van,Diesel,MANUAL,EAMA,15/01/2026,10am,04/09/2013,2013,169785,,Here,03/10/2025,,Margin,,,1.6,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/5135.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/3278/images/1759931891_7gPolu.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/3278/images/1759931900_PqHZp8.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/3278/images/1759931909_dB5uPR.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/3278/images/1759931925_KKN4ej.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/3278/images/1759931950_dJ7XVO.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/3278/images/1759931956_Gyh9bu.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/3278/images/1759932003_oQb1Vt.jpg",,,{},BLACK,,Login to see this,Login to see this,Login to see this,Category N Insurance Loss. No Structural Damage and Repairable - Insurer Decided Not to Repair.,{},
Commercial,22,East Anglian Motor Auctions,2015 RENAULT TRAFIC,PN65KUF,RENAULT,TRAFIC,LL29 ENERGY dCi 120 Business Crew Van,109,Van With Side Windows,DIESEL,MANUAL,EAMA,15/01/2026,10am,02/11/2015,2015,142073,,To Follow,01/07/2026,,Plus VAT,,,1.6,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/5337.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318099_sEbXSe.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318131_ECVeGs.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318139_Q8jWWS.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318142_uA35IH.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318144_2QmnuF.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318151_O7Gr1F.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318160_303gyn.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318182_I9ISFc.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5337/images/1768318188_AzUK5j.jpg",,,{},SILVER,,Login to see this,Login to see this,Login to see this,,{},
Commercial,22,East Anglian Motor Auctions,2014 VAUXHALL VIVARO,VK64OOX,VAUXHALL,VIVARO,2900 1.6CDTI 90PS ecoFLEX H1 Van,126,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,30/09/2014,2014,169000,,Here,-,,Margin,,,1.6,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/5325.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311725_SWl85W.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311736_GI3Qp9.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311746_hMj3RH.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311754_tiJCA6.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311761_L9BkKM.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311768_J2QUHV.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311785_Mrg7Fh.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311796_Ntxk1C.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311803_zBRL3j.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311818_ofzaS0.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/5325/images/1768311698_4H5V8b.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,,{},
Commercial,22,East Anglian Motor Auctions,2018 Ford Transit Custom,YD68CLF,Ford,Transit Custom,320 BASE P/V L2 H2,108,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,19/09/2018,2018,79067,,Here,17/09/2025,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4798.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382484_jDwgWJ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382501_7qcpte.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382520_6ucgVx.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382545_44QJfS.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382556_G8l49z.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382565_PJU6FM.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382574_zUTWxj.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382581_AYc6NJ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382588_wfzz4x.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382595_12FmYQ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382597_nqhQ5R.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382604_XDiBE5.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382609_zgVEuv.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382615_n8iPrA.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382624_SmyAGy.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382631_tBnTh5.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382639_ikwVw8.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382647_AJj21M.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382653_h8SyPO.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382313_cKmY56.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382319_r0xlKE.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4798/images/1765382329_GxQExi.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,,{},4
Commercial,22,East Anglian Motor Auctions,2018 Ford Transit Custom,YD68YXT,Ford,Transit Custom,320 BASE P/V L2 H2,121,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,01/11/2018,2018,103262,,Here,01/11/2026,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4843.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767867898_P0L4JS.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767867917_Qb0EYY.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767867967_klC7pt.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767867980_Jx9Wns.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767867994_o2nDD5.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767868007_6TRN4R.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767868022_b3DkL6.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767868038_tpLov0.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767868060_2URvXZ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767868073_xWJrHm.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767868085_51TRBR.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767868094_wiiUib.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767871223_kA4Wf1.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767871224_9Sj9Lw.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767871227_KRYsTN.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767867758_5qQEd1.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4843/images/1767867773_qNW14B.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,CAMBELT REPLACED 03/24,{},1
Commercial,22,East Anglian Motor Auctions,2020 Ford Transit,YH70LXO,Ford,Transit,350 LEADER P/V ECOBLUE L2 H3,111,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,19/11/2020,2020,38560,,Here,01/11/2026,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4455.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207370_DYwMN2.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207408_SGPF3O.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207424_mSP4bD.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207431_fKBe2t.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207434_cZi9SN.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207439_1Z0xfV.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207447_JdpkaR.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207477_NJwyyb.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207483_bi2rvH.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207492_aMrVS2.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207495_NmgQMT.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207497_H53Aoe.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207500_6D7wgx.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765207508_XaJNLW.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765206507_US4Ljj.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4455/images/1765206078_LxvnkN.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,ONBOARD POWER,{},2
Commercial,22,East Anglian Motor Auctions,2020 Ford Transit,YH70LYK,Ford,Transit,350 LEADER P/V ECOBLUE L2 H3,130,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,11/11/2020,2020,49967,,Here,17/09/2025,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4356.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764158339_YF9WqF.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764158350_aiODRQ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764158729_0kcMlm.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764158763_hnxBmD.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764158781_cJebov.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764158900_pMhRKz.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764158915_UqTgRo.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764156134_ngadJJ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4356/images/1764778024_Uho0CM.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,,{},1
Commercial,22,East Anglian Motor Auctions,2020 Ford Transit,YH70LYU,Ford,Transit,350 LEADER P/V ECOBLUE L2 H3,105,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,11/11/2020,2020,25908,,Here,01/11/2026,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4799.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501187_vAwofu.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501121_SCi6oS.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501132_ugwbWA.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501190_5JokoO.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501196_LFvA1b.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501202_eipjpA.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501206_yj1nDO.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501214_NhtHz3.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501222_5OgAvS.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501232_vV7wS4.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501238_1fo01t.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501241_gL1rMN.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501244_Saald2.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501248_gDU0TT.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501250_lJ3f6L.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501256_0SlnA6.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501259_QUty8H.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501261_5PKWb3.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501263_iUf174.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501267_wLwg9y.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766501273_4zukr9.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766499250_9owO6b.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4799/images/1766499328_8EjjTs.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,,{},4
Commercial,22,East Anglian Motor Auctions,2020 Ford Transit,YH70LYY,Ford,Transit,350 LEADER P/V ECOBLUE L2 H3,118,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,11/11/2020,2020,41981,,Here,01/11/2026,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4456.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377332_DJT3E2.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377341_PaumpE.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377355_4eDAiT.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377375_zQAD4m.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377404_gYDEDt.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377420_kg9nTk.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377429_5w7I2J.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377747_zObXQZ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377776_DlTQhq.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377786_ExIoq2.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377790_tyhX08.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377808_1fwgzR.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377822_IVrLe3.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377828_tqv3He.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377879_7hEfLR.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765379805_QaMPED.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765379798_vSZM9E.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765376989_OROxCA.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765376996_cyVUjo.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4456/images/1765377045_gsxBBu.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,ONBOARD POWER,{},1
Commercial,22,East Anglian Motor Auctions,2020 Ford Transit,YH70LZB,Ford,Transit,350 LEADER P/V ECOBLUE L2 H2,136,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,16/11/2020,2020,58836,,Here,01/11/2026,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4842.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870782_HQeami.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870785_fs5c0d.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870837_5g4Jf8.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870839_F97W0P.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870842_RZcJ8Y.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870844_1IBOAB.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870846_bpmEl5.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870848_6hzyx3.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870812_TlwMKv.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870817_cNrfTH.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870820_cAZX1F.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870823_agfkSJ.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870824_CMzp8L.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870826_8WxWZd.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870829_74yQ0i.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4842/images/1767870216_iTPg3a.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,,{},2
Commercial,22,East Anglian Motor Auctions,2020 Ford Transit,YH70VUV,Ford,Transit,350 LEADER P/V ECOBLUE L2 H3,142,Panel Van,Diesel,MANUAL,EAMA,15/01/2026,10am,12/11/2020,2020,122616,,Here,01/11/2026,,Plus VAT,,,2.0,,https://www.eama-norwich.co.uk/motorvehicleinspectionreport/standard/4800.pdf,"https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502713_PWFFNE.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502644_retGuo.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502717_LFg8mC.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502719_vLZeZ5.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502723_mjeteO.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502725_uJK8kk.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502728_BXE2S5.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502731_Qt8al5.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502733_8sLmb6.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502734_IEBINr.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502736_EgNi3Z.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766502737_JG3Vcf.jpg, https://eama-prod-data-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/4800/images/1766501684_HaZ9dV.jpg",,,{},WHITE,,Login to see this,Login to see this,Login to see this,CAMBELT REPLACEMENT 02/24ONBOARD POWER,{},2
