Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition,End Date,End Time,Auction Type,Non Runner,Bidding History,Last Bid
Seized Vehicle Auction,20,Wilsons Auctions,Volvo S60 ES D4,ND12UWG,Volvo,S60 ES,ES D4,81,Saloon,Diesel,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,25/06/2012,2012,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1768296208-P1050531.JPG_1590852/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296209-P1050532.JPG_1539547/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296210-P1050533.JPG_1603772/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296210-P1050534.JPG_1584514/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296211-P1050535.JPG_1206392/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296212-P1050536.JPG_1064944/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296212-P1050537.JPG_1114147/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296213-P1050538.JPG_1373449/320x231.webp,https://assets.wilsonsauctions.com///lots_1768296214-P1050539.JPG_1122198/320x231.webp",,,,Black,Not present,―,,―,,,,4,,,,,,,2026-01-22,12:00,Timed Auction,No,[310],310
Seized Vehicle Auction,20,Wilsons Auctions,Ford Transit 85 T280s FWD,NL11WRJ,Ford,Transit 85,85 T280s FWD,84,Panel van,Diesel,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,08/04/2011,2011,,Not Warranted,Here,,No,Standard Rate,REPOSSESSION NO RESERVE,,2.2,,,"https://assets.wilsonsauctions.com///lots_1767868046-P1050420.JPG_1526752/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868047-P1050421.JPG_1448742/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868048-P1050422.JPG_1304044/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868049-P1050423.JPG_1291768/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868050-P1050424.JPG_1292312/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868050-P1050425.JPG_1156671/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868051-P1050426.JPG_1161175/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868052-P1050427.JPG_1362702/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868052-P1050428.JPG_1075194/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868053-P1050429.JPG_1415503/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Peugeot Expert S Standard Blue HDI,NU67VJN,Peugeot,Expert S,S Standard Blue HDI,99,Panel van,Diesel,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,08/12/2017,2017,,Not Warranted,Here,,No,Standard Rate,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1767867702-P1050430.JPG_1529152/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867703-P1050431.JPG_1360345/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867705-P1050432.JPG_1381254/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867706-P1050433.JPG_1285625/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867707-P1050434.JPG_1453937/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867707-P1050435.JPG_1151897/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867708-P1050436.JPG_1076428/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867709-P1050437.JPG_1354846/320x231.webp,https://assets.wilsonsauctions.com///lots_1768396044-P1050599.JPG_1400362/320x231.webp,https://assets.wilsonsauctions.com///lots_1768396045-P1050594.JPG_1454939/320x231.webp,https://assets.wilsonsauctions.com///lots_1768396046-P1050593.JPG_1481832/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[1010],1010
Seized Vehicle Auction,20,Wilsons Auctions,Peugeot Partner HDI,NV11UCR,Peugeot,Partner HDI,HDI,55,Panel van,Diesel,,Wilsons Auctions Gateshead,2026-01-21,12:00,22/06/2011,2011,,Not Warranted,Here,21-10-2026,No,Standard Rate,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1768309193-image.jpg_4138549/320x231.webp,https://assets.wilsonsauctions.com///lots_1768309212-image.jpg_3989903/320x231.webp,https://assets.wilsonsauctions.com///lots_1768309218-image.jpg_3553915/320x231.webp,https://assets.wilsonsauctions.com///lots_1768309228-image.jpg_3536502/320x231.webp,https://assets.wilsonsauctions.com///lots_1768309255-image.jpg_3998659/320x231.webp,https://assets.wilsonsauctions.com///lots_1768309266-image.jpg_1970958/320x231.webp,https://assets.wilsonsauctions.com///lots_1768309282-image.jpg_4022378/320x231.webp,https://assets.wilsonsauctions.com///lots_1768309305-image.jpg_4089934/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Peugeot Partner 850 S HDI 90,NX59XVO,Peugeot,Partner 850,850 S HDI 90,4,Panel van,Diesel,Manual,Wilsons Auctions Maidstone,2026-01-21,12:00,01/09/2009,2009,159753,Not Warranted,Buyer To Apply,,No,Exempt,REPOSSESSION - NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1768991032-PICT0043.jpg_1887863/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991033-PICT0044.jpg_2230075/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991033-PICT0045.jpg_2118813/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991033-PICT0046.jpg_1532453/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991034-PICT0047.jpg_1987504/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991034-PICT0048.jpg_2495553/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991034-PICT0049.jpg_2130246/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991035-PICT0050.jpg_1777723/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991035-PICT0051.jpg_1608202/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991036-PICT0052.jpg_1178434/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991036-PICT0053.jpg_1834447/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991037-PICT0054.jpg_2490103/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991037-PICT0055.jpg_1783473/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991038-PICT0056.jpg_1807310/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991039-PICT0057.jpg_1355418/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991039-PICT0058.jpg_1681188/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991040-PICT0059.jpg_1867436/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991040-PICT0060.jpg_1153371/320x231.webp,https://assets.wilsonsauctions.com///lots_1768991040-PICT0061.jpg_1382897/320x231.webp",,,,White,Present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[290],290
Seized Vehicle Auction,20,Wilsons Auctions,Ford Escort Ghia Cabrio,P158SOO,Ford,Escort Ghia,Ghia Cabrio,83,Convertible,Petrol,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,10/01/1997,1997,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_1768383343-P1050551.JPG_1495270/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383344-P1050552.JPG_1602081/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383344-P1050553.JPG_1566156/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383345-P1050554.JPG_1533525/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383346-P1050555.JPG_1389569/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383347-P1050556.JPG_1287125/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383348-P1050557.JPG_1566441/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383349-P1050558.JPG_1584378/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383349-P1050559.JPG_1621995/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383350-P1050560.JPG_1670712/320x231.webp",,,,Red,Not present,―,,―,,,,2,,,,,,,2026-01-22,12:00,Timed Auction,No,[260],260
Seized Vehicle Auction,20,Wilsons Auctions,Alfa Romeo Giulietta Lusso TB,PY11EDF,Alfa,Romeo Giulietta,Lusso TB,33,Hatchback,Petrol,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,31/05/2011,2011,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_1768905192-P1050760.JPG_1571496/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905193-P1050761.JPG_1550562/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905194-P1050762.JPG_1601871/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905195-P1050763.JPG_1602297/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905195-P1050764.JPG_1444836/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905196-P1050765.JPG_1430349/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905197-P1050766.JPG_1569847/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905199-P1050767.JPG_1551478/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905199-P1050768.JPG_1367694/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905200-P1050769.JPG_1504982/320x231.webp",,,,White,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Fiat Punto Sporting M-Jet,R33VVR,Fiat,Punto Sporting,Sporting M-Jet,135,Hatchback,Diesel,Manual,Wilsons Auctions Newport,2026-01-21,12:00,09/05/2008,2008,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.9,,,"https://assets.wilsonsauctions.com///lots_asset-262776%2F17690035947459151074739903187483.jpg_4964545/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262776%2F17690036152232510912643987867000.jpg_4960331/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262776%2F17690036237557833993168197534933.jpg_4331466/320x231.webp",,,,Black,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Ford Focus Zetec Turbo,RE14MRV,Ford,Focus Zetec,Zetec Turbo,45,Hatchback,Petrol,Manual,Wilsons Auctions West Bromwich,2026-01-21,12:00,17/05/2014,2014,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,1.0,,,"https://assets.wilsonsauctions.com///lots_1767706259-17677062517452932730997653907209.jpg_3956479/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706270-17677062604663745397205612790796.jpg_4190565/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706285-17677062711409130622898313851225.jpg_2978840/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706296-17677062875811097831664025167777.jpg_3776392/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706314-17677063014635410503389682269188.jpg_2282781/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706337-17677063269816612996005713393414.jpg_2365854/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706346-17677063397434587951610320275341.jpg_3741121/320x231.webp",,,,Blue,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[120],120
Seized Vehicle Auction,20,Wilsons Auctions,Volkswagen Caddy C20 TDI 102,RJ60ZGV,Volkswagen,Caddy C20,C20 TDI 102,15,Panel van,Diesel,Manual,Wilsons Auctions West Bromwich,2026-01-21,12:00,28/01/2011,2011,,Not Warranted,,,No,Standard Rate,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1768831454-17688314428438705591997383200747.jpg_3455054/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831469-17688314523732713612421811949005.jpg_3445032/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831477-17688314682721390138857762165831.jpg_2930654/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831488-17688314766045053417066043499588.jpg_3239475/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831512-17688315055886883679028257648513.jpg_3050758/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831540-17688315161352139523909156159793.jpg_2671375/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831550-17688315408199043915645514703926.jpg_2746913/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831560-17688315502574041616457419307542.jpg_2689076/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831569-1768831561769582475148887970616.jpg_3923736/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831575-17688315696759041391267638244844.jpg_2463288/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[270],270
Seized Vehicle Auction,20,Wilsons Auctions,Honda Civic SE Auto,RL54LMU,Honda,Civic SE,SE Auto,136,Hatchback,Petrol,Automatic,Wilsons Auctions West Bromwich,2026-01-21,12:00,02/02/2005,2005,,Not Warranted,,22-01-2026,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1767358885-1767358877810508450453458955732.jpg_3362250/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358893-17673588846406263448552892663468.jpg_3630746/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358904-17673588927234043578361916899915.jpg_2430003/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358923-17673589040278371229939427764165.jpg_3246694/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358939-17673589294515827463379117632931.jpg_2722763/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358949-1767358940819112155985038116110.jpg_3514524/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358963-17673589498846047066356857070591.jpg_3476294/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358971-17673589620323030201782649860629.jpg_2943620/320x231.webp,https://assets.wilsonsauctions.com///lots_1767358979-17673589734876283251361146921220.jpg_3396882/320x231.webp",,,,Silver,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[190],190
Seized Vehicle Auction,20,Wilsons Auctions,Nissan Qashqai Visia 2WD,SA07TYP,Nissan,Qashqai Visia,Visia 2WD,131,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,12/04/2007,2007,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-238157%2F17653744337845942811001943028061.jpg_4804911/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238157%2F17653744405668886694204306674693.jpg_4491497/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238157%2F17653744480626583949711632775857.jpg_3911334/320x231.webp",,,,Silver,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Peugeot Bipper S HDI,SB10SRU,Peugeot,Bipper S,S HDI,67,Panel van,Diesel,Manual,Wilsons Auctions Gateshead,2026-01-21,12:00,30/06/2010,2010,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_1768903835-image.jpg_3744944/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903841-image.jpg_3795398/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903851-image.jpg_3631221/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903861-image.jpg_3324814/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903867-image.jpg_3793564/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903889-image.jpg_1842296/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903927-image.jpg_3816483/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903974-image.jpg_3397259/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904540-image.jpg_3180750/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Citroen C1 Rhythm,SB58PFA,Citroen,C1 Rhythm,Rhythm,27,Hatchback,Petrol,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,27/02/2009,2009,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.0,,,"https://assets.wilsonsauctions.com///lots_1768905623-PICT0074.jpg_2037595/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905624-PICT0075.jpg_1674706/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905626-PICT0076.jpg_1631153/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905627-PICT0077.jpg_1635209/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905628-PICT0078.jpg_1760527/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905628-PICT0079.jpg_1090408/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905629-PICT0080.jpg_1416583/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905630-PICT0081.jpg_1475681/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905631-PICT0082.jpg_1331283/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905632-PICT0083.jpg_1226252/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,BMW 318i SE,SD57NFL,BMW,318i SE,SE,72,Saloon,Petrol,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,24/12/2007,2007,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1768989069-P1050815.JPG_1619609/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989070-P1050816.JPG_1538883/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989071-P1050817.JPG_1597427/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989071-P1050818.JPG_1569322/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989073-P1050819.JPG_1383829/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989073-P1050820.JPG_1340510/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989074-P1050821.JPG_1463675/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989075-P1050822.JPG_1510068/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989076-P1050823.JPG_1645149/320x231.webp",,,,Black,Not present,―,,―,,,,4,,,,,,,2026-01-22,12:00,Timed Auction,No,[170],170
Seized Vehicle Auction,20,Wilsons Auctions,Ford Fiesta Zetec,SG53FCX,Ford,Fiesta Zetec,Zetec,111,Hatchback,Petrol,Manual,Wilsons Auctions Stoke,2026-01-21,12:00,01/09/2003,2003,,Not Warranted,,21-02-2026,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_asset-262742%2F17689936393363311101954717063722.jpg_6252871/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262742%2F17689936503349055974493117933706.jpg_5540006/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262742%2F17689936602044096420486426971805.jpg_6609593/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262742%2F17689936675887360959453851915094.jpg_7173582/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262742%2F17689937073063244560483701996542.jpg_6114547/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262742%2F17689937145656997860425397057379.jpg_7226301/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262742%2F17689937317783520988671736576090.jpg_6500646/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262742%2F17689937462646683714072191203953.jpg_4327794/320x231.webp",,,,Blue,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Volkswagen CC R Line BMT TDI S-A,SH14AOP,Volkswagen,CC R,R Line BMT TDI S-A,85,Coupe,Diesel,Semi Automatic,Wilsons Auctions Widnes,2026-01-21,12:00,23/04/2014,2014,,Not Warranted,Here,08-07-2026,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1767867774-P1050459.JPG_1569273/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867775-P1050460.JPG_1571242/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867776-P1050461.JPG_1597856/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867777-P1050462.JPG_1576811/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867778-P1050463.JPG_1554243/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867778-P1050464.JPG_1255295/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867779-P1050465.JPG_1338287/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867780-P1050466.JPG_1203194/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867781-P1050467.JPG_1617413/320x231.webp,https://assets.wilsonsauctions.com///lots_1768468532-P1050618.JPG_1589623/320x231.webp,https://assets.wilsonsauctions.com///lots_1768468533-P1050619.JPG_1412313/320x231.webp",,,,Silver,Not present,―,,―,,,,2,,,,,,,2026-01-22,12:00,Timed Auction,No,[910],910
Seized Vehicle Auction,20,Wilsons Auctions,Nissan Micra Visia,SK10YUA,Nissan,Micra Visia,Visia,100,Hatchback,Petrol,Manual,Wilsons Auctions Glasgow,2026-01-21,12:00,31/03/2010,2010,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-244258%2FGeneralImages-0_17677928515086535985780953938796.jpg_170863/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244258%2FGeneralImages-1_17677928572759168354632174648097.jpg_191079/320x231.webp",,,,Black,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Astra SRI,SK63VBL,Vauxhall,Astra SRI,SRI,35,Hatchback,Petrol,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,23/09/2013,2013,,Not Warranted,,18-06-2026,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_1768904854-P1050724.JPG_1581898/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904855-P1050725.JPG_1592219/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904856-P1050726.JPG_1626072/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904857-P1050727.JPG_1561910/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904858-P1050728.JPG_1578283/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904859-P1050729.JPG_1539822/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904860-P1050730.JPG_1535952/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904861-P1050731.JPG_1484420/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904861-P1050732.JPG_1533692/320x231.webp,https://assets.wilsonsauctions.com///lots_1768904862-P1050733.JPG_1575616/320x231.webp",,,,Red,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[180],180
Seized Vehicle Auction,20,Wilsons Auctions,Ford Fiesta Zetec 82,SP59WVC,Ford,Fiesta Zetec,Zetec 82,144,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,30/09/2009,2009,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-262768%2F1769005060035947926935074992955.jpg_5062535/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262768%2F17690050721013599562857932118609.jpg_4900322/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262768%2F17690050856802006987549423848484.jpg_4006647/320x231.webp",,,,Red,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Mini Cooper,ST08WSF,Mini,Cooper,,25,Hatchback,Petrol,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,27/06/2008,2008,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1768905762-PICT0134.jpg_1910714/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905763-PICT0135.jpg_2074787/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905764-PICT0136.jpg_1907585/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905766-PICT0137.jpg_1873093/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905767-PICT0138.jpg_1294405/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905767-PICT0139.jpg_1378790/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905768-PICT0140.jpg_1449801/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905769-PICT0141.jpg_1652894/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905770-PICT0142.jpg_1671801/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905772-PICT0143.jpg_1927804/320x231.webp",,,,White,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[110],110
Seized Vehicle Auction,20,Wilsons Auctions,Fiat Panda Dynamic,ST58HXY,Fiat,Panda Dynamic,Dynamic,118,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,27/11/2008,2008,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-247573%2F17670915746038655133957157979713.jpg_4796152/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247573%2F17670915522164097389768828621319.jpg_4542411/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247573%2F17670915677332820331855668968519.jpg_4593716/320x231.webp",,,,Blue,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
