Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition,End Date,End Time,Auction Type,Non Runner,Bidding History,Last Bid
Seized Vehicle Auction,20,Wilsons Auctions,Audi A6 S Line TDI,KP06UMW,Audi,A6 S,S Line TDI,32,Saloon,Diesel,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,29/03/2006,2006,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1768905446-P1050694.JPG_1585053/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905446-P1050695.JPG_1563021/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905447-P1050696.JPG_1587051/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905448-P1050697.JPG_1503455/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905449-P1050698.JPG_1363154/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905450-P1050699.JPG_1119109/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905451-P1050700.JPG_1475388/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905451-P1050701.JPG_1541800/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905452-P1050702.JPG_960404/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905453-P1050703.JPG_1512221/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906172-P1050770.JPG_1286994/320x231.webp",,,,Blue,Not present,―,,―,,,,4,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Mercedes-benz E250 Avantgarde Ed125 CDI Bcya,KP61FKJ,Mercedes-benz,E250 Avantgarde,Avantgarde Ed125 CDI Bcya,98,Saloon,Diesel,Automatic,Wilsons Auctions Leigh,2026-01-21,12:00,20/10/2011,2011,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.1,,,"https://assets.wilsonsauctions.com///lots_1768990087-PICT0098.jpg_2424941/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990088-PICT0099.jpg_2168640/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990089-PICT0100.jpg_2048073/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990091-PICT0101.jpg_2210334/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990092-PICT0102.jpg_1978881/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990093-PICT0103.jpg_889914/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990094-PICT0104.jpg_1568076/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990094-PICT0105.jpg_1310300/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990095-PICT0106.jpg_1825969/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990096-PICT0107.jpg_1596171/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990097-PICT0108.jpg_1761386/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990098-PICT0109.jpg_1162251/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990099-PICT0110.jpg_1506108/320x231.webp",,,,White,Not present,―,,―,,,,4,,,,,,,2026-01-22,12:00,Timed Auction,No,[230],230
Seized Vehicle Auction,20,Wilsons Auctions,Audi A4 T S Line CVT,KR07BDO,Audi,A4 T,T S Line CVT,17,Estate,Petrol,,Wilsons Auctions West Bromwich,2026-01-21,12:00,19/06/2007,2007,,Not Warranted,,04-06-2026,No,Margin,REPOSSESSION NO RESERVE,7,1.8,,,"https://assets.wilsonsauctions.com///lots_1768831238-1768831227498559481817063464115.jpg_3731114/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831249-17688312371038165575917826774449.jpg_3863514/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831297-17688312716007978639672123587811.jpg_3346722/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831317-17688312988314195230098702105912.jpg_3166947/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831341-17688313251976600237147169136468.jpg_2181481/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831368-17688313528057896669954956389879.jpg_3210737/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831384-1768831367122211282057533719531.jpg_3136035/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831398-17688313862328604120442367956308.jpg_2499940/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831406-17688313996475821031129856783845.jpg_2488085/320x231.webp",,,,Silver,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[190],190
Seized Vehicle Auction,20,Wilsons Auctions,Mercedes C200 Kompressor SE,KT05VMM,Mercedes,C200 Kompressor,Kompressor SE,119,Coupe,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,21/07/2005,2005,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_asset-248035%2F17673524400696487155447123736589.jpg_5096443/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248035%2F1767352425354452341459946750990.jpg_4616746/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248035%2F17673524311812707504803911155591.jpg_5294420/320x231.webp",,,,Orange,Not present,―,,―,,,,2,,,,,,,2026-01-22,12:00,Timed Auction,No,[120],120
Seized Vehicle Auction,20,Wilsons Auctions,Mercedes A180 CDI Classic SE,KW10CVC,Mercedes,A180 CDI,CDI Classic SE,88,Hatchback,Diesel,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,13/07/2010,2010,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1768990651-PICT0069.jpg_1276894/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990652-PICT0070.jpg_1655044/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990653-PICT0071.jpg_1780255/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990654-PICT0072.jpg_1830362/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990655-PICT0073.jpg_1800169/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990656-PICT0074.jpg_1669766/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990657-PICT0075.jpg_1168346/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990658-PICT0076.jpg_1446633/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990659-PICT0077.jpg_1742038/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[140],140
Seized Vehicle Auction,20,Wilsons Auctions,Saab 9-5 Vector TID,KX53DBO,Saab,9-5 Vector,Vector TID,40,Estate,Diesel,Manual,Wilsons Auctions West Bromwich,2026-01-21,12:00,04/09/2003,2003,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.2,,,"https://assets.wilsonsauctions.com///lots_1768912160-17689121503426044749999712082752.jpg_3190940/320x231.webp,https://assets.wilsonsauctions.com///lots_1768912172-17689121641991927000073449086927.jpg_3632332/320x231.webp,https://assets.wilsonsauctions.com///lots_1768912193-17689121722113868688414901132246.jpg_4347516/320x231.webp,https://assets.wilsonsauctions.com///lots_1768912220-17689121941224854169597334555501.jpg_4181435/320x231.webp,https://assets.wilsonsauctions.com///lots_1768912243-17689122190737231105881773805208.jpg_2576963/320x231.webp,https://assets.wilsonsauctions.com///lots_1768912253-17689122443682445700624715354771.jpg_3235230/320x231.webp,https://assets.wilsonsauctions.com///lots_1768912260-17689122539128781635116927495283.jpg_3770732/320x231.webp",,,,Blue,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Peugeot 107 Allure,KY63GDU,Peugeot,107 Allure,Allure,28,Hatchback,Petrol,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,30/09/2013,2013,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.0,,,"https://assets.wilsonsauctions.com///lots_1768905507-PICT0175.jpg_1659365/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905508-PICT0176.jpg_2324208/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905510-PICT0177.jpg_2340894/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905511-PICT0178.jpg_2064817/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905512-PICT0179.jpg_1546535/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905513-PICT0180.jpg_1085376/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905514-PICT0181.jpg_1651325/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905515-PICT0182.jpg_1645314/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905516-PICT0183.jpg_1470596/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905517-PICT0184.jpg_2281387/320x231.webp",,,,Blue,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Corsa Limited Edition,LB61FLD,Vauxhall,Corsa Limited,Limited Edition,44,Hatchback,Petrol,Manual,Wilsons Auctions West Bromwich,2026-01-21,12:00,31/01/2012,2012,,Not Warranted,Here,15-06-2026,No,Margin,REPOSSESSION NO RESERVE,,1.2,,,"https://assets.wilsonsauctions.com///lots_1767706414-17677064057576295505337692693154.jpg_3458182/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706424-17677064141536339634090135645787.jpg_3273256/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706434-17677064241325103796972020347902.jpg_3297211/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706450-17677064411492548228093839812781.jpg_3764858/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706485-17677064552168559825893257667008.jpg_2335195/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706513-17677065022588026096562013483522.jpg_3828393/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706527-17677065167173675139717991677440.jpg_2952320/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706536-17677065280075672300741021421353.jpg_2686314/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706554-17677065423326199643982543687773.jpg_2414324/320x231.webp,https://assets.wilsonsauctions.com///lots_1767706562-17677065563378401875474367773892.jpg_3956506/320x231.webp",,,,Red,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[160],160
Seized Vehicle Auction,20,Wilsons Auctions,Ford KA,LM04TZP,Ford,KA,,39,Hatchback,Petrol,Manual,Wilsons Auctions Maidstone,2026-01-21,12:00,29/06/2004,2004,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,1.3,,,"https://assets.wilsonsauctions.com///lots_1768295156-PICT0033.jpg_2081115/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295156-PICT0034.jpg_2107255/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295156-PICT0035.jpg_1937495/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295157-PICT0036.jpg_1821418/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295157-PICT0037.jpg_2344109/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295157-PICT0038.jpg_2068346/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295158-PICT0039.jpg_1840803/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295158-PICT0040.jpg_1608058/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295159-PICT0041.jpg_1630560/320x231.webp,https://assets.wilsonsauctions.com///lots_1768295159-PICT0042.jpg_2089044/320x231.webp",,,,Red,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Ford Fiesta Zetec,LO13WZD,Ford,Fiesta Zetec,Zetec,82,Hatchback,Petrol,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,30/07/2013,2013,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,1.0,,,"https://assets.wilsonsauctions.com///lots_1768383416-P1050561.JPG_1578516/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383417-P1050562.JPG_1653143/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383418-P1050563.JPG_1679994/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383419-P1050564.JPG_1558520/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383420-P1050565.JPG_1390598/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383421-P1050566.JPG_1117358/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383421-P1050567.JPG_1191926/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383423-P1050568.JPG_1115418/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383424-P1050569.JPG_1620950/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383425-P1050570.JPG_1477202/320x231.webp,https://assets.wilsonsauctions.com///lots_1768383425-P1050571.JPG_1589461/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[150],150
Seized Vehicle Auction,20,Wilsons Auctions,Volkswagen Golf Plus SE TDI 105 S-A,LR05KVC,Volkswagen,Golf Plus,Plus SE TDI 105 S-A,122,Hatchback,Diesel,Semi Automatic,Wilsons Auctions Newport,2026-01-21,12:00,06/07/2005,2005,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.9,,,"https://assets.wilsonsauctions.com///lots_asset-238161%2F17653746732742785441408206086854.jpg_4206239/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238161%2F17653746816216635309812175609696.jpg_4667374/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238161%2F17653746879208988221534506772351.jpg_4626141/320x231.webp",,,,Silver,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,BMW 116d SE Auto,LR14OYM,BMW,116d SE,SE Auto,148,Hatchback,Diesel,Automatic,Wilsons Auctions Maidstone,2026-01-21,12:00,21/03/2014,2014,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1767868000-PICT0022.jpg_2510967/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868000-PICT0023.jpg_2967228/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868001-PICT0024.jpg_2243783/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868001-PICT0025.jpg_1694613/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868001-PICT0026.jpg_1722325/320x231.webp,https://assets.wilsonsauctions.com///lots_1767868002-PICT0027.jpg_2837091/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[810],810
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Insignia SRI NAV Cdti,LS65KUR,Vauxhall,Insignia SRI,SRI NAV Cdti,86,Estate,Diesel,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,31/10/2015,2015,,Not Warranted,Here,23-09-2026,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1767949582-P1050476.JPG_1577039/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949583-P1050477.JPG_1594763/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949584-P1050478.JPG_1514172/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949585-P1050479.JPG_1629319/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949586-P1050480.JPG_1137978/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949586-P1050481.JPG_1310630/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949587-P1050482.JPG_1334872/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949588-P1050483.JPG_1455129/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949589-P1050484.JPG_1219833/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949590-P1050485.JPG_1601401/320x231.webp,https://assets.wilsonsauctions.com///lots_1767949591-P1050486.JPG_1616562/320x231.webp",,,,Red,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[160],160
Seized Vehicle Auction,20,Wilsons Auctions,Audi A4 S Line,LV56MXP,Audi,A4 S,S Line,7,Convertible,Petrol,Manual,Wilsons Auctions Maidstone,2026-01-21,12:00,03/11/2006,2006,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_1767952999-PICT0028.jpg_2440181/320x231.webp,https://assets.wilsonsauctions.com///lots_1767952999-PICT0029.jpg_2228864/320x231.webp,https://assets.wilsonsauctions.com///lots_1767952999-PICT0030.jpg_2174311/320x231.webp,https://assets.wilsonsauctions.com///lots_1767953000-PICT0031.jpg_1787372/320x231.webp,https://assets.wilsonsauctions.com///lots_1767953000-PICT0032.jpg_2055297/320x231.webp",,,,Grey,Not present,―,,―,,,,2,,,,,,,2026-01-22,12:00,Timed Auction,No,[170],170
Seized Vehicle Auction,20,Wilsons Auctions,Toyota NOT Recorded,LW08NPO,Toyota,NOT Recorded,Recorded,22,Mpv,Petrol,,Wilsons Auctions Leigh,2026-01-21,12:00,01/08/2019,2019,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.4,,,"https://assets.wilsonsauctions.com///lots_1768906041-PICT0185.jpg_1755565/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906042-PICT0186.jpg_1836870/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906043-PICT0187.jpg_1857334/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906044-PICT0188.jpg_1907335/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906045-PICT0189.jpg_1464458/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906046-PICT0190.jpg_1100016/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906047-PICT0191.jpg_1526588/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906049-PICT0192.jpg_1623684/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906050-PICT0193.jpg_1693634/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906051-PICT0194.jpg_1815356/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906052-PICT0195.jpg_1276196/320x231.webp",,,,Grey,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[390],390
Seized Vehicle Auction,20,Wilsons Auctions,Ford Focus Zetec TD 115,MD08KZZ,Ford,Focus Zetec,Zetec TD 115,123,Hatchback,Diesel,Manual,Wilsons Auctions Newport,2026-01-21,12:00,20/08/2008,2008,,Not Warranted,,06-02-2026,No,Margin,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_asset-246979%2F17665689131063796841761692358095.jpg_4846379/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246979%2F17665689184293372013702857672527.jpg_5402684/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246979%2F17665689252125346317431813709821.jpg_5127166/320x231.webp",,,,Silver,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Hyundai I30 Comfort,MJ09OAY,Hyundai,I30 Comfort,Comfort,77,Hatchback,Petrol,Manual,Wilsons Auctions Widnes,2026-01-21,12:00,16/06/2009,2009,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_1768989004-P1050771.JPG_1556101/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989004-P1050772.JPG_1519517/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989005-P1050773.JPG_1600179/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989006-P1050774.JPG_1504259/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989007-P1050775.JPG_1436090/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989008-P1050776.JPG_1295797/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989008-P1050777.JPG_1119990/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989009-P1050778.JPG_1549242/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989010-P1050779.JPG_1545446/320x231.webp,https://assets.wilsonsauctions.com///lots_1768989012-P1050780.JPG_1505187/320x231.webp",,,,Blue,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[130],130
Seized Vehicle Auction,20,Wilsons Auctions,Ford Fusion Style Climate,MK56AVY,Ford,Fusion Style,Style Climate,113,Hatchback,Petrol,Manual,Wilsons Auctions Stoke,2026-01-21,12:00,30/09/2006,2006,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_asset-258124%2F17684739668204844310827392558726.jpg_6883521/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258124%2F17684739830873412231494652092067.jpg_6462146/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258124%2F17684739930697532680857864826662.jpg_6038124/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258124%2F17684740050008962343965775225526.jpg_6855669/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258124%2F17684741441435769518459110829573.jpg_4435089/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258124%2F17684741627885776701561317386524.jpg_5578741/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258124%2F17684741936031209701689342920596.jpg_5784238/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258124%2F17684742072392537987754900149140.jpg_4088848/320x231.webp",,,,Blue,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[170],170
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Insignia SRI 128 Cdti,ML11YZB,Vauxhall,Insignia SRI,SRI 128 Cdti,63,Hatchback,Diesel,Manual,Wilsons Auctions Belfast,2026-01-21,12:00,06/05/2011,2011,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_asset-247498%2Fimage.jpg_3255199/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247498%2Fimage.jpg_3327174/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247498%2Fimage.jpg_3378539/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247498%2Fimage.jpg_3561276/320x231.webp",,,,White,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[280],280
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Vivaro 2900 DTI SWB,ML54YVY,Vauxhall,Vivaro 2900,2900 DTI SWB,66,Panel van,Diesel,Manual,Wilsons Auctions Stoke,2026-01-21,12:00,28/10/2004,2004,,Not Warranted,,,No,Standard Rate,REPOSSESSION NO RESERVE,,1.9,,,"https://assets.wilsonsauctions.com///lots_asset-183498%2F17592242770992820295811996196889.jpg_6552927/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-183498%2F17592242870885191267886737186986.jpg_4974617/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-183498%2F17592242977571787408016292163423.jpg_5095420/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-183498%2F17592243072962486318392555838663.jpg_6024212/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-183498%2F17592246385819089220823466927941.jpg_7144698/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-183498%2F1759224658530452116171456106898.jpg_6584476/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-183498%2F17592246896264103189358738155761.jpg_5794550/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-183498%2F17592247089393785921656649459990.jpg_3627848/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,Yes,[50],50
Seized Vehicle Auction,20,Wilsons Auctions,Lexmoto Valencia 50,ML63EHH,Lexmoto,Valencia 50,50,71,Moped 72,Petrol,Automatic,Wilsons Auctions Leigh,2026-01-21,12:00,29/11/2013,2013,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,0.1,,,"https://assets.wilsonsauctions.com///lots_1767779505-PICT0105.jpg_2193101/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779506-PICT0106.jpg_2519242/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779508-PICT0107.jpg_2441658/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779509-PICT0108.jpg_2193323/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779510-PICT0109.jpg_1945621/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779511-PICT0110.jpg_1627947/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779512-PICT0111.jpg_1483925/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779513-PICT0112.jpg_1912287/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779514-PICT0113.jpg_2082476/320x231.webp,https://assets.wilsonsauctions.com///lots_1767779516-PICT0114.jpg_1775891/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Astra Design,MV58PUE,Vauxhall,Astra Design,Design,90,Hatchback,Petrol,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,01/10/2008,2008,,Not Warranted,,24-01-2026,No,Margin,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_1768990478-PICT0028.jpg_2193813/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990479-PICT0029.jpg_2008001/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990480-PICT0030.jpg_1884449/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990482-PICT0031.jpg_1846616/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990483-PICT0032.jpg_1752348/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990483-PICT0033.jpg_1251135/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990484-PICT0034.jpg_1425435/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990485-PICT0035.jpg_1915713/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990486-PICT0036.jpg_1587846/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990487-PICT0037.jpg_1586489/320x231.webp",,,,Black,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Ford Fiesta Zetec,MW59HBG,Ford,Fiesta Zetec,Zetec,117,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,22/01/2010,2010,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-247570%2F17670968978042624225592970686921.jpg_4407506/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247570%2F17670969046777499792147480694045.jpg_4292535/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247570%2F17670969108768925508910880111785.jpg_4730770/320x231.webp",,,,Black,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
