Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition,Auction Type,Non Runner
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line X Mhev,KX73NKL,Ford,Puma St-Line,St-Line X Mhev,2058,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,02/09/2023,2023,27439,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-6_1768578278424917227149077100046.jpg_106589/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-0_17685781288721923888636779102735.jpg_52500/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-1_17685781374048986182191910560490.jpg_22608/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-2_17685782530449155559838730758789.jpg_54604/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-3_17685782592072929068781241020598.jpg_70497/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-4_17685782643507772181131651072547.jpg_60206/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-5_17685782733344136235210159580723.jpg_70986/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-7_17685782921161819764805634235284.jpg_56200/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FGeneralImages-8_17685782985657762029098224063301.jpg_76950/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FDamageImages-0_17685783394395650989136155244812.jpg_29456/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257249%2FDamageImages-1_17685783704958123413830654450854.jpg_49401/320x231.webp",,,,Frozen White,Present,"£13,575",,"£12,325",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Mustang Mach-E EXT Range RWD,LJ72NNT,Ford,Mustang Mach-E,Mach-E EXT Range RWD,2041,Hatchback,Electric,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,23/12/2022,2022,31335,Correct,Here,22-12-2026,Yes,VAT Qualifying,FORD CREDIT DIRECT,,,,,"https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-5_17683985749398032868169827945316.jpg_79876/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-0_17683982369975237757772565923744.jpg_116564/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-1_17683982478841763195456397549670.jpg_166960/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-2_17683985234405561215035323608598.jpg_84708/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-3_17683985332235782412945368579426.jpg_53267/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-4_17683985671888854674541353382837.jpg_72014/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-6_176839858196886609848426961258.jpg_67588/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-7_17683985911302374373791266369981.jpg_57409/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FGeneralImages-8_176839859738542183977425307176.jpg_90377/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FDamageImages-0_17683986825353918271327969843053.jpg_44095/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254785%2FDamageImages-1_17683986945683182961985086517312.jpg_122472/320x231.webp",,,,Iced Blue Silver,Present,"£20,500",,"£19,150",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,BMW 320i Sport Auto,LM70RLV,BMW,320i Sport,Sport Auto,1046,Saloon,Petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,19/02/2021,2021,77353,Correct,Here,18-02-2026,Yes,Margin,,,2.0,,,"https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-5_17682329837217396207702482506548.jpg_84029/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-0_17682329659268534418147092057793.jpg_81481/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-0_176823279316540324541891422518.jpg_116259/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-1_1768232803729478497186759263327.jpg_129774/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-2_17682329502776063162340530321143.jpg_64738/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-3_17682329594693575512278662821834.jpg_59471/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-4_17682329727607613470439327442006.jpg_75917/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-6_17682329905897987855218823357124.jpg_60756/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FGeneralImages-7_1768232998155200032620317171179.jpg_72385/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-0_17682330780898744889268787666903.jpg_59610/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-1_17682330999218438003097462475977.jpg_57735/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-2_17682331142778722141874389918509.jpg_78283/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-3_17682331343543921510544780256247.jpg_84462/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-4_17682331829811260640457229192201.jpg_67459/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-5_17682331985101989726259516856404.jpg_66712/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-6_17682332152215951392954525075878.jpg_53359/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-7_1768233231468368547516948835730.jpg_60155/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-8_17682332510146914445447814350784.jpg_60042/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-9_17682332778286865161798111391791.jpg_56452/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-10_1768233296636968372529293870797.jpg_93128/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-11_17682333247633040566510199541799.jpg_74214/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-12_17682333678332977402482595547234.jpg_84102/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-13_17682333952023193053270568072331.jpg_64668/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-14_1768233411936937491231454424737.jpg_67785/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254723%2FDamageImages-15_17682334561295713513099028096767.jpg_57168/320x231.webp",,,,Blue,Present,"£14,000",,"£12,825",,,,4,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Vauxhall Corsa Turbo 130 Ultimate Auto,LO74JPJ,Vauxhall,Corsa Turbo,Turbo 130 Ultimate Auto,1047,Hatchback,Petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,21/12/2024,2024,28134,Correct,Here,,Yes,Margin,,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-243867%2FGeneralImages-3_17682976092386168246676223141096.jpg_93687/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FGeneralImages-0_17682975644154637112992850910136.jpg_75709/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FGeneralImages-1_17682975752197368178432787897946.jpg_89951/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FGeneralImages-2_1768297590339437072403281010103.jpg_109757/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FGeneralImages-4_17682976375641693712859669611348.jpg_94141/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FGeneralImages-5_17682981259093057929122316794708.jpg_76166/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FGeneralImages-6_17682981387711198567018757946081.jpg_85469/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FDamageImages-0_17682979257841899859718425157435.jpg_61341/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FDamageImages-1_17682979537317793023526326864277.jpg_45683/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FDamageImages-2_17682979793836363639591511690303.jpg_68579/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FDamageImages-3_17682980079116585568236486242137.jpg_93677/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FDamageImages-4_17682980430788921852880700308932.jpg_71195/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-243867%2FDamageImages-5_17682980819451908073242659307392.jpg_41575/320x231.webp",,,,Grey,Present,"£14,300",,"£13,125",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Nissan Juke DiG-T N-Connecta S-A,MC25UZM,Nissan,Juke DiG-T,DiG-T N-Connecta S-A,1070,Hatchback,Petrol,Semi Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,30/06/2025,2025,1098,Correct,Here,,No,Margin,,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-5_17688319376653171683184364106359.jpg_84047/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-0_17688317508513073459017340707160.jpg_61813/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-0_17688313722727502072615100568224.jpg_112867/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-1_17688313865322244315511423870429.jpg_88197/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-2_17688317257778200526338437290512.jpg_63552/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-3_17688317328683332349555297482224.jpg_65605/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-4_17688317384864154598530312160400.jpg_60270/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-6_17688319451142780134360250061071.jpg_76976/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FGeneralImages-7_17688319534457746672809638783164.jpg_84764/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FDamageImages-0_17688314023072698135792791674104.jpg_121153/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FDamageImages-1_17688314293125506812682197028635.jpg_63360/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FDamageImages-2_17688320471318222430655049669589.jpg_143619/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FDamageImages-3_17688320996616583432715450573359.jpg_79202/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260445%2FDamageImages-4_17688321223828142041068708093940.jpg_83875/320x231.webp",,,,Grey,Present,"£16,850",,"£15,500",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Citroen E-C4 100kW Shine Plus 50kWh,MJ72HOA,Citroen,E-C4 100kW,100kW Shine Plus 50kWh,1044,Hatchback,Electric,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,30/11/2022,2022,10265,Correct,Buyer To Apply,17-09-2026,Yes,Margin,,,,,,"https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-0_1768829072009380645421822286883.jpg_101916/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-0_17688292708676164800474996694489.jpg_68952/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-1_17688292804937053801261199529644.jpg_47276/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-1_17688290921637163983693166637734.jpg_73263/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-2_17688291035171928386864017010251.jpg_80953/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-3_17688291175829085134841935723352.jpg_84136/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-4_1768829135904259873363735346440.jpg_89297/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-5_17688291569332945365890502830724.jpg_97126/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-6_17688291632242111840610906553877.jpg_38322/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-7_17688292240166269631329596807604.jpg_44583/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FGeneralImages-8_1768829258116879739915679684300.jpg_70348/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-0_17688293299541763621338729678640.jpg_68299/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-1_17688293538353294415279180746940.jpg_41112/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-2_17688293956796751098060596976479.jpg_124882/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-3_17688294312523442933883618690418.jpg_58225/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-4_17688294628326474418571520973862.jpg_36204/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-5_17688295051803212830549670689338.jpg_33927/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-6_17688295367628386078166497475012.jpg_61116/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260440%2FDamageImages-7_17688295883805689832027890993084.jpg_123834/320x231.webp",,,,Brown,Present,"£12,000",,"£10,875",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Vauxhall Mokka Turbo GS Line Auto,ML72DZP,Vauxhall,Mokka Turbo,Turbo GS Line Auto,1030,Hatchback,Petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,20/09/2022,2022,10261,Correct,Here,19-09-2026,Yes,Margin,,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-5_17682054122415761992526941707243.jpg_72083/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-0_17682051525764176048918876469531.jpg_35169/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-1_17682051627248766397895225105494.jpg_44465/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-2_17682052793015364770595992060053.jpg_47940/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-3_17682052872647185809908409148454.jpg_38622/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-4_176820529581925496279230092178.jpg_71847/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-6_17682054210788058387159378646611.jpg_60060/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FGeneralImages-7_17682054299926766017096612397298.jpg_87353/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-0_17682055222561168631483761443817.jpg_84361/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-1_17682055434586645105192284013639.jpg_83319/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-2_17682055717781677729336072343209.jpg_90078/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-3_17682056108078055240327864741927.jpg_88586/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-4_1768205667458142544822167237763.jpg_32266/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-5_17682056911094500914230770821997.jpg_26274/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-6_17682057179628467290614132219315.jpg_77907/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246972%2FDamageImages-7_17682057349416610933498624608570.jpg_104482/320x231.webp",,,,Grey,Present,"£13,400",,"£12,150",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,KIA Sportage T GDi 157 48V ISG GT-Line,ML74TWW,KIA,Sportage T,T GDi 157 48V ISG GT-Line,1052,Estate,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,09/12/2024,2024,10711,Correct,Buyer To Apply,,No,Margin,,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-0_17688303291954618725254110961538.jpg_98770/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-0_17688304430041480555578214525.jpg_66299/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-1_17688304554244650615121489432348.jpg_77314/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-1_17688303379404055770706600937901.jpg_95333/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-2_17688303481152843157293395009174.jpg_84482/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-3_1768830364304544315069381611225.jpg_101556/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-4_17688303783075038683784934223093.jpg_90343/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-5_17688303851588912450744486046518.jpg_108198/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-6_17688304018891143064992006348809.jpg_71591/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-7_17688304117831837659956359764482.jpg_66022/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FGeneralImages-8_17688304264687042252493907934931.jpg_80161/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FDamageImages-0_17688305004911809626836370356368.jpg_166222/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FDamageImages-1_17688305462065428301450016670912.jpg_84339/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FDamageImages-2_17688305875707820125904787973827.jpg_127224/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FDamageImages-3_17688307834688174103148108250481.jpg_88288/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FDamageImages-4_17688308317815050112076486382015.jpg_134450/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FDamageImages-5_17688308681864699840520298541986.jpg_108114/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260443%2FDamageImages-6_17688309085981827287386484010368.jpg_91310/320x231.webp",,,,Black,Present,"£22,500",,"£21,125",,,,,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Fiesta St-3 Turbo,MV73BZA,Ford,Fiesta St-3,St-3 Turbo,2053,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,23/09/2023,2023,14716,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-5_17683097401878644212316340715388.jpg_79249/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-0_17683094540228639412407267941903.jpg_99949/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-1_1768309462742473080279050905471.jpg_117726/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-2_17683096033672896570935691333084.jpg_71045/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-3_17683096110243961279007076089798.jpg_75451/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-4_17683096182054361651184701456470.jpg_71419/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-6_17683097476141558258729238730570.jpg_63296/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FGeneralImages-7_17683097542565819968122588482712.jpg_92655/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FDamageImages-0_17683098329252919788180070441528.jpg_75123/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FDamageImages-1_17683098515911870191077688303029.jpg_71391/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FDamageImages-2_17683098739347935448819627473081.jpg_108916/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FDamageImages-3_17683098857181300535336730156202.jpg_32550/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FDamageImages-4_17683099278743198087149170875906.jpg_58845/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-255068%2FDamageImages-5_17683099412522761352993761090417.jpg_55731/320x231.webp",,,,White,Present,"£16,300",,"£15,125",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Vauxhall Corsa Turbo 130 Ultimate Auto,NC73OTJ,Vauxhall,Corsa Turbo,Turbo 130 Ultimate Auto,1064,Hatchback,Petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,21/02/2024,2024,13600,Correct,Here,,Yes,Margin,,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-5_17689937049247410524236071849120.jpg_99887/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-0_17689933984965306164493522545980.jpg_94160/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-1_1768993425893338241221227957458.jpg_54026/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-2_17689935880903524877977099081805.jpg_67234/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-3_17689935942103865522419576499688.jpg_53474/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-4_17689935991013196625367299401768.jpg_85048/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-6_17689937110141424819749712616369.jpg_71981/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FGeneralImages-7_17689937212952324064103191221807.jpg_78733/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-0_17689934417763033508962602205503.jpg_91272/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-1_17689934590206002122419073751793.jpg_79657/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-2_17689934874283156385456167223191.jpg_96481/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-3_17689937893626373366896855111575.jpg_67513/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-4_17689938038831653424876411314767.jpg_79807/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-5_17689938224047905200382960347044.jpg_94329/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-6_17689938427788295402709788579172.jpg_98407/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-7_17689938658021154970941217208314.jpg_51676/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-8_17689938898918346369625916177522.jpg_61890/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-9_17689939090398167254566897879031.jpg_75282/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-10_17689939346981205519699919825248.jpg_56790/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-11_17689939630723009473090764083695.jpg_52571/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-12_17689939921143206647387060568288.jpg_54215/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-13_17689940172542951879407280684785.jpg_56911/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-14_1768994033370198027799319195438.jpg_64129/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-15_17689940550316309880787534304784.jpg_61230/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-16_17689940858302276514363239931674.jpg_35430/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258635%2FDamageImages-17_17689941299531630744212921181233.jpg_18306/320x231.webp",,,,Grey,Present,"£14,800",,"£13,700",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line Mhev,NK72VWW,Ford,Puma St-Line,St-Line Mhev,2013,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,15/09/2022,2022,15617,Correct,Here,14-09-2026,No,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-5_17676256561065793203111995754003.jpg_101961/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-0_176762551647289657426872746315.jpg_110602/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-1_17676255241704754302283066227945.jpg_106677/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-2_17676256275751473816275825347276.jpg_65317/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-3_17676256340481501447374637191340.jpg_61560/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-4_17676256396184168849482908770738.jpg_84307/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-6_1767625662866411314624786918406.jpg_65021/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FGeneralImages-7_17676256703322872646325669375966.jpg_115291/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FDamageImages-0_17676257574705669447451036590099.jpg_109415/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FDamageImages-1_17676257887496712338652691719323.jpg_41060/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FDamageImages-2_17676258096347823395185878328892.jpg_65504/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FDamageImages-5_17676258707553335366597508357684.jpg_87386/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249099%2FDamageImages-6_17676258934646624890180535967355.jpg_89630/320x231.webp",,,,Magnetic Grey,Present,"£12,075",,"£10,900",,,,5,,,,,,,Online Auction,No
