Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition,Auction Type,Non Runner
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,BMW 218i SE,CV70XML,BMW,218i SE,SE,1075,Estate,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,30/11/2020,2020,23621,Correct,To follow,17-07-2026,Yes,Margin,,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-0_17689849525835050019295558305839.jpg_68722/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-0_17689850629909091780843864412984.jpg_60979/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-1_17689850819854931037380982163581.jpg_93251/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-2_17689850927836818505961987180322.jpg_89726/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-1_17689849603926697030885883629537.jpg_104563/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-2_17689849734044546833218577468500.jpg_91540/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-3_17689849851994499456480540876305.jpg_95591/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-4_17689850003435463598173978592218.jpg_89999/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-5_1768985024123444512371965137156.jpg_96762/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-6_17689850342367256992631443803836.jpg_83755/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FGeneralImages-7_17689850470751226175007431022662.jpg_52719/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-0_17689851162815175801551073616428.jpg_101880/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-1_17689851635586227740487922792949.jpg_85496/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-2_17689852076582799090141925314707.jpg_99936/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-3_1768985238772250864244859913607.jpg_65494/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-4_17689852835737379139386787315796.jpg_66318/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-5_176898532370582746864600435887.jpg_108776/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-6_17689853752024826217485994900967.jpg_80186/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-7_17689854462371929297122947007059.jpg_96746/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253796%2FDamageImages-8_176898547402747207250655107233.jpg_73046/320x231.webp",,,,Black,Present,"£11,250",,"£10,150",,,,,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line Mhev,CV73UBL,Ford,Puma St-Line,St-Line Mhev,2025,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,28/09/2023,2023,23091,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-5_17676071783586145247968729292932.jpg_101124/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-0_17676070609238328933123934830154.jpg_84375/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-1_17676070696695253909217295702067.jpg_50242/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-2_17676071065443180751130321565790.jpg_70359/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-3_1767607112772265144355049207187.jpg_61643/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-4_17676071706284754737322113293802.jpg_72231/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-6_17676071842997544955388191716333.jpg_57990/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FGeneralImages-7_17676071908252595577995426500707.jpg_109593/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FDamageImages-0_17676072979071415580672457832238.jpg_47099/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246777%2FDamageImages-1_17676073670865296704076737871494.jpg_44213/320x231.webp",,,,Solar Silver,Present,"£12,475",,"£11,225",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,MG ZS Hybrid+ Trophy Auto,CV74EOJ,MG,ZS Hybrid+,Hybrid+ Trophy Auto,1003,Hatchback,Hyb petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,29/01/2025,2025,9389,Correct,To follow,,No,Margin,,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-0_1768563068454682909323992657338.jpg_108788/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-0_1768563199760646559452309459240.jpg_80110/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-1_17685632090576252923212363228475.jpg_134398/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-2_17685632249113907053634764954634.jpg_85542/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-3_17685632399748461582567469676646.jpg_107255/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-1_17685630745135150851572913119769.jpg_90808/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-2_17685630878411611415347576455523.jpg_75655/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-3_17685630969766470124907834401033.jpg_82122/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-4_17685631140121659386987510454806.jpg_98020/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-5_17685631240586626592555565172353.jpg_63000/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-6_17685631632283458296963420363554.jpg_77158/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-7_17685631716153979474682817899579.jpg_57731/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FGeneralImages-8_17685631858244906978018954498086.jpg_97693/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-0_17685625550343055822919169938459.jpg_187135/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-1_176856259431078453737368093716.jpg_223574/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-2_17685626647574704240463655575197.jpg_126213/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-3_17685626995964286807458696586028.jpg_125368/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-4_17685627320725118022829269243230.jpg_83740/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-5_17685628233577307604378098615452.jpg_103924/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-6_17685628668552033546045387204626.jpg_201396/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-7_17685629090906111868639005502891.jpg_270759/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-8_17685629435575341922721824426479.jpg_222848/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246501%2FDamageImages-9_17685629763361739309122907484757.jpg_31993/320x231.webp",,,,Red,Present,"£16,250",,"£14,850",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Renault Captur E-Tech full hybrid 145 Techno Auto,DC73XSE,Renault,Captur E-Tech,E-Tech full hybrid 145 Techno Auto,1049,Hatchback,Hyb petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,11/02/2024,2024,10447,Correct,Here,,No,Margin,,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-4_17688216940203701689552930317661.jpg_101995/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-0_17688216376983892904729715164734.jpg_27208/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-0_17688213740628320812776141943971.jpg_91038/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-1_17688216249115336451175630465329.jpg_76365/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-2_17688216325278774882452764944207.jpg_46841/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-3_1768821643762985084301061303032.jpg_64889/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-5_17688217022434310201693972146062.jpg_51542/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FGeneralImages-6_17688217172973845902763327117505.jpg_97987/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-0_17688214051578673715956562265460.jpg_108053/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-1_17688214221002758676956336286505.jpg_84699/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-2_1768821437519886838251193168381.jpg_62930/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-3_17688214515997188689006804194129.jpg_99044/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-4_17688214666343313080895017532887.jpg_47595/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-5_17688217977524256218585485004595.jpg_61421/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-6_17688218127022786623912716206747.jpg_80446/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-7_17688218275818337223085936960186.jpg_63920/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-8_1768821861046161120926348662881.jpg_95210/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-9_17688218753846982810910720412682.jpg_69580/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-10_17688218908326757309435433771585.jpg_105292/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-11_17688219172045762584628020643739.jpg_84787/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-12_17688219482558352875161877027221.jpg_50310/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-13_17688219679468589207852815189876.jpg_43062/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-14_17688220030423777768440970808806.jpg_70673/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-15_17688220169471212605350099023892.jpg_101058/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-16_17688220390205258263303840324914.jpg_92615/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-17_17688220564615539735693238957627.jpg_64711/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-18_17688220748565681101266609560409.jpg_74286/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-19_1768822089205850234600059720432.jpg_68155/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-20_17688221109015546722156787003949.jpg_80113/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-21_17688221399927806579539212874334.jpg_37130/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-260387%2FDamageImages-22_17688221659247620441588420866236.jpg_43863/320x231.webp",,,,Grey,Present,"£15,350",,"£13,975",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Hyundai Tucson TGDi Premium 2WD,DG73NDO,Hyundai,Tucson TGDi,TGDi Premium 2WD,1045,Estate,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,22/01/2024,2024,5374,Correct,Here,,Yes,Margin,,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-0_17690041012834206228707249651482.jpg_59226/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-1_17690041088614219298376784469375.jpg_68213/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-2_1769004117484460343099014028846.jpg_52290/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-3_17690041282642360698914875783619.jpg_56641/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-4_17690041369145779459688504145621.jpg_41767/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-5_17690042052508775761075489130966.jpg_70035/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-6_17690042207376169152678792870933.jpg_38507/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FGeneralImages-7_17690042756537849379836322320776.jpg_69489/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-0_17690041513391264803819618841493.jpg_55520/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-1_17690041657724579772703533739242.jpg_45001/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-2_17690041907686005356400784152976.jpg_32577/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-3_17690043378971328717654416538384.jpg_46936/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-4_17690043651867761452961508098180.jpg_64763/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-5_17690043815197925634479646265741.jpg_50461/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-6_17690044024392248427241606041012.jpg_39888/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-7_17690044179797535468366651251069.jpg_44263/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-8_17690044655795654601712147820754.jpg_122263/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257049%2FDamageImages-9_17690045089627722485288747805152.jpg_52153/320x231.webp",,,,Grey,Present,"£18,700",,"£17,300",,,,,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma ST,DV73LZD,Ford,Puma ST,ST,2056,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,22/09/2023,2023,26134,Correct,Here,,No,VAT Qualifying,FORD CREDIT DIRECT,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-5_17676245297942802609053255383066.jpg_80728/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-0_17676244076374181749980425333529.jpg_140954/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-1_17676244168906449784755780688477.jpg_104114/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-2_17676245091316465575682154590763.jpg_65785/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-3_1767624514810452661361462135430.jpg_70871/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-4_17676245212071131237863328745400.jpg_87606/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-6_17676245358588723639896590961008.jpg_67678/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FGeneralImages-7_17676245432586472418839525839791.jpg_100320/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-0_17676246072036888115223027234957.jpg_79374/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-1_1767624620351147769839624184734.jpg_79322/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-2_1767624633368361482825127765064.jpg_77798/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-3_17676246514062501374732993758858.jpg_78100/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-4_17676246660383313141206564454358.jpg_81774/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-5_17676246799215348350634462242806.jpg_105230/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-6_17676247177161674046008966762350.jpg_72779/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-7_17676247424679072194183144947523.jpg_61714/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-8_17676247570881350059618898150438.jpg_101392/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-9_17676247830512139039761027838595.jpg_63060/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-10_17676247961838599040363915967891.jpg_80740/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248174%2FDamageImages-11_17676248219215101073039723150148.jpg_70546/320x231.webp",,,,Agate Black,Present,"£15,150",,"£13,825",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma Vivid Ruby Edition Mhev A,DY73NFG,Ford,Puma Vivid,Vivid Ruby Edition Mhev A,2018,Hatchback,Hyb petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,21/09/2023,2023,17348,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-5_17677961482916858899347885709488.jpg_95371/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-0_17677958909412845644650249648650.jpg_52953/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-1_17677960496217265356597899910378.jpg_91395/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-0_17677958748166613383736514356099.jpg_110674/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-1_17677958859295743025588725696319.jpg_183012/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-2_17677960345497727908769501414611.jpg_59068/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-3_17677960412597719508656226889468.jpg_77238/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-4_17677960599124636282275569233450.jpg_75324/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-6_17677961653728457042744610917677.jpg_50321/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FGeneralImages-7_17677961720101440114473915676788.jpg_97143/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FDamageImages-0_17677962477727533415688495294775.jpg_58853/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FDamageImages-1_17677962588157834718165757460587.jpg_64323/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FDamageImages-2_17677962962877015578085760650543.jpg_27342/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250583%2FDamageImages-3_17677963387849071558686873461500.jpg_40978/320x231.webp",,,,Vivid Ruby,Present,"£15,700",,"£14,350",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Audi Q2 30 TDI Sport S-A,EA70EPO,Audi,Q2 30,30 TDI Sport S-A,1011,Estate,Diesel,Semi Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,23/10/2020,2020,23924,Correct,Here,22-10-2026,Yes,Margin,,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-0_17684779126134897533558308571052.jpg_99475/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-0_17684780688911634777108984704001.jpg_77462/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-1_17684780838133312537971702491094.jpg_97312/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-1_17684779243113975862431931190.jpg_98315/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-2_17684779487633776199712686051418.jpg_90248/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-3_17684779568804346473824236196685.jpg_91460/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-4_17684779807962434558752538240806.jpg_80101/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-5_17684779896618253110182720657249.jpg_56016/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-6_17684780267474323880980100866762.jpg_81358/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-7_17684780451215357754668772307771.jpg_50473/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FGeneralImages-8_17684780559554953110872981090490.jpg_74057/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FDamageImages-0_17684823817406438988049287856484.jpg_69129/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FDamageImages-1_17684824428798382007009755286010.jpg_72111/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FDamageImages-2_17684825383751418261932003835249.jpg_39570/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FDamageImages-3_17684826099203779123085943345459.jpg_54112/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FDamageImages-4_17684826452384867747240004788931.jpg_66827/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246914%2FDamageImages-5_17684827027008280534171366251123.jpg_53380/320x231.webp",,,,White,Present,"£13,850",,"£12,725",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line X Mhev,EA73PNX,Ford,Puma St-Line,St-Line X Mhev,2037,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,26/09/2023,2023,10377,Correct,Here,,No,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-5_1768473283972952809722166675880.jpg_87425/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-0_17684729804237827516655392720113.jpg_107971/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-1_1768472989643834330650871097569.jpg_80690/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-2_17684731141701583645341570551871.jpg_57711/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-3_17684731212808935398186704020899.jpg_71970/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-4_17684731268967852852715469600476.jpg_59182/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-6_17684732909671343238730149245563.jpg_55884/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FGeneralImages-7_1768473298190933740368918798827.jpg_92529/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FDamageImages-0_17684733859285880365709850653646.jpg_77750/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256417%2FDamageImages-1_17684734024078052850339674294744.jpg_17763/320x231.webp",,,,Frozen White,Present,"£13,975",,"£12,725",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line X Mhev,EF73VTP,Ford,Puma St-Line,St-Line X Mhev,2057,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,30/11/2023,2023,21189,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-5_17689021979088675230228489219405.jpg_67394/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-0_17689020477671450167787662671785.jpg_74610/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-1_17689020561114979127280397286488.jpg_91873/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-2_17689021749621335955844045797967.jpg_65640/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-3_17689021820564518543677629250529.jpg_64516/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-4_17689021877776890474011545775162.jpg_67859/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-6_17689022043965912493076275614935.jpg_86269/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FGeneralImages-7_17689022133357798991919226535174.jpg_82459/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254795%2FDamageImages-0_17689023609163751357746472493707.jpg_39175/320x231.webp",,,,Grey Matter,Present,"£13,225",,"£11,975",,,,5,,,,,,,Online Auction,No
