Reg,Title,Auction name,Transmission,Fuel Type,CC,Doors,Cap Clean,Cap Average,Cap Retail,Grade,Body Type,sc,Year,D.O.R,Mileage,BASE COLOUR,COLOUR,COLOUR TYPE,INTERIOR COLOUR,TRIM TYPE,Seats,Keys,V5,VAT Status,T Loss,Non Runner,IMPORTED,Vendor,Center,Features,Additional Information,Buy Now Price,Grade Link,Images,INSPECTION REPORT,Former Keepers,NO OF SERVICES,Last Service,Last Service mileage,Service History,DVSA Mileage,SERVICED BY,SERVICE RECORD TYPE,Start Time,MOT Expiry Date,Make,Model,Variant,Lot,Start Date,Mileage warranted
BJ13CNA,"VAUXHALL
INSIGNIA
1.8i 16V Exclusiv 5dr",,Manual,Petrol,1.8,5,£1025,£610,£2475,3.0,HatchbackGRADE 3SC BronzeView Report,SC Bronze,2013,May 2013,73539,SILVER,SILVER,Metallic,BLACK,CLOTH,5,1,With Manheim,Margin,No,Yes,No,Heritage Automotive Group,Bristol,"Radio CD, Traction Control, 6 Speed, Air Conditioning, Auto Climate Control, Automatic Lights, Aux In, Bluetooth, Cruise Control, DAB, Media Connectivity, CO2: 169",,,https://www.manheim.co.uk/nama,"http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_ext_7.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_ext_6.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_ext_1.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_5.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_4.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_11.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_10.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_9.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_ext_2.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_ext_5.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_ext_3.jpg, http://images.manheim.co.uk/images/units/zoom/aba07be9-b781-4f16-99ca-61ac2b07b748_ext_4.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-13.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1000.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1001.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1002.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1003.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1004.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1005.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1006.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1007.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1008.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1009.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1010.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1011.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1012.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1013.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1014.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1015.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1016.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1017.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1018.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1019.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1020.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1021.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1022.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1023.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1024.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1025.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1026.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1027.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1028.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1029.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1030.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1031.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1032.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1033.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984860-3978809-1034.jpg",http://ecr.manheim.co.uk/pdf/MOL-0003984860-01965577-003.pdf,5,0,,,,,,,10:00,Nov-25,VAUXHALL,INSIGNIA,1.8i 16V Exclusiv 5dr,260,13/11/2025,na
BW69XGH,"NISSAN
X-TRAIL
1.3 DiG-T Acenta Premium 5dr [7 Seat] DCT",Lane 1 - Sytner/ Mon Mtrs...,Semi-Automatic,Petrol,1.3,5,£12650,£11450,£15095,4.0,EstateGRADE 4CP GREENSC SilverView Report,CP GREEN,2020,Jan 2020,50431,BLUE,BLUE,Metallic,GREY,CLOTH,7,2,With Manheim,Margin,No,Yes,No,Corner Park Garages,Bristol,"7 Seats, Air Conditioning, Auto Climate Control, Automatic Lights, Automatic Wipers, Aux In, Bluetooth, Cruise Control, DAB, Dual Zone Climate, Electric Sun Roof, Front Parking Sensors, Media Connectivity, Panoramic Roof, Privacy Glass, Radio CD, Rear Parking Sensors, Reversing camera, Sat Nav Functioning, Traction Control, CO2: 150",,,https://www.manheim.co.uk/nama,"http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_ext_7.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_ext_6.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_ext_1.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_5.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_4.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_11.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_10.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_9.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_ext_2.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_ext_5.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_ext_3.jpg, http://images.manheim.co.uk/images/units/zoom/009e90db-fc67-4178-91cc-1cb0b2b438d1_ext_4.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-13.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1000.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1001.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1002.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1003.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1004.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1005.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1006.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1007.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1008.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1009.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1010.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1011.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1012.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1013.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1014.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1015.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1016.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1017.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3888606-3951512-1018.jpg",http://ecr.manheim.co.uk/pdf/MOL-0003888606-01944783-003.pdf,3,5,22/03/2021,8743,"06/01/2024, 12/11/2023, 21/03/2023, 05/04/2022, 22/03/2021","49112, 48921, 40032, 21318, 8743","ARNOLD CLARK, PRESTIGE, NISSAN, NISSAN, NISSAN","Book, Book, Book, Book, Book",10:00,,NISSAN,X-TRAIL,1.3 DiG-T Acenta Premium 5dr [7 Seat] DCT,305,13/11/2025,na
DV09CZN,"HONDA
CIVIC
2.2 i-CTDi SE 5dr",,Manual,Diesel,2.2,5,£480,£150,£1275,5.0,HatchbackGRADE 5SC BronzeView Report,SC Bronze,2009,Apr 2009,152845,BLACK,BLACK,Solid,BLACK,LEATHER,5,1,With Manheim,Margin,No,Yes,No,Heritage Automotive Group,Bristol,"6 Speed, Air Conditioning, Automatic Wipers, Aux In, Full Leather Trim, Heated Seats, Privacy Glass, Radio CD, CO2: 135",,,https://www.manheim.co.uk/nama,"http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_ext_7.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_ext_6.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_ext_1.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_5.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_4.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_11.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_10.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_9.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_ext_2.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_ext_5.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_ext_3.jpg, http://images.manheim.co.uk/images/units/zoom/d310d702-c8d3-449a-8a0f-f8ae6cadca2e_ext_4.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-13.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1000.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1001.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1002.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1003.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1004.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1005.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1006.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1007.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1008.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1009.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1010.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1011.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1012.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1013.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1014.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1015.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1016.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1017.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1018.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1019.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1020.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-2206733-3979715-1021.jpg",http://ecr.manheim.co.uk/pdf/MOL-0002206733-01965583-003.pdf,4,0,,,,,,,10:00,Oct-26,HONDA,CIVIC,2.2 i-CTDi SE 5dr,263,13/11/2025,na
EN56TBO,"FORD
GALAXY
2.0 TDCi Ghia 5dr",,Manual,Diesel,2.0,5,£1325,£930,£2625,4.0,MPVGRADE 4View Report,,2007,Jan 2007,87842,BLUE,BLUE,Metallic,BLACK,LEATHER,7,2,With Manheim,Margin,No,Yes,No,Heritage Automotive Group,Bristol,"6 Speed, 7 Seats, Air Conditioning, Auto Climate Control, Automatic Lights, Aux In, Bluetooth, Cruise Control, Front Parking Sensors, Heated Front Screen, Media Connectivity, Panoramic Roof, Privacy Glass, Rear Parking Sensors, CO2: 172",STEREO SYSTEM LOCKED,,https://www.manheim.co.uk/nama,"http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_ext_7.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_ext_6.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_ext_1.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_5.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_4.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_11.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_10.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_9.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_ext_2.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_ext_5.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_ext_3.jpg, http://images.manheim.co.uk/images/units/zoom/35ed0700-3aaa-4d6e-9f18-77de2fbcc5b0_ext_4.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-13.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1000.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1001.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1002.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1003.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1004.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1005.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1006.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1007.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1008.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1009.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1010.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1011.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1012.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1013.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1014.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984856-3978795-1015.jpg",http://ecr.manheim.co.uk/pdf/MOL-0003984856-01965571-003.pdf,2,12,03/02/2008,6266,"14/11/2022, 22/10/2020, 18/05/2019, 11/05/2018, 17/05/2017, 17/05/2016, 07/05/2015, 09/05/2014, 02/05/2013, 09/05/2012, 18/05/2010, 03/02/2008","70406, 65193, 60293, 54290, 52062, 47538, 43847, 38475, 32892, 26672, 18999, 6266","DORSET MOT & SERVICE CENTRE, DORSET MOT & SERVICE CENTRE, DORSET MOT & SERVICE CENTRE, DORSET MOT & SERVICE CENTRE, DORSET MOT & SERVICE CENTRE, DORSET MOT & SERVICE CENTRE, GROVE VEHICLE SERVICES, GROVE VEHICLE SERVICES, FORAY MOTOR GRP DORCHESTER, FORAY MOTOR GRP DORCHESTER, FORAY MOTOR GRP DORCHESTER, EVANS HALSHAW POOLE","Book, Book, Book, Book, Book, Book, Book, Book, Book, Book, Book, Book",10:00,Nov-25,FORD,GALAXY,2.0 TDCi Ghia 5dr,266,13/11/2025,na
FB07BVH,"FORD
FIESTA
1.4 TDCi Zetec 5dr [Climate]",Lane 1 - Sytner/ Mon Mtrs...,Manual,Diesel,1.4,5,£250,£150,£750,4.0,HatchbackGRADE 4SC BronzeView Report,SC Bronze,2007,Dec 2007,139928,BLUE,BLUE,Metallic,GREY,CLOTH,5,1,With Manheim,Margin,No,Yes,No,Heritage Automotive Group,Bristol,"Air Conditioning, Automatic Lights, Aux In, Heated Front Screen, CO2: 119",,,https://www.manheim.co.uk/nama,"http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_ext_7.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_ext_6.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_ext_1.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_5.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_4.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_11.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_10.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_9.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_ext_2.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_ext_5.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_ext_3.jpg, http://images.manheim.co.uk/images/units/zoom/41aee556-2ffb-4408-a77f-69900a252084_ext_4.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-13.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1000.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1001.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1002.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1003.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1004.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1005.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1006.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1007.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1008.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1009.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1010.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1011.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984864-3979917-1012.jpg",http://ecr.manheim.co.uk/pdf/MOL-0003984864-01965582-003.pdf,6,7,24/07/2008,9091,"24/07/2019, 08/07/2014, 10/07/2013, 12/07/2011, 09/07/2010, 20/06/2009, 24/07/2008","132662, 99530, 85641, 51446, 36699, 21636, 9091","RANGERS GARAGE SALISBURY, JG AUTOS SOUTHSEA, HALFORDS AUTOCENTRE SWANSEA, HALFORDS AUTOCENTRE SWANSEA, NATIONWIDE AUTOCENTRES, NATIONWIDE AUTOCENTRES, NATIONWIDE AUTOCENTRES","Book, Book, Book, Book, Book, Book, Book",10:00,Feb-26,FORD,FIESTA,1.4 TDCi Zetec 5dr [Climate],269,13/11/2025,na
FY57GWA,"VOLKSWAGEN
GOLF
1.9 Match TDI 5dr",Lane 1 - Sytner/ Mon Mtrs...,Manual,Diesel,1.6,5,£700,£300,£1600,4.0,HatchbackGRADE 4SC BronzeView Report,SC Bronze,2007,Sep 2007,143678,SILVER,SILVER,Metallic,BLACK,CLOTH,5,1,With Manheim,Margin,No,Yes,No,Heritage Automotive Group,Bristol,"Air Conditioning, Radio CD, CO2: 132",,,https://www.manheim.co.uk/nama,"http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_ext_7.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_ext_6.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_ext_1.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_5.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_4.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_11.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_10.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_9.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_ext_2.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_ext_5.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_ext_3.jpg, http://images.manheim.co.uk/images/units/zoom/dbf13224-b764-473a-b74e-b4c5c275397c_ext_4.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-13.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1000.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1001.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1002.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1003.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1004.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1005.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1006.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1007.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1008.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1009.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1010.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1011.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1012.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1013.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1014.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1015.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1016.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1017.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1018.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1019.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1020.jpg, http://images.manheim.co.uk/images/units/zoom/insp-0001-3984868-3979806-1021.jpg",http://ecr.manheim.co.uk/pdf/MOL-0003984868-01965586-003.pdf,8,11,24/04/2009,10596,"09/06/2025, 12/04/2019, 27/04/2018, 30/03/2017, 23/09/2016, 14/11/2015, 31/03/2015, 26/03/2014, 28/03/2012, 24/05/2011, 24/04/2009","141241, 86986, 78921, 70816, 67331, 57377, 49011, 40983, 25804, 21995, 10596","SERVICE INVOICE, WILLIAMS AUTOMOTIVE, WILLIAMS AUTOMOTIVE, WILLIAMS AUTOMOTIVE, BYRON GARAGE SUTTON, K.A.R.S., NORTH STAR SUSSEX, BOLNEY GRANGE GARAGE, CRAWLEY DOWN GRP COPTHORNE, F CROSS & SON GRIMSBY, F CROSS & SON GRIMSBY","Print, Book, Book, Book, Book, Book, Book, Book, Book, Book, Book",10:00,Jun-26,VOLKSWAGEN,GOLF,1.9 Match TDI 5dr,268,13/11/2025,na
