Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status
BMA,23,East Anglian Motor Auctions,VAUXHALL CORSA Limited Edition,NX14XMM,VAUXHALL,CORSA,Limited Edition,21,Hatchback,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,06/03/2014,2014,119501,Not Warranted,Here,,,Margin,, ,1.2,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3578.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886367_OyM9cO.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886376_UOyG6g.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886387_4LcDpL.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886394_5mnAQw.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886401_BfVb8J.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886408_TmNGvN.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886413_mtiFUG.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886418_NoZlOJ.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886423_ehR7cM.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886430_q908gc.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3578/images/1767886438_XQhIYO.jpg",,,"{'Additional Information': {'MOT Due': '16/11/2026', 'Body Style': 'Hatchback', 'BHP': ['83', '83'], 'Gross Weight': '1585', 'Euro Status': '5', 'Euro': '5', 'CO2': '129', 'MPG Combined': '51.4', 'MPG Urban': '39.2', 'MPG Extra Urban': '62.8'}}",GREY,,"£1,000.00",£250.00,£610.00,,{},,5,,16/11/2026,5
BMA,23,East Anglian Motor Auctions,NISSAN 370Z V6 GT Edition,OY13ZZY,NISSAN,370Z,V6 GT Edition,69,Coupe,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,24/04/2013,2013,53916,Not Warranted,Here,,,Margin,, ,3.7,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3535.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3535/images/1767694744_aPt1sM.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3535/images/1767694761_KPm2Hv.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3535/images/1767694762_EdlJXp.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3535/images/1767694768_cxnqoH.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3535/images/1767694783_xvuJrk.jpg",,,"{'Additional Information': {'MOT Due': '04/06/2026', 'Body Style': 'Coupe', 'BHP': ['328', '328'], 'Gross Weight': '1800', 'Euro Status': '5', 'Euro': '5', 'CO2': '248', 'MPG Combined': '26.7', 'MPG Urban': '18.5', 'MPG Extra Urban': '35.8'}}",WHITE,,"£10,750.00","£8,450.00","£9,600.00",,{},,3,,04/06/2026,5
BMA,23,East Anglian Motor Auctions,HONDA CR-V i-VTEC SR,RE62JXN,HONDA,CR-V,i-VTEC SR,60,Estate,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,08/11/2012,2012,152425,Warranted,Here,,,Margin,,2,2.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/2665.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2665/images/1760344558_DgUGD3.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2665/images/1760344567_u2jXh1.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2665/images/1760344578_Klss4A.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2665/images/1760344589_zzbPxd.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2665/images/1760344596_jWyRGx.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2665/images/1760344600_C4LAwD.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2665/images/1760344605_NGS6Nc.jpg",,,"{'Additional Information': {'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '9', 'Last service date': '17/07/2025', 'Last service miles': '148,213', 'MOT Due': '20/07/2026', 'Former Keepers': '2', 'Body Style': 'Estate', 'BHP': ['153', '153'], 'Gross Weight': '2075', 'Euro Status': '5', 'Euro': '5', 'CO2': '177', 'MPG Combined': '37.2', 'MPG Urban': '30.1', 'MPG Extra Urban': '43.5'}}",GREY,,"£3,225.00","£2,250.00","£2,750.00",,{},,5,,20/07/2026,5
BMA,23,East Anglian Motor Auctions,FORD FIESTA 1.25 Zetec,SB11YTG,FORD,FIESTA,1.25 Zetec,(tbc),Hatchback,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,22/07/2011,2011,69000,TBC,TBC,,,Margin,,2,1.2,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3642.pdf,,,,"{'Additional Information': {'MOT Due': '08/09/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'BHP': ['80.5', '80.5'], 'Gross Weight': '1495', 'Euro Status': '5', 'Euro': '5', 'CO2': '129', 'MPG Combined': '50.4', 'MPG Urban': '38.2', 'MPG Extra Urban': '62.8'}}",SILVER,,"£1,825.00","£1,000.00","£1,400.00",,{},,5,,08/09/2026,5
BMA,23,East Anglian Motor Auctions,PEUGEOT RIFTER BlueHDi 100 Allure,SF70MWZ,PEUGEOT,RIFTER,BlueHDi 100 Allure,43,MPV,Diesel,MANUAL,Bridlington,Tue 20th Jan,18:00,29/10/2020,2020,66696,Warranted,Here,,,Margin,, ,1.5,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3613.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3613/images/1768319705_qScrdT.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3613/images/1768319718_4EvODC.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3613/images/1768319753_UDh1Uz.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3613/images/1768319760_ilNELK.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3613/images/1768319769_9rRdBa.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3613/images/1768319801_f58KC0.jpg",,,"{'Additional Information': {'MOT Due': '28/07/2026', 'Body Style': 'MPV', 'BHP': ['101', '101'], 'Gross Weight': '2100', 'Euro Status': '6', 'Euro': '6', 'CO2': '146', 'MPG Combined': '55.4', 'MPG Urban': '58.9', 'MPG Extra Urban': '70.6'}}",BRONZE,,"£9,125.00","£7,100.00","£8,125.00",,{},,5,,28/07/2026,6
BMA,23,East Anglian Motor Auctions,RENAULT CLIO TCE 90 Iconic,SH68FNX,RENAULT,CLIO,TCE 90 Iconic,57,Hatchback,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,31/10/2018,2018,85236,Not Warranted,Buyer To Apply,,,Margin,,2,0.9,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3555.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3555/1767708907_jVA3P2.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3555/1767708908_T1u8v9.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3555/1767708908_WOjoXq.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3555/1767708908_TGRFZB.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3555/1767708908_lOWeOp.jpg",,,"{'Additional Information': {'MOT Due': 'Expired', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'BHP': ['89', '89'], 'Gross Weight': '1630', 'Euro Status': '6', 'Euro': '6', 'CO2': '113', 'MPG Combined': '56.5', 'MPG Urban': '44.8', 'MPG Extra Urban': '67.3'}}",BLUE,,"£3,900.00","£2,675.00","£3,300.00",,{},,5,,Expired,6
BMA,23,East Anglian Motor Auctions,SKODA SUPERB TDI CR SE Technology DSG,SH69OGW,SKODA,SUPERB,TDI CR SE Technology DSG,71,Hatchback,Diesel,SEMI AUTO,Bridlington,Tue 20th Jan,18:00,04/12/2019,2019,98311,Not Warranted,Here,,,Margin,,1,1.6,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3579.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3579/images/1767953108_PY80tN.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3579/images/1767953118_bIfUhT.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3579/images/1767953125_mmIXEI.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3579/images/1767953132_r71hUq.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3579/images/1767953142_LhTbA0.jpg",,,"{'Additional Information': {'MOT Due': 'Expired', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'BHP': ['118', '118'], 'Gross Weight': '2103', 'Euro Status': '6', 'Euro': '6', 'CO2': '110', 'MPG Combined': '49.6', 'MPG Urban': '61.4', 'MPG Extra Urban': '74.3'}}",GREY,,"£8,975.00","£6,950.00","£7,975.00",,{},,5,,Expired,6
BMA,23,East Anglian Motor Auctions,VOLKSWAGEN UP High Up,SP13VNR,VOLKSWAGEN,UP,High Up,22,Hatchback,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,14/03/2013,2013,169956,Warranted,Here,,,Margin,,1,1.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/2965.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2965/images/1762252097_8L6CVI.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2965/images/1762252099_5WkpCo.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2965/images/1762252101_o0ECLL.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2965/images/1762252103_y0f06b.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2965/images/1762252107_GmQNTW.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2965/images/1762252108_OdAuej.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/2965/images/1762252109_OFNKOM.jpg",,,"{'Additional Information': {'MOT Due': '13/03/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'BHP': ['74', '74'], 'Gross Weight': '1290', 'Euro Status': '5', 'Euro': '5', 'CO2': '108', 'MPG Combined': '60.1', 'MPG Urban': '47.9', 'MPG Extra Urban': '70.6'}}",RED,,£0.00,£0.00,£0.00,,{},,5,,13/03/2026,5
BMA,23,East Anglian Motor Auctions,LAND ROVER RANGE ROVER EVOQUE TD4 HSE Dynamic Auto,ST10DPT,LAND ROVER,RANGE ROVER EVOQUE,TD4 HSE Dynamic Auto,(tbc),Estate,Diesel,AUTOMATIC,Bridlington,Tue 20th Jan,18:00,07/09/2017,2017,89000,TBC,TBC,,,Margin,,2,2.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3637.pdf,,,,"{'Additional Information': {'MOT Due': '03/10/2026', 'Former Keepers': '2', 'Body Style': 'Estate', 'BHP': ['178', '178'], 'Gross Weight': '2350', 'Euro Status': '6', 'Euro': '6', 'CO2': '134', 'MPG Combined': '55.4', 'MPG Urban': '46.3', 'MPG Extra Urban': '62.8'}}",GREY,,"£6,900.00","£5,150.00","£6,025.00",,{},,5,,03/10/2026,6
BMA,23,East Anglian Motor Auctions,VOLKSWAGEN GOLF TSI GTI [Leather],ST11VEO,VOLKSWAGEN,GOLF,TSI GTI [Leather],(tbc),Hatchback,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,27/07/2011,2011,,TBC,TBC,,,Margin,, ,2.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3639.pdf,,,,"{'Additional Information': {'MOT Due': '14/05/2026', 'Body Style': 'Hatchback', 'BHP': ['210', '210'], 'Gross Weight': '1870', 'Euro Status': '5', 'Euro': '5', 'CO2': '170', 'MPG Combined': '38.7', 'MPG Urban': '28.3', 'MPG Extra Urban': '48.7'}}",WHITE,,£0.00,£0.00,£0.00,,{},,3,,14/05/2026,5
BMA,23,East Anglian Motor Auctions,LAND ROVER FREELANDER Td4 e HSE,ST59KLL,LAND ROVER,FREELANDER,Td4 e HSE,(tbc),Estate,Diesel,MANUAL,Bridlington,Tue 20th Jan,18:00,30/11/2009,2009,160000,TBC,TBC,,,Margin,, ,2.2,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3643.pdf,,,,"{'Additional Information': {'MOT Due': '25/01/2026', 'Body Style': 'Estate', 'BHP': ['158.2', '158.2'], 'Gross Weight': '2505', 'Euro Status': '4', 'Euro': '4', 'CO2': '179', 'MPG Combined': '42.2', 'MPG Urban': '33.2', 'MPG Extra Urban': '49.6'}}",BLUE,,"£1,150.00",£400.00,£750.00,,{},,5,,25/01/2026,4
BMA,23,East Anglian Motor Auctions,KIA RIO 1.25 1,ST63EWA,KIA,RIO,1.25 1,32,Hatchback,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,27/11/2013,2013,78843,Warranted,Here,,,Margin,,1,1.2,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3632.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3632/1768320084_HQcCVG.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3632/1768320084_4a19rG.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3632/1768320085_PF7v0d.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3632/1768320084_JUqEWx.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3632/1768320084_YQrlox.jpg",,,"{'Additional Information': {'MOT Due': '11/12/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'BHP': ['83', '83'], 'Gross Weight': '1560', 'Euro Status': '5', 'Euro': '5', 'CO2': '114', 'MPG Combined': '56.5', 'MPG Urban': '47.1', 'MPG Extra Urban': '65.7'}}",BLACK,,"£1,550.00",£750.00,"£1,150.00",,{},,3,,11/12/2026,5
BMA,23,East Anglian Motor Auctions,FORD KUGA TDCi 163 Titanium X Powershift,SV64WUT,FORD,KUGA,TDCi 163 Titanium X Powershift,84,Hatchback,Diesel,AUTOMATIC,Bridlington,Tue 20th Jan,18:00,30/10/2014,2014,158688,Not Warranted,Here,,,Margin,, ,2.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3419.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799410_0ihnGD.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799421_5sBJtn.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799432_gwTy2H.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799442_DczMVP.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799451_JYo3dm.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799458_dgb9HX.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799466_V02h4R.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799471_A3Ctxz.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799482_frKfNv.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799487_vNoUZG.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3419/images/1765799494_tSQR3v.jpg",,,"{'Additional Information': {'MOT Due': '16/04/2026', 'Body Style': 'Hatchback', 'BHP': ['160', '160'], 'Gross Weight': '2160', 'Euro Status': '5', 'Euro': '5', 'CO2': '159', 'MPG Combined': '45.6', 'MPG Urban': '38.2', 'MPG Extra Urban': '51.4'}}",SILVER,,"£1,650.00",£875.00,"£1,250.00",,{},,5,,16/04/2026,5
BMA,23,East Anglian Motor Auctions,MAZDA 3 Sport Nav,SY15MTU,MAZDA,3,Sport Nav,82,Saloon,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,23/03/2015,2015,109583,Not Warranted,Here,,,Margin,,1,2.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3580.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3580/images/1767952308_xj3AzS.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3580/images/1767952316_YJSBiG.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3580/images/1767952326_SE4iOG.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3580/images/1767952331_Svnydt.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3580/images/1767952339_YH93wC.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3580/images/1767952347_kgrTcT.jpg",,,"{'Additional Information': {'MOT Due': '11/11/2026', 'Former Keepers': '1', 'Body Style': 'Saloon', 'BHP': ['118', '118'], 'Gross Weight': '1815', 'Euro Status': '5', 'Euro': '5', 'CO2': '119', 'MPG Combined': '55.4', 'MPG Urban': '43.5', 'MPG Extra Urban': '65.7'}}",WHITE,,"£4,025.00","£2,925.00","£3,450.00",,{},,4,,11/11/2026,5
BMA,23,East Anglian Motor Auctions,NISSAN NOTE dCi Tekna,VO64NVF,NISSAN,NOTE,dCi Tekna,30,MPV,Diesel,MANUAL,Bridlington,Tue 20th Jan,18:00,02/09/2014,2014,99182,Not Warranted,Here,,,Margin,, ,1.5,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3619.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3619/images/1768228420_LX7QgC.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3619/images/1768228428_KGeISF.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3619/images/1768228440_ZsiYii.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3619/images/1768228442_nml2PH.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3619/images/1768228449_ds2EMr.jpg",,,"{'Additional Information': {'MOT Due': '06/01/2027', 'Body Style': 'MPV', 'BHP': ['90', '90'], 'Gross Weight': '1615', 'Euro Status': '5', 'Euro': '5', 'CO2': '90', 'MPG Combined': '78.5', 'MPG Urban': '65.7', 'MPG Extra Urban': '88.3'}}",RED,,"£1,825.00","£1,025.00","£1,425.00",,{},,5,,06/01/2027,5
BMA,23,East Anglian Motor Auctions,VAUXHALL ASTRA CDTi 16V ecoTEC Design,VU68CBO,VAUXHALL,ASTRA,CDTi 16V ecoTEC Design,66,Estate,Diesel,MANUAL,Bridlington,Tue 20th Jan,18:00,27/11/2018,2018,82484,Not Warranted,Here,,,Margin,,1,1.6,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3621.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3621/images/1768316483_UG9gLG.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3621/images/1768316495_j6ak1Y.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3621/images/1768316500_xlPl6s.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3621/images/1768316507_eA0S3j.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3621/images/1768316516_kYzDlr.jpg",,,"{'Additional Information': {'MOT Due': 'Expired', 'Former Keepers': '1', 'Body Style': 'Estate', 'BHP': ['109', '109'], 'Gross Weight': '1930', 'Euro Status': '6', 'Euro': '6', 'CO2': '112', 'MPG Combined': '58.9', 'MPG Urban': '52.3', 'MPG Extra Urban': '78.5'}}",GREY,,"£2,800.00","£1,900.00","£2,350.00",,{},,5,,Expired,6
BMA,23,East Anglian Motor Auctions,VOLKSWAGEN CARAVELLE TDI BMT 204 Executive 4MOTION DSG,VW03JAY,VOLKSWAGEN,CARAVELLE,TDI BMT 204 Executive 4MOTION DSG,52,Van With Side Windows,Diesel,SEMI AUTO,Bridlington,Tue 20th Jan,18:00,22/06/2017,2017,62880,Warranted,Here,,,Margin,, ,2.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3611.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323590_sp55bU.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323602_x8fvGz.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323615_mWevkZ.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323620_xuLRzC.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323631_Ia2pDz.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323649_HLwPgC.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323654_8nlOmO.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323659_ElSEek.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323667_VvJ9Cy.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3611/images/1768323674_Bln2ma.jpg",,,"{'Additional Information': {'MOT Due': '03/06/2026', 'Body Style': 'Van With Side Windows', 'BHP': ['201', '201'], 'Gross Weight': '3080', 'Euro Status': '6', 'Euro': '6', 'CO2': '173', 'MPG Combined': '42.8', 'MPG Urban': '37.7', 'MPG Extra Urban': '46.3'}}",BLACK,,"£24,250.00","£21,600.00","£22,900.00",,{},,5,,03/06/2026,6
BMA,23,East Anglian Motor Auctions,FORD FIESTA Ecoboost 95 Trend Van,WF70BKU,FORD,FIESTA,Ecoboost 95 Trend Van,27,Car Derived Van,Petrol,MANUAL,Bridlington,Tue 20th Jan,18:00,16/09/2020,2020,21969,Warranted,Here,,,Plus VAT,, ,1.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3567.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3567/images/1768230417_eFzxoA.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3567/images/1768230426_WC0ps7.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3567/images/1768230432_mNLlGH.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3567/images/1768230437_KzHMwb.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3567/images/1768230482_fdrlwj.jpg",,,"{'Additional Information': {'MOT Due': '15/09/2026', 'Body Style': 'Car Derived Van', 'BHP': ['94', '94'], 'Gross Weight': '1620', 'Euro Status': '6', 'Euro': '6', 'CO2': '97', 'MPG Combined': '54.3', 'MPG Urban': '27.7', 'MPG Extra Urban': '46.3'}}",GREEN,,"£7,450.00","£5,225.00","£6,525.00",,{},,,,15/09/2026,6
BMA,23,East Anglian Motor Auctions,NISSAN NV200 dCi Acenta Van,WG14UTO,NISSAN,NV200,dCi Acenta Van,(tbc),Car Derived Van,Diesel,MANUAL,Bridlington,Tue 20th Jan,18:00,30/05/2014,2014,87897,Not Warranted,TBC,,,Plus VAT,,1,1.5,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3640.pdf,,,,"{'Additional Information': {'MOT Due': '29/06/2026', 'Former Keepers': '1', 'Body Style': 'Car Derived Van', 'BHP': ['90', '90'], 'Gross Weight': '2000', 'Euro Status': '5', 'Euro': '5', 'CO2': '128', 'MPG Combined': '57.7', 'MPG Urban': '49.6', 'MPG Extra Urban': '65.7'}}",WHITE,,"£1,950.00","£1,075.00","£1,550.00",,{},,,,29/06/2026,5
BMA,23,East Anglian Motor Auctions,DACIA SANDERO TCe Bi-Fuel Essential,WU70HVE,DACIA,SANDERO,TCe Bi-Fuel Essential,75,Hatchback,Gas Bi Fuel,MANUAL,Bridlington,Tue 20th Jan,18:00,27/02/2021,2021,103300,Warranted,Here,,,Margin,,1,1.0,,https://www.bridlingtonmotorauction.co.uk/motorvehicleinspectionreport/standard/3581.pdf,"https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3581/images/1767885184_apOBD8.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3581/images/1767885195_5DGHAF.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3581/images/1767885202_5TPNWi.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3581/images/1767885208_wXDjah.jpg, https://filestore-test-public.s3.eu-west-1.amazonaws.com/motorvehicle/3581/images/1767885220_nAR9dQ.jpg",,,"{'Additional Information': {'MOT Due': '27/02/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'BHP': ['99', '99'], 'Gross Weight': '1563', 'Euro Status': '6', 'Euro': '6', 'CO2': '128', 'MPG Combined': '46.3'}}",GREY,,"£2,475.00","£1,575.00","£2,025.00",,{},,5,,27/02/2026,6
