Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,IVECO DAILY 35.140 2.3,ST22MXC,IVECO,DAILY,35.140 2.3,140,Dropside SWB,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2022-06-06,2022,90642,Warranted,To Follow,05/06/2026,,Plus VAT,DIRECT CONTRACT HIRE,,2.3,"E/MIRRORS, AD-BLUE",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10326.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e01.jpg?d4e4c8038c9eb0adf77ad37f3379f39c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e02.jpg?d4e4c8038c9eb0adf77ad37f3379f39c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e03.jpg?d4e4c8038c9eb0adf77ad37f3379f39c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e04.jpg?d4e4c8038c9eb0adf77ad37f3379f39c","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e01.jpg?d4e4c8038c9eb0adf77ad37f3379f39c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e02.jpg?d4e4c8038c9eb0adf77ad37f3379f39c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e03.jpg?d4e4c8038c9eb0adf77ad37f3379f39c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST22MXC/e04.jpg?d4e4c8038c9eb0adf77ad37f3379f39c",,"{'Additional Information': {'Length': '5.95m', 'Width': '2.01m', 'Height': '2.25m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit T350I 2.4 TDCi 100PS,ST60HDV,Ford,Transit,T350I 2.4 TDCi 100PS,227,Crew Van LWB,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2010-11-24,2010,128917,Warranted,Here,Expired,,Plus VAT,"DIRECT COUNCIL - VANS EXTRA £150 CHARGE, HGV & PLANT 15% BP",,2.4,TOW BAR,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9875.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e01.jpg?ffbd02b538b4298d7f05837a62a2c056,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e02.jpg?ffbd02b538b4298d7f05837a62a2c056,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e03.jpg?ffbd02b538b4298d7f05837a62a2c056,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e04.jpg?ffbd02b538b4298d7f05837a62a2c056","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e01.jpg?ffbd02b538b4298d7f05837a62a2c056,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e02.jpg?ffbd02b538b4298d7f05837a62a2c056,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e03.jpg?ffbd02b538b4298d7f05837a62a2c056,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST60HDV/e04.jpg?ffbd02b538b4298d7f05837a62a2c056",,"{'Additional Information': {'Length': '6.40m', 'Width': '1.97m', 'Height': '2.61m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit Connect T200 TDCi 75PS,ST62EJF,Ford,Transit Connect,T200 TDCi 75PS,9,Panel Van SWB,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2012-10-31,2012,164140,Warranted,Here,Expired,,Plus VAT,"DIRECT COUNCIL - VANS EXTRA £150 CHARGE, HGV & PLANT 15% BP",,1.8,*STARTER MOTOR FAULT* SIDE LOAD DOOR.,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/8713.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST62EJF/e01.jpg?a0d59b755fc3c8065460c9802fb6ea1c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST62EJF/e02.jpg?a0d59b755fc3c8065460c9802fb6ea1c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST62EJF/e03.jpg?a0d59b755fc3c8065460c9802fb6ea1c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST62EJF/e04.jpg?a0d59b755fc3c8065460c9802fb6ea1c,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST62EJF/e02.jpg?a0d59b755fc3c8065460c9802fb6ea1c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST62EJF/e03.jpg?a0d59b755fc3c8065460c9802fb6ea1c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST62EJF/e04.jpg?a0d59b755fc3c8065460c9802fb6ea1c,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png",,"{'Additional Information': {'Length': '4.28m', 'Width': '1.80m', 'Height': '1.82m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit 310 2.0 TDCi 105PS,ST66UWB,Ford,Transit,310 2.0 TDCi 105PS,23,Panel Van L2,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2017-02-10,2017,64446,Warranted,To Follow,15/03/2026,yes,Plus VAT,"DIRECT COUNCIL - VANS EXTRA £150 CHARGE, HGV & PLANT 15% BP",,2.0,"*NON-RUNNER DOES NOT START OR DRIVE, ENGINE PART STRIPPED* SIDE LOAD DOOR, AD-BLUE.",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10355.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e01.jpg?922f4364694a3077767d5dc78253a0e4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e02.jpg?922f4364694a3077767d5dc78253a0e4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e03.jpg?922f4364694a3077767d5dc78253a0e4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e04.jpg?922f4364694a3077767d5dc78253a0e4","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e01.jpg?922f4364694a3077767d5dc78253a0e4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e02.jpg?922f4364694a3077767d5dc78253a0e4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e03.jpg?922f4364694a3077767d5dc78253a0e4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66UWB/e04.jpg?922f4364694a3077767d5dc78253a0e4",,"{'Additional Information': {'Length': '5.53m', 'Width': '2.47m', 'Height': '2.49m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit 310 2.0 TDCi 105PS,ST66VMR,Ford,Transit,310 2.0 TDCi 105PS,1,Panel Van MWB,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2017-02-22,2017,130835,Warranted,Here,22/02/2026,,Plus VAT,"DIRECT COUNCIL - VANS EXTRA £150 CHARGE, HGV & PLANT 15% BP",,2.0,"*NON-RUNNER, SNAPPED TIMING BELT, WARNING LIGHT ON DASH* SIDE LOAD DOOR, ROOF RACK, AD-BLUE.",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9741.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66VMR/e01.jpg?60a2751ab4ca182dae8eb7ea3cd4598e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66VMR/e02.jpg?60a2751ab4ca182dae8eb7ea3cd4598e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66VMR/e03.jpg?60a2751ab4ca182dae8eb7ea3cd4598e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66VMR/e04.jpg?60a2751ab4ca182dae8eb7ea3cd4598e,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66VMR/e02.jpg?60a2751ab4ca182dae8eb7ea3cd4598e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66VMR/e03.jpg?60a2751ab4ca182dae8eb7ea3cd4598e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST66VMR/e04.jpg?60a2751ab4ca182dae8eb7ea3cd4598e,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png",,"{'Additional Information': {'Length': '5.53m', 'Width': '2.47m', 'Height': '2.49m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit Connect 220 1.5 EcoBlue 75PS,ST68UCO,Ford,Transit Connect,220 1.5 EcoBlue 75PS,22,Panel Van L1,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2018-11-16,2018,86580,Warranted,To Follow,28/11/2026,yes,Plus VAT,"DIRECT COUNCIL - VANS EXTRA £150 CHARGE, HGV & PLANT 15% BP",,1.5,"*NON-RUNNER DOES NOT START OR DRIVE, WARNING LIGHT ON DASH* SIDE LOAD DOOR, LEATHER.",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10354.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST68UCO/e01.jpg?4b88c5ef98ef58353ee0cdf1d250ce94,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST68UCO/e02.jpg?4b88c5ef98ef58353ee0cdf1d250ce94,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST68UCO/e03.jpg?4b88c5ef98ef58353ee0cdf1d250ce94,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST68UCO/e04.jpg?4b88c5ef98ef58353ee0cdf1d250ce94,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST68UCO/e02.jpg?4b88c5ef98ef58353ee0cdf1d250ce94,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST68UCO/e03.jpg?4b88c5ef98ef58353ee0cdf1d250ce94,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/ST68UCO/e04.jpg?4b88c5ef98ef58353ee0cdf1d250ce94,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png",,"{'Additional Information': {'Length': '4.43m', 'Width': '1.84m', 'Height': '1.84m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,LEVC CRE VN5,VN05NEW,LEVC,CRE,VN5,137,Panel Van MWB,Hybrid Electric,AUTOMATIC,Bedford,2026-01-22,10:00:00,2021-03-03,2021,23538,Warranted,Here,02/03/2026,,Plus VAT,DIRECT COMPANY,1,1.5,"SIDE LOADING DOOR, E/MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10212.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e01.jpg?3951660224faa52f9a6ae685c992c898,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e02.jpg?3951660224faa52f9a6ae685c992c898,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e03.jpg?3951660224faa52f9a6ae685c992c898,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e04.jpg?3951660224faa52f9a6ae685c992c898","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e01.jpg?3951660224faa52f9a6ae685c992c898,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e02.jpg?3951660224faa52f9a6ae685c992c898,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e03.jpg?3951660224faa52f9a6ae685c992c898,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/VN05NEW/e04.jpg?3951660224faa52f9a6ae685c992c898",,"{'Additional Information': {'Length': '5.23m', 'Width': '1.95m', 'Height': '1.99m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,FERRARI CALIFORNIA 2 PLUS 4.3,W3PYN,FERRARI,CALIFORNIA,2 PLUS 4.3,99,Convertible,Petrol,SEMI AUTO,Doncaster,2026-01-22,10:00:00,2013-03-22,2013,30094,Not Warranted,Here,19/08/2026,yes,Margin,DIRECT FROM MERCEDES-BENZ,5,4.3,"*WARNING LIGHT ON DASH, Category S Insurance Loss. Vehicle Structurally Damaged But Repairable-Insurer Decided Not to Repair*",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10551.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e01.jpg?52185abaf909d370140d4926535df6b3,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e02.jpg?52185abaf909d370140d4926535df6b3,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e03.jpg?52185abaf909d370140d4926535df6b3,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e04.jpg?52185abaf909d370140d4926535df6b3","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e01.jpg?52185abaf909d370140d4926535df6b3,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e02.jpg?52185abaf909d370140d4926535df6b3,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e03.jpg?52185abaf909d370140d4926535df6b3,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/W3PYN/e04.jpg?52185abaf909d370140d4926535df6b3",,"{'Additional Information': {'Length': '4.56m', 'Width': '1.91m', 'Height': '1.32m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Mercedes-Benz Vito 119 CDI,WF74HUK,Mercedes-Benz,Vito,119 CDI,172,Crew Van L3,Diesel,AUTOMATIC,Bedford,2026-01-22,10:00:00,2025-02-03,2025,7118,Not Warranted,Here,02/02/2028,,Plus VAT,DIRECT FINANCE COMPANY,1,1.9,"AD-BLUE, E/MIRRORS, TWIN LOADING DOORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10172.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e01.jpg?f9eede3089cb8fa34c66f963d0064a51,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e02.jpg?f9eede3089cb8fa34c66f963d0064a51,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e03.jpg?f9eede3089cb8fa34c66f963d0064a51,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e04.jpg?f9eede3089cb8fa34c66f963d0064a51","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e01.jpg?f9eede3089cb8fa34c66f963d0064a51,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e02.jpg?f9eede3089cb8fa34c66f963d0064a51,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e03.jpg?f9eede3089cb8fa34c66f963d0064a51,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WF74HUK/e04.jpg?f9eede3089cb8fa34c66f963d0064a51",,"{'Additional Information': {'Length': '5.37m', 'Width': '2.24m', 'Height': '1.91m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,FIAT SCUDO JTD SX 2.0 DYNAMIC,WM06HMX,FIAT,SCUDO,JTD SX 2.0 DYNAMIC,292,Panel Van,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2006-07-27,2006,110372,Not Warranted,Here,18/08/2026,,Plus VAT,,5,2.0,"*CATEGORY C INSURANCE LOSS. VEHICLE EXTENSIVELY DAMAGED BUT REPAIRABLE - INSURER DECIDED NOT TO REPAIR, POSSIBLE INPUT ERROR ON MOT* TOW BAR",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10751.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e01.jpg?5dc7a2490b5d072ed166f1c8e89f7966,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e02.jpg?5dc7a2490b5d072ed166f1c8e89f7966,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e03.jpg?5dc7a2490b5d072ed166f1c8e89f7966,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e04.jpg?5dc7a2490b5d072ed166f1c8e89f7966","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e01.jpg?5dc7a2490b5d072ed166f1c8e89f7966,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e02.jpg?5dc7a2490b5d072ed166f1c8e89f7966,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e03.jpg?5dc7a2490b5d072ed166f1c8e89f7966,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WM06HMX/e04.jpg?5dc7a2490b5d072ed166f1c8e89f7966",,"{'Additional Information': {'Length': '4.52m', 'Width': '1.44m', 'Height': '1.94m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Maxus Deliver 9,WP73GJE,Maxus,Deliver,9,118,Dropside,Electric,AUTOMATIC,Doncaster,2026-01-22,10:00:00,2023-11-09,2023,538,Warranted,Here,Expired,,Plus VAT,DIRECT FROM THE NATIONAL GRID (MANAGED BY XBG FLEET REMARKETING)  ADDITIONAL £125 BUYERS,,,"*ONLY RUNS WITH BOOST PACK, REAR VIEW INOPERATIVE* TWIN SIDE LOAD DOOR, TOW BAR, E/MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9903.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e01.jpg?6ba8d7290b887506ae81579f45125a85,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e02.jpg?6ba8d7290b887506ae81579f45125a85,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e03.jpg?6ba8d7290b887506ae81579f45125a85,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e04.jpg?6ba8d7290b887506ae81579f45125a85","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e01.jpg?6ba8d7290b887506ae81579f45125a85,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e02.jpg?6ba8d7290b887506ae81579f45125a85,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e03.jpg?6ba8d7290b887506ae81579f45125a85,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WP73GJE/e04.jpg?6ba8d7290b887506ae81579f45125a85",,"{'Additional Information': {'Length': '3.20m', 'Width': '1.84m', 'Height': '2.32m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Ranger XL 2.2 TDCI 150PS,WX15FSS,Ford,Ranger,XL 2.2 TDCI 150PS,70,Pickup Single Cab,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2015-03-17,2015,113058,Warranted,Buyer To Apply,16/03/2026,,Plus VAT,DIRECT FROM NATIONAL GRID (MANAGED BY XBG) - ADDITIONAL £150 BUYERS,,2.2,V5 NEW KEEPER DOCUMENT REFERENCE NUMBER AVAILABLE FOR TAXATION PURPOSES,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9660.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e01.jpg?018bfdbb0d89b38a9ef05efb3b115b9b,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e02.jpg?018bfdbb0d89b38a9ef05efb3b115b9b,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e03.jpg?018bfdbb0d89b38a9ef05efb3b115b9b,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e04.jpg?018bfdbb0d89b38a9ef05efb3b115b9b","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e01.jpg?018bfdbb0d89b38a9ef05efb3b115b9b,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e02.jpg?018bfdbb0d89b38a9ef05efb3b115b9b,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e03.jpg?018bfdbb0d89b38a9ef05efb3b115b9b,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/WX15FSS/e04.jpg?018bfdbb0d89b38a9ef05efb3b115b9b",,"{'Additional Information': {'Length': '5.36m', 'Width': '1.85m', 'Height': '1.71m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Renault Kangoo Maxi LL21 ENERGY DCI 90PS,YA14VYT,Renault,Kangoo Maxi,LL21 ENERGY DCI 90PS,148,Panel Van LWB,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2014-07-24,2014,42925,Warranted,To Follow,08/12/2026,,Plus VAT,DIRECT FINANCE & LEASING COMPANY,,1.5,"TWIN SIDE LOAD DOOR, ROOF RACK, E/ MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10271.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e01.jpg?784ea57ab055749a3c0c5df28123aa6e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e02.jpg?784ea57ab055749a3c0c5df28123aa6e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e03.jpg?784ea57ab055749a3c0c5df28123aa6e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e04.jpg?784ea57ab055749a3c0c5df28123aa6e","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e01.jpg?784ea57ab055749a3c0c5df28123aa6e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e02.jpg?784ea57ab055749a3c0c5df28123aa6e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e03.jpg?784ea57ab055749a3c0c5df28123aa6e,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YA14VYT/e04.jpg?784ea57ab055749a3c0c5df28123aa6e",,"{'Additional Information': {'Length': '4.67m', 'Width': '1.83m', 'Height': '1.84m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,FORD TRANSIT CONNECT 1.5 EcoBlue 100ps,YB19CXS,FORD,TRANSIT CONNECT,1.5 EcoBlue 100ps,277,Panel Van SWB,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2019-03-29,2019,153599,Not Warranted,Here,27/02/2026,,Plus VAT,DIRECT UNITED RENTAL GROUP - EXTRA £100,,1.5,"*WARNING LIGHTS ON DASH* TWIN SIDE LOAD DOOR, E/MIRRORS, AD-BLUE",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10401.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e01.jpg?77d0421b9dd57a56b810e8dfba26559a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e02.jpg?77d0421b9dd57a56b810e8dfba26559a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e03.jpg?77d0421b9dd57a56b810e8dfba26559a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e04.jpg?77d0421b9dd57a56b810e8dfba26559a","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e01.jpg?77d0421b9dd57a56b810e8dfba26559a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e02.jpg?77d0421b9dd57a56b810e8dfba26559a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e03.jpg?77d0421b9dd57a56b810e8dfba26559a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/YB19CXS/e04.jpg?77d0421b9dd57a56b810e8dfba26559a",,"{'Additional Information': {'Length': '4.83m', 'Width': '1.84m', 'Height': '1.83m', 'Imported': ''}}",,,,,,,,,,,,,,,
