Title,Make,Model,Variant,Lot,Reg,Start Time,Start Date,D.O.R,Fuel Type,Former Keepers,Transmission,Colour,MOT Expiry Date,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Mileage Warranted,MOT Due,Body Type,Additional information,General Condition,Tyres Condition,Inspection Report,Images,Damaged_images,Damage_details
IVECO,IVECO,STRALIS AS440S46TX/P LNG,460,594,AA69GAS,10:00,03/12/2025,31/12/2019,Gas,,Manual,WHITE,31/12/2025,,Plus VAT,Here,£0.00,£0.00,£0.00,1.3,408253,NO,31/12/2025,Tractor Unit,"{'information': {'MOT Due': '31/12/2025', 'Body Style': 'Tractor Unit', 'Cab Type': 'Space', 'Axle Combination': '6x2', 'Steering Combination': 'Mid-Lift', 'Rear Suspension': 'Air'}}","{
    ""Interior"": {
        ""Registration"": ""AA69GAS"",
        ""Registered"": ""31/12/2019"",
        ""Miles"": ""408,253 Km"",
        ""Miles Warranted"": ""Not Warranted"",
        ""Engine Size"": ""12900"",
        ""Fuel"": ""Gas"",
        ""Transmission"": ""Manual"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Plus VAT"",
        ""MOT"": ""31/12/2025"",
        ""V5"": ""Here"",
        ""Keys"": """",
        ""CAP Clean"": ""\u00a30.00"",
        ""CC"": ""12900"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}","Tyre: Condition, Tyre NSF: 6.0mm, Tyre OSF: 5.0mm, Spare Tyre: , Tyre NSO 2nd row: 7.0mm, Tyre NSI 2nd row: , Tyre OSO 2nd row: 7.0mm, Tyre OSI 2nd row: , Tyre NSO 3rd row: 4.0mm, Tyre NSI 3rd row: Missing, Tyre OSO 3rd row: 6.0mm, Tyre OSI 3rd row: 6.0mm, Tyre NSO 4th row: , Tyre NSI 4th row: , Tyre OSO 4th row: , Tyre OSI 4th row: ",https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/48079.pdf,"https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025906_q3TD1j---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025827_vMqTzg---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025846_eDvDFH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025936_OU7BLO---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025954_QagotV---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025979_PPWslJ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025919_Ya61M7---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133640_PFsy1k---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133657_iqUTXH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133669_r4pe3F---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133681_wjHWNZ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133692_e2RIaG---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025746_LXwb86---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025888_WKyqDi---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025870_NFh029---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025906_q3TD1j---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025827_vMqTzg---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025846_eDvDFH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025936_OU7BLO---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025954_QagotV---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025979_PPWslJ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025919_Ya61M7---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133640_PFsy1k---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133657_iqUTXH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133669_r4pe3F---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133681_wjHWNZ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763133692_e2RIaG---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025746_LXwb86---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025888_WKyqDi---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025870_NFh029---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025906_q3TD1j---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025827_vMqTzg---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025846_eDvDFH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025936_OU7BLO---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025954_QagotV---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025979_PPWslJ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48079/images/resized/1763025919_Ya61M7---1024-768.jpg",,
Renault Trucks,Renault Trucks,T,460,224,AO18XCY,10:00,03/12/2025,25/07/2018,Diesel,1,,WHITE,31/05/2026,,Plus VAT,Buyer To Apply,£0.00,£0.00,£0.00,1.1,,NO,31/05/2026,Tractor Unit,"{'information': {'MOT Due': '31/05/2026', 'Former Keepers': '1', 'Body Style': 'Tractor Unit'}}","{
    ""Interior"": {
        ""Registration"": ""AO18XCY"",
        ""Registered"": ""25/07/2018"",
        ""Miles"": ""TBC"",
        ""Miles Warranted"": ""Not Warranted"",
        ""Engine Size"": ""10837"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": """",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Plus VAT"",
        ""MOT"": ""31/05/2026"",
        ""V5"": ""Buyer To Apply"",
        ""Keys"": """",
        ""CAP Clean"": ""\u00a30.00"",
        ""CC"": ""10837"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}","Tyre: Condition, Tyre NSF: , Tyre OSF: , Spare Tyre: , Tyre NSO 2nd row: , Tyre NSI 2nd row: , Tyre OSO 2nd row: , Tyre OSI 2nd row: , Tyre NSO 3rd row: , Tyre NSI 3rd row: , Tyre OSO 3rd row: , Tyre OSI 3rd row: , Tyre NSO 4th row: , Tyre NSI 4th row: , Tyre OSO 4th row: , Tyre OSI 4th row: ",https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/49581.pdf,,,
RENAULT TRUCKS,RENAULT TRUCKS,T,460,223,AO18XDF,10:00,03/12/2025,24/08/2018,Diesel,1,,WHITE,30/04/2026,,Plus VAT,Buyer To Apply,£0.00,£0.00,£0.00,1.1,,NO,30/04/2026,Tractor Unit,"{'information': {'MOT Due': '30/04/2026', 'Former Keepers': '1', 'Body Style': 'Tractor Unit', 'Cab Type': 'Sleeper', 'Axle Combination': '6x2', 'Steering Combination': 'Mid-Lift', 'Rear Suspension': 'Air', 'Gross Weight': '44000'}}","{
    ""Interior"": {
        ""Registration"": ""AO18XDF"",
        ""Registered"": ""24/08/2018"",
        ""Miles"": ""TBC"",
        ""Miles Warranted"": ""Not Warranted"",
        ""Engine Size"": ""10837"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": """",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Plus VAT"",
        ""MOT"": ""30/04/2026"",
        ""V5"": ""Buyer To Apply"",
        ""Keys"": """",
        ""CAP Clean"": ""\u00a30.00"",
        ""CC"": ""10837"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}","Tyre: Condition, Tyre NSF: 11.0mm, Tyre OSF: 9.0mm, Spare Tyre: , Tyre NSO 2nd row: , Tyre NSI 2nd row: 9.0mm, Tyre OSO 2nd row: , Tyre OSI 2nd row: 10.0mm, Tyre NSO 3rd row: 10.0mm, Tyre NSI 3rd row: 12.0mm, Tyre OSO 3rd row: 11.0mm, Tyre OSI 3rd row: 11.0mm, Tyre NSO 4th row: , Tyre NSI 4th row: , Tyre OSO 4th row: , Tyre OSI 4th row: ",https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/49582.pdf,"https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344737_8YwhJd---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344747_SufIDL---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344775_AslYkD---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344785_lin1D8---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344790_6dI4da---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344798_TJHuNP---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344967_xWaL1E---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345496_Q7osBn---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345512_cFE6bJ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345529_2Xpd06---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345662_owxgnR---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345668_RwcOh2---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345670_X94EhF---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344737_8YwhJd---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344747_SufIDL---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344775_AslYkD---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344785_lin1D8---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344790_6dI4da---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344798_TJHuNP---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344967_xWaL1E---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345496_Q7osBn---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345512_cFE6bJ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345529_2Xpd06---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345662_owxgnR---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345668_RwcOh2---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764345670_X94EhF---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344737_8YwhJd---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344747_SufIDL---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344775_AslYkD---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344785_lin1D8---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344790_6dI4da---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344798_TJHuNP---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764344967_xWaL1E---1024-768.jpg","https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764343170_LFF7qt---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764343192_iviSCo---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764343207_ClPyF3---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/49582/images/resized/1764343226_pqvmp2---1024-768.jpg","Door osf Scratched Over 25mm Thru Paint, Bonnet Chipped Multiple Chips, Bumper Front Scratched Over 100mm Thru Paint, Door nsf Scratched Over 25mm Thru Paint"
DAF TRUCKS,DAF TRUCKS,CF,330,250,AU65AEC,10:00,03/12/2025,01/09/2015,Diesel,1,Manual,YELLOW,31/03/2026,,Plus VAT,Here,£0.00,£0.00,£0.00,1.1,144703,NO,31/03/2026,Hotbox,"{'information': {'MOT Due': '31/03/2026', 'Former Keepers': '1', 'Body Style': 'Hotbox', 'Cab Type': 'Day', 'Axle Combination': '6x2', 'Steering Combination': 'Rear-Lift Steer', 'Rear Suspension': 'Air', 'Gross Weight': '26000'}}","{
    ""Interior"": {
        ""Registration"": ""AU65AEC"",
        ""Registered"": ""01/09/2015"",
        ""Miles"": ""144,703 Km"",
        ""Miles Warranted"": ""Not Warranted"",
        ""Engine Size"": ""10837"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""Manual"",
        ""Colour"": ""YELLOW"",
        ""VAT"": ""Plus VAT"",
        ""MOT"": ""31/03/2026"",
        ""V5"": ""Here"",
        ""Keys"": """",
        ""CAP Clean"": ""\u00a30.00"",
        ""CC"": ""10837"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}","Tyre: Condition, Tyre NSF: 12.0mm, Tyre OSF: 12.0mm, Spare Tyre: , Tyre NSO 2nd row: 6.0mm, Tyre NSI 2nd row: 8.0mm, Tyre OSO 2nd row: 10.0mm, Tyre OSI 2nd row: 11.0mm, Tyre NSO 3rd row: 8.0mm, Tyre NSI 3rd row: , Tyre OSO 3rd row: 10.0mm, Tyre OSI 3rd row: , Tyre NSO 4th row: , Tyre NSI 4th row: , Tyre OSO 4th row: , Tyre OSI 4th row: ",https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/48867.pdf,"https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115072_FbLMCQ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115082_9VPXL5---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115089_LYKxd7---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115098_HPhL6f---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115108_v59TR6---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115115_vUV1MU---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115106_Qoo0om---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115309_SAvSwP---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115318_ghTs8p---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115328_UZKkF9---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115341_OBKgov---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115033_TPqvsG---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763114947_COKQMb---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763114959_MBiU2N---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115050_cn3pdC---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763114862_6ZeLDW---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115072_FbLMCQ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115082_9VPXL5---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115089_LYKxd7---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115098_HPhL6f---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115108_v59TR6---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115115_vUV1MU---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115106_Qoo0om---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115309_SAvSwP---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115318_ghTs8p---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115328_UZKkF9---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115341_OBKgov---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115033_TPqvsG---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763114947_COKQMb---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763114959_MBiU2N---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115050_cn3pdC---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763114862_6ZeLDW---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115072_FbLMCQ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115082_9VPXL5---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115089_LYKxd7---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115098_HPhL6f---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115108_v59TR6---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115115_vUV1MU---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115106_Qoo0om---1024-768.jpg","https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115798_sb15EL---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115957_HEEl0n---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115972_kcY5u3---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763115989_yHnkP0---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763116016_GFab6A---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/48867/images/resized/1763116043_eWqnuK---1024-768.jpg","Door osf Scratched Over 25mm Thru Paint, Wing osf Chipped Multiple Chips, Bumper Front Dented With Paint Damage, Bonnet Chipped Multiple Chips, Wing nsf Scratched Over 25mm Not Thru Paint, Sill Panel Trim ns Broken Replace"
