Title,Derivative,Images,Auction Availability,Lot,Start Time,Start Date,Center,Auction ID,D.O.R,Reg,Mileage,Mileage warranted,Colour,Body type,Doors,Fuel Type,Transmission,V5,MOT Expiry Date,CO2 emissions,VAT status,Former keepers,Non Runner,Vendor,Service History,Service Notes,No of Service,Last Service,Last service mileage,Grade,CAP clean,Euro Status,CAP retail,CAP average,CAP below,Autotrader Retail Value,Autotrader Trade Value,Powered by,Inspection date,VIN,Exterior grade,Interior grade,Make,Model,CC,Engine number,Body plan,Gearbox,Paint type,Colour Trim,Seats,Date of first reg,Keys,Inspection Report,Other Report,Tyres,Spare Tyre,Equipment,Damaged_images,Damage_details,Year
MERCEDES-BENZ E CLASS DIESEL CABRIOLET,E250 CDI AMG Sport 2dr 7G-Tronic,"https://abimg003.imgix.net/MF14KWP/2025-11-06/image/028401e7-a39c-469e-ab05-b8dbf25cd3fd_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/31d2c0a3-ebfa-4afc-ade6-f2e05c46b760_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/bc49d0fd-15c3-48c7-99ec-8e8988222abb_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/f81316b3-028b-4200-b49c-108ab2a3f460_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/c5193ca0-d2cd-4135-9609-dc313d0e058d_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/823bb4a1-3bc2-486e-88b7-cc40d549e462_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/28470bf8-f0bc-4772-89d2-f5e575f400cc_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/4e449b7b-f839-4a3e-ad94-535ecbe252b0_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/115cefcf-bb23-4e34-99f6-9cbe62472451_removebg.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/image/0969607c-758e-441b-8157-3968f9d7f1be_removebg.jpg?w=600",Available,1,13:00,2025-11-11,Aston Barclay Wakefield,17580,2014-04-08,MF14KWP,87996,True,BLACK,Cabriolet,2,Diesel,automatic,True,2026-04-17,128,Margin,3,False,MotoNovo Finance,"Service print 04/15 - 14K, 05/16 - 25K, 05/17 - 39K, 04/18 - 50K","**1973**VOSA STATES 38K, 50K, 52K, 55K, 57K, 63K, 71K, 80K, 86K",4,04/18,50K,4,6275,5,8895,5625,,8422,5132,AA,2025-11-06,WDD2074032F267960,,,MERCEDES-BENZ,E CLASS DIESEL CABRIOLET,2.1,,Cabriolet,automatic,,,4,2014-04-08,2,https://abimg002.imgix.net/5fcc00cb-d92f-4031-93b7-ce8281b208f9.pdf,https://abimg002.imgix.net/a4d3fea9-f565-46b4-b875-28d1207ce241.pdf,"NSF: 3.0, OSF: 3.0, OSR: 2.0, NSR: 2.0",,"Alloys, Parking sensors, Heated seats, Leather or substitute, Radio/CD, Cruise control, Climate control, Air con, Sat nav","https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/7f30249d-29cf-424e-9265-35e868e5b41a_1.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/0bec5af7-8a0d-4ade-bdfe-d7686b96e882_1.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/a51c327c-a2a3-4dc7-9068-e4c48e7c9247_1.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/67d9c532-9b3a-4cb5-91c3-acddd867a3b4_1.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/67d9c532-9b3a-4cb5-91c3-acddd867a3b4_2.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/75534626-2791-4373-8a4b-737fb760d33f_1.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/25a4b281-5ef5-4ef9-8273-696fc01c1fc4_1.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/ee17e259-bc64-4df0-9b37-6d30aadc3754_1.jpg?w=600, https://abimg003.imgix.net/MF14KWP/2025-11-06/damage/fbe91dc6-fd0d-4c32-adeb-86a08639de69_1.jpg?w=600",Bumper Front – Poor Previous Repair Rippled UpTo 30%; Seat Base Cover osf – Torn Over 3mm; Wheel osr – Corroded Light; Door osf – Dented With Paint Damage; Wheel nsr – Scratched Over 50mm; Bonnet – Chipped Multiple Chips; Wheel osf – Scratched Over 50mm; Wheel nsf – Scratched Over 50mm,2014
KIA SPORTAGE DIESEL ESTATE,1.7 CRDi ISG 2 5dr,"https://abimg003.imgix.net/SD67YSS/2025-11-07/image/7c2523ab-83e8-48ae-af08-a218eef4ba9b_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/495df71d-71d6-4ed2-90d3-09a418df94ee_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/db4f42f4-be30-48d8-b029-44a2f6ade6b2_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/dc6f409e-0138-4b65-a9b6-22f84690b8ab_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/8aafeca7-9a4f-47ec-8063-add6d4728e61_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/48f520f5-46b6-47f8-b583-514cdf8fcd79_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/8268b502-a6de-4597-9f80-20989505fc30_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/24be66e2-eb35-4d40-8052-0c495b68a12c_removebg.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/image/688beb23-4a18-4cf3-8bf5-949f1118cdb3_removebg.jpg?w=600",Available,2,13:00,2025-11-11,Aston Barclay Wakefield,17580,2017-11-09,SD67YSS,72436,True,BLACK,Estate,5,Diesel,manual,True,2026-05-24,119,Margin,1,False,MotoNovo Finance,"Service print and book 01/20 - 23K, 10/20 - 33K, 11/21 - 43K, 05/22 - 47K, 05/23 - 54K, 05/24 - 61K, 05/25 - 69K","**1828** VOSA STATES 33K, 43K, 47K, 54K, 61K, 69K SD CARD",7,05/25,69K,3,6175,6,8395,5375,,8721,6007,AA,2025-11-07,U5YPH815LHL397414,,,KIA,SPORTAGE DIESEL ESTATE,1.7,,Estate,manual,,,5,2017-11-09,2,https://abimg002.imgix.net/daa2fcd7-5449-46bb-86d6-9c05ea0defb8.pdf,https://abimg002.imgix.net/327ac056-0162-4155-956e-ff1284be3785.pdf,"NSF: 3.0, OSF: 3.0, OSR: 6.0, NSR: 5.0",,"Alloys, Parking sensors, AUX/USB, Cruise control, Climate control, Air con","https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/dd6c8e88-5dad-4506-871e-e923c90fe624_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/a0289e74-27b8-4b0d-bf33-3574c5660046_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/c8ec5aaf-30c2-4a86-a5a1-076258017431_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/d3c3c2b3-3ea3-45cb-8983-dd985bae9e6f_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/cbaecec2-08c0-45a9-afd8-54d223519937_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/74a4b351-ad96-4ea2-b919-02046fc630d6_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/6e79c5b6-1cdc-4daa-8e98-6c6b67aa1df4_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/b98973b2-4d8e-45eb-bae1-f87a832f7017_1.jpg?w=600, https://abimg003.imgix.net/SD67YSS/2025-11-07/damage/d588021d-d21a-49cd-b5b7-fa56e65fba48_1.jpg?w=600",Door nsr – Dented Between 10mm + 30mm; Bumper Front – Chipped 1 To 5; C Post ns – Dented With Paint Damage; Badgedecal Rear – Broken Replace; B Post os – Dented Over 30mm; Wheel osr – Corroded Light; Bonnet – Chipped 1 To 5; C Post os – Dented With Paint Damage; Wheel nsf – Scratched Up To 50mm,2017
VOLKSWAGEN GOLF DIESEL HATCHBACK,2.0 TDI 184 GTD 5dr DSG,"https://abimg003.imgix.net/MC18SXD/2025-11-05/image/3b3abf8c-a931-40aa-8486-04144a0b23d6_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/3eeff671-ac82-41e5-8daf-3b417f3c695e_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/f5f5b4dc-a810-486f-a0b1-c1c760af594f_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/9d5498ce-1e28-476b-a9bd-84784af872c3_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/ca3a197b-fb79-43f3-ae8a-37b6e470ed2e_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/6094a3f4-19c5-4170-bd37-3d6f73bda23e_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/e11bec33-97a4-4710-8541-a8df84fca8e3_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/42f2ffe3-4a6a-46fe-8348-16277ce711a9_removebg.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/image/37c0ba25-f4bc-4ad5-8923-c305c146e346_removebg.jpg?w=600",Available,3,13:00,2025-11-11,Aston Barclay Wakefield,17580,2018-08-15,MC18SXD,50473,True,BLUE,Hatchback,5,Diesel,automatic,True,2026-01-12,124,Margin,5,False,MotoNovo Finance,,"**1266**VOSA STATES 37K, 42K, 43K, 45K  SD CARD",,,,3,15000,6,17195,13850,,17906,14739,AA,2025-11-05,WVWZZZAUZJW258917,,,VOLKSWAGEN,GOLF DIESEL HATCHBACK,2.0,,Hatchback,automatic,,,5,2018-08-15,2,https://abimg002.imgix.net/f895a668-1e1a-4fd0-87a0-27141c28db07.pdf,https://abimg002.imgix.net/14614329-0ab3-43eb-90c4-ba57c06627e2.pdf,"NSF: 5.0, OSF: 5.0, OSR: 3.0, NSR: 3.0",,"Alloys, Parking sensors, Heated seats, AUX/USB, Cruise control, Climate control, Air con","https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/db00232f-0b52-4efc-ba2e-ff1a11718e60_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/7899ee26-733a-46cf-817e-2b7f21226151_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/88149695-41fb-457f-a704-af0c15678a96_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/c9471737-99bf-46ad-a431-9c891859a1dd_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/b2dcb27a-9796-4d95-ad5c-12024892288e_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/8e6f7c52-f4b4-44f0-b59b-29124192d46e_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/a83d09cd-2fd2-44dd-bb4b-040ca8108b68_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/e2532c28-0018-48f7-acb5-ae9e75331da8_1.jpg?w=600, https://abimg003.imgix.net/MC18SXD/2025-11-05/damage/feef1916-6f89-42aa-a643-50e90e730588_1.jpg?w=600",Bumper Front – Scratched 25 to 100mm Thru Paint; Tailgate Pad – Scuffed Over 25mm; Door osr – Scratched Over 25mm Thru Paint; Qtr Panel nsr – Dented Between 10mm + 30mm; Wheel osr – Scratched Over 50mm; Wheel nsr – Scratched Over 50mm; Bumper Rear – Scratched 25 to 100mm Thru Paint; Door osf – Dented Over 30mm; Wheel nsf – Scratched Over 50mm,2018
HONDA CIVIC HATCHBACK,1.0 VTEC Turbo 126 SR 5dr,"https://abimg003.imgix.net/SE19TYH/2025-10-23/image/70af19ac-76d3-46bf-a03d-30905e5bcca1_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/5b8d73c3-1705-4962-b367-e240ac78445b_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/33f2be16-05e0-4aca-9332-a5db1bbc728c_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/269846a4-1fe4-43f7-935d-1b1f9f972505_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/640f4553-c0bc-486e-88e7-7debf3507839_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/b5abc9d1-0cd4-447c-af41-91c5cf27ec57_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/12125160-3d09-4fdd-b9d3-f664357cecae_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/92c8375d-686f-4acf-83c6-0398cdc7301d_removebg.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/image/ae4c0018-face-44e5-9758-16c98800aa05_removebg.jpg?w=600",Available,4,13:00,2025-11-11,Aston Barclay Wakefield,17580,2019-06-18,SE19TYH,76431,True,BLUE,Hatchback,5,Petrol,manual,True,2026-01-09,110,Margin,4,False,MotoNovo Finance,,"**1731**VOSA STATES 22K, 35K, 45K,53K",,,,4,7425,6,9595,6450,,9222,6850,AA,2025-10-23,SHHFK6760KU000615,,,HONDA,CIVIC HATCHBACK,1.0,,Hatchback,manual,,,5,2019-06-18,1,https://abimg002.imgix.net/ddfe89d0-9141-4c90-b521-6a5862b337d5.pdf,https://abimg002.imgix.net/578efb4e-49a0-43cf-90e7-38a8bf8f0a86.pdf,"NSF: 3.0, OSF: 3.0, OSR: 4.0, NSR: 3.0",,"Alloys, Parking sensors, AUX/USB, Cruise control, Air con","https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/c7fc0b41-c6b5-4758-8a6e-b12bfad0ea3a_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/27f64bbc-a821-47b6-925c-4907d7ab4b67_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/d3c6bd19-9636-47d0-af88-ed04b81b9c02_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/0c516608-0335-4416-8980-bec400af4136_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/b817d088-a99d-434d-95c4-45143274de61_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/00e71f9e-ad73-42d6-985a-9f3770a6085a_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/9e0c68c8-ba31-4f9a-964c-1bfef46cdbf2_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/40453b21-130b-4654-b2d9-1186f888be3b_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/96ade8fb-84ed-4625-9a60-cc499a1b258e_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/dd69295c-0185-4527-a1b1-ffcf233a890d_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/3e261db4-81d1-407f-ac0e-546906df46ec_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/d8f73262-0e91-4c38-a936-48d980ace0d5_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/88da2e01-5423-4ba4-95cc-6c4d52a82c45_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/bbef878e-d92c-470a-8069-91b1d467947f_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/dc291645-a047-4085-93f7-9c453888527d_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/c17c64b1-c658-457c-8e8e-901de33b5c90_1.jpg?w=600, https://abimg003.imgix.net/SE19TYH/2025-10-23/damage/bb1bba96-d724-4641-90ff-d82bbbd019f1_1.jpg?w=600",Door nsr – Dented Over 30mm; Bumper Front – Scratched Over 100mm Thru Paint; Tyre nsr – Damaged Replace; Load Area Carpet – Soiled Heavy; Qtr Panel osr – Scratched UpTo 25mm Thru Paint; Wheel osf – Scratched Over 50mm; Wheel nsf – Scratched Over 50mm; Handle Outer osf – Scratched (Painted) UpTo 25mm Not Thru Paint; Handle Outer nsf – Scratched (Painted) UpTo 25mm Thru Paint; Door Mirror Assy nsf – Scuffed (Unpainted) Over 100mm; In Car Entertainment – Broken Replace; Bumper Front Moulding – Scratched (Painted) Over 25mm Thru Paint; Door nsf – Chipped Edge Chip; Wing osf – Scratched Over 25mm Thru Paint; Wheel osr – Scratched Over 50mm; Wheel nsr – Scratched Over 50mm; Shelfload Cover Rear – Missing Replace,2019
FORD KUGA DIESEL ESTATE,2.0 TDCi 150 Zetec 5dr Powershift,"https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/d498023c-fc2b-4413-95e8-b7d044cbaf35_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/ca1bbc8e-c1f2-4ede-b680-70aef7ef74a1_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/5518c515-5454-481e-b23b-d3745fee0a2b_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/6403c364-0c8e-4eb3-9b3b-016182dbd0c3_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/82b0c6d0-a5e7-480b-858c-f5c7babf7d35_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/1ef07e9a-acda-4e3e-a8e1-788d3f3662b4_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/f02d3093-0d3e-4272-895a-f577b34c3368_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/f2f65ce1-0314-4b90-a022-10fb85b9e189_removebg.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/image/a0443ebf-3707-4aa5-bb8a-dcc18681cc76_removebg.jpg?w=600",Available,5,13:00,2025-11-11,Aston Barclay Wakefield,17580,2015-11-27,SJ65GEV,71979,True,WHITE,Estate,5,Diesel,automatic,True,2025-11-26,140,Margin,2,False,MotoNovo Finance,,"**1662** VOSA STATES 26K, 33K, 42K, 49K, 57K, 67K, 70K,",,,,3,3775,6,5595,3250,,6995,4411,AA,2025-11-03,WF0AXXWPMAFS29837,,,FORD,KUGA DIESEL ESTATE,2.0,,Estate,automatic,,,5,2015-11-27,2,https://abimg002.imgix.net/2199af69-9fde-4134-b1a3-79ee3c233c48.pdf,https://abimg002.imgix.net/1e3d2846-c4bb-430e-9b00-45a9f348fd62.pdf,"NSF: 5.0, OSF: 5.0, OSR: 4.0, NSR: 4.0",,"Alloys, Parking sensors, Heated windscreen, AUX/USB, Radio/CD, Cruise control, Air con","https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/d7dba01b-ed34-40c2-89a8-50f6cc3b6664_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/d5febd7a-186b-4335-9aef-2c20abb375b8_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/da1948ed-9fa9-460d-9ec6-7f9e33a2df36_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/da1948ed-9fa9-460d-9ec6-7f9e33a2df36_2.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/b5335da1-b508-4321-969a-672255e87aec_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/fcf8cfdb-34e8-4108-9f98-a1bae2bdde16_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/eeac6cf2-5e2d-4d7d-8b0e-3d78ec0bef2b_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/b6afeed7-a4a0-4bcd-8b8d-92181b56b103_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/3638907e-0865-4fee-9dc4-f4e5dcd62dcd_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/d82ddf0d-5257-4090-947c-d994dd591fcc_1.jpg?w=600, https://abimg003.imgix.net/SJ65GEV/2025-11-03/damage/f6704258-6239-4011-986c-76e7cc658add_1.jpg?w=600",Bumper Front – Insecure Action Required; Bumper Front – Scratched Over 100mm Thru Paint; Door nsf – Dented Over 30mm; Bumper Front Moulding – Scuffed (Unpainted) Over 100mm; Wing nsf – Previous Repair; Wing osf – Previous Repair; Door Moulding nsf – Scuffed (Unpainted) Over 100mm; Screen Front – Chipped UpTo 10mm; Tailgate – Rusted Over 5mm; Door Moulding nsr – Scuffed (Unpainted) Over 100mm; REAR Tailgate Glass – Scratched; Bonnet – Previous Repair; Wheel nsf – Scratched Up To 50mm,2015
LAND ROVER DISCOVERY SPORT DIESEL SW,2.0 TD4 180 HSE Black 5dr Auto,"https://abimg003.imgix.net/KT18HWX/2025-11-04/image/1c55bb9c-c7bc-4b93-92bf-61eb5f5046a7_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/db3fd4bf-e5cd-49e5-881a-6f1c56e007e4_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/3db19416-94d4-45da-b388-bbf18e683bf6_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/264214ae-ad94-4094-a0ea-e3e6f044f6ea_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/06a8e492-44e4-4c19-8739-3d363bce0e5d_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/a1231bac-6304-49ca-84ac-d058326e4528_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/479b12bc-2077-46c4-842a-011e6fbbdf2e_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/d526e2b6-7846-4d0f-8f8c-b6d865630eb9_removebg.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/image/20620192-bb2f-472f-826b-a6dac643d53c_removebg.jpg?w=600",Available,6,13:00,2025-11-11,Aston Barclay Wakefield,17580,2018-05-24,KT18HWX,71414,True,BLUE,Station Wagon,5,Diesel,automatic,True,2026-09-07,139,Margin,2,False,MotoNovo Finance,,"STOLEN/RECOVERED - Damage is normal wear and stripped **1488** VOSA STATES 23K, 34K, 36K, 52K, 68K,",,,,3,8825,6,11295,7725,,13387,8969,AA,2025-11-04,SALCA2AN5JH766544,,,LAND ROVER,DISCOVERY SPORT DIESEL SW,2.0,,Station Wagon,automatic,,,7,2018-05-24,2,https://abimg002.imgix.net/de456969-f7d2-4835-a7bd-8bec0631882f.pdf,https://abimg002.imgix.net/c4d9eada-9852-4907-98b2-0b6e1c320453.pdf,"NSF: 4.0, OSF: 4.0, OSR: 4.0, NSR: 4.0",,"Alloys, Parking sensors, Panoramic roof, Heated windscreen, Heated seats, Leather or substitute, AUX/USB, Cruise control, Climate control, Air con","https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/668f2709-899d-4624-990e-2dad116ce7b6_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/e4a9e951-117b-4cb6-916b-22481ee9db92_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/8975f8b7-fecd-4bca-a57c-d5ea04a9348e_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/1765873f-adbe-4ca9-95bb-ad6664d3b44b_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/7316f006-891b-4de6-bbb5-643acb80d0c4_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/6e5f39bc-884f-48ce-8e14-ebd1fd217360_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/9c850df8-121c-48e4-bbf5-682dc4a04b72_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/9883b833-6a6d-4e7b-b88e-d7249d2b9a3e_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/bdf97d49-7681-4245-90a3-f15a2cc89a05_1.jpg?w=600, https://abimg003.imgix.net/KT18HWX/2025-11-04/damage/82eb7efb-845f-4808-952b-118622dc778e_1.jpg?w=600",Handle Outer osf – Scratched (Painted) Over 25mm Thru Paint; Bumper Front – Scratched 25 to 100mm Thru Paint; Door nsf – Scratched UpTo 25mm Thru Paint; Wing osf – Scratched UpTo 25mm Thru Paint; Door osr – Previous Repair; Door osr – Dented Over 30mm; Qtr Panel osr – Previous Repair; Wheel osr – Scratched Over 50mm; Shelfload Cover Rear – Missing Replace; Door osf – Dented Over 30mm; Wing Front Arch Extension ns – Scuffed (Unpainted) Over 100mm; Wheel nsf – Scratched Over 50mm,2018
