Reg,Bidding History
DT15AWU,"['LOT 34 SOLD TO LIVE FOR £1,650', 'LIVE: £1,650', 'HALL: £1,625', 'LIVE: £1,600', 'HALL: £1,550', 'LIVE: £1,500 (multiple bid)', 'HALL: £1,350', 'LIVE: £1,300', 'HALL: £1,200', 'LIVE: £1,100', 'STARTING: £1,000', 'LOT 33 SOLD TO LIVE FOR £500', 'LIVE: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 32 SOLD TO HALL FOR £250', 'HALL: £250', 'HALL: £225', 'NOW TAKING BIDS AT £25', 'STARTING: £200', 'LOT 31 SOLD TO LIVE FOR £1,800', 'LIVE: £1,800', 'HALL: £1,750', 'HALL: £1,700', 'HALL: £1,600', 'LIVE: £1,500', 'LIVE: £1,400', 'HALL: £1,300', 'STARTING: £1,200', 'LOT 30 SOLD TO HALL FOR £14,200', 'HALL: £14,200', 'LIVE: £14,000', 'HALL: £13,800', 'LIVE: £13,600', 'HALL: £13,400', 'LIVE: £13,200', 'STARTING: £13,000', 'LOT 29 SOLD TO HALL FOR £800', 'HALL BID FOR £825 WAS RETRACTED', 'HALL: £825', 'HALL: £800', 'HALL: £775', 'HALL: £750', 'HALL: £725', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'STARTING: £300', 'LOT 28 SOLD TO HALL FOR £450', 'HALL: £450', 'HALL: £425', 'NOW TAKING BIDS AT £25', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 27 SOLD TO HALL FOR £700', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'STARTING: £400', 'LOT 26 SOLD TO HALL FOR £2,700', 'HALL: £2,700', 'LIVE: £2,600', 'HALL: £2,500', 'HALL: £2,400', 'HALL: £2,300', 'STARTING: £2,200', 'LOT 25 SOLD TO LIVE FOR £10,900', 'LIVE: £10,900', 'LIVE: £10,800', 'HALL: £10,700', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 19 SOLD TO LIVE FOR £1,000', 'LIVE: £1,000', 'LIVE: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 18 SOLD TO HALL FOR £1,750', 'HALL: £1,750', 'LIVE: £1,700', 'HALL: £1,650', 'LIVE: £1,600', 'STARTING: £1,500', 'LOT 17 SOLD TO HALL FOR £2,200', 'HALL: £2,200', 'HALL: £2,150', 'HALL: £2,100', 'STARTING: £2,000']"
GP16RHF,"['LOT 40 SOLD TO LIVE FOR £8,900', 'LIVE: £8,900', 'HALL: £8,850', 'LIVE: £8,800', 'HALL: £8,700', 'LIVE: £8,600', 'STARTING: £8,500', 'LOT 34 SOLD TO LIVE FOR £1,650', 'LIVE: £1,650', 'HALL: £1,625', 'LIVE: £1,600', 'HALL: £1,550', 'LIVE: £1,500 (multiple bid)', 'HALL: £1,350', 'LIVE: £1,300', 'HALL: £1,200', 'LIVE: £1,100', 'STARTING: £1,000', 'LOT 33 SOLD TO LIVE FOR £500', 'LIVE: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 32 SOLD TO HALL FOR £250', 'HALL: £250', 'HALL: £225', 'NOW TAKING BIDS AT £25', 'STARTING: £200', 'LOT 31 SOLD TO LIVE FOR £1,800', 'LIVE: £1,800', 'HALL: £1,750', 'HALL: £1,700', 'HALL: £1,600', 'LIVE: £1,500', 'LIVE: £1,400', 'HALL: £1,300', 'STARTING: £1,200', 'LOT 30 SOLD TO HALL FOR £14,200', 'HALL: £14,200', 'LIVE: £14,000', 'HALL: £13,800', 'LIVE: £13,600', 'HALL: £13,400', 'LIVE: £13,200', 'STARTING: £13,000', 'LOT 29 SOLD TO HALL FOR £800', 'HALL BID FOR £825 WAS RETRACTED', 'HALL: £825', 'HALL: £800', 'HALL: £775', 'HALL: £750', 'HALL: £725', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'STARTING: £300', 'LOT 28 SOLD TO HALL FOR £450', 'HALL: £450', 'HALL: £425', 'NOW TAKING BIDS AT £25', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 27 SOLD TO HALL FOR £700', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'STARTING: £400', 'LOT 26 SOLD TO HALL FOR £2,700', 'HALL: £2,700', 'LIVE: £2,600', 'HALL: £2,500', 'HALL: £2,400', 'HALL: £2,300', 'STARTING: £2,200', 'LOT 25 SOLD TO LIVE FOR £10,900', 'LIVE: £10,900', 'LIVE: £10,800', 'HALL: £10,700', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 19 SOLD TO LIVE FOR £1,000', 'LIVE: £1,000', 'LIVE: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 18 SOLD TO HALL FOR £1,750', 'HALL: £1,750', 'LIVE: £1,700', 'HALL: £1,650', 'LIVE: £1,600', 'STARTING: £1,500', 'LOT 17 SOLD TO HALL FOR £2,200', 'HALL: £2,200', 'HALL: £2,150', 'HALL: £2,100', 'STARTING: £2,000']"
NJ13JVY,"['LOT 41 SOLD TO HALL FOR £850', 'HALL: £850', 'LIVE: £800', 'HALL: £700', 'LIVE: £600', 'STARTING: £500', 'LOT 40 SOLD TO LIVE FOR £8,900', 'LIVE: £8,900', 'HALL: £8,850', 'LIVE: £8,800', 'HALL: £8,700', 'LIVE: £8,600', 'STARTING: £8,500', 'LOT 34 SOLD TO LIVE FOR £1,650', 'LIVE: £1,650', 'HALL: £1,625', 'LIVE: £1,600', 'HALL: £1,550', 'LIVE: £1,500 (multiple bid)', 'HALL: £1,350', 'LIVE: £1,300', 'HALL: £1,200', 'LIVE: £1,100', 'STARTING: £1,000', 'LOT 33 SOLD TO LIVE FOR £500', 'LIVE: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 32 SOLD TO HALL FOR £250', 'HALL: £250', 'HALL: £225', 'NOW TAKING BIDS AT £25', 'STARTING: £200', 'LOT 31 SOLD TO LIVE FOR £1,800', 'LIVE: £1,800', 'HALL: £1,750', 'HALL: £1,700', 'HALL: £1,600', 'LIVE: £1,500', 'LIVE: £1,400', 'HALL: £1,300', 'STARTING: £1,200', 'LOT 30 SOLD TO HALL FOR £14,200', 'HALL: £14,200', 'LIVE: £14,000', 'HALL: £13,800', 'LIVE: £13,600', 'HALL: £13,400', 'LIVE: £13,200', 'STARTING: £13,000', 'LOT 29 SOLD TO HALL FOR £800', 'HALL BID FOR £825 WAS RETRACTED', 'HALL: £825', 'HALL: £800', 'HALL: £775', 'HALL: £750', 'HALL: £725', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'STARTING: £300', 'LOT 28 SOLD TO HALL FOR £450', 'HALL: £450', 'HALL: £425', 'NOW TAKING BIDS AT £25', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 27 SOLD TO HALL FOR £700', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'STARTING: £400', 'LOT 26 SOLD TO HALL FOR £2,700', 'HALL: £2,700', 'LIVE: £2,600', 'HALL: £2,500', 'HALL: £2,400', 'HALL: £2,300', 'STARTING: £2,200', 'LOT 25 SOLD TO LIVE FOR £10,900', 'LIVE: £10,900', 'LIVE: £10,800', 'HALL: £10,700', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 19 SOLD TO LIVE FOR £1,000', 'LIVE: £1,000', 'LIVE: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 18 SOLD TO HALL FOR £1,750', 'HALL: £1,750', 'LIVE: £1,700', 'HALL: £1,650', 'LIVE: £1,600', 'STARTING: £1,500', 'LOT 17 SOLD TO HALL FOR £2,200', 'HALL: £2,200', 'HALL: £2,150', 'HALL: £2,100', 'STARTING: £2,000']"
DG60OFM,"['LOT 42 PROVISIONALLY SOLD TO LIVE £1,100', 'LIVE: £1,100', 'STARTING: £1,000', 'LOT 41 SOLD TO HALL FOR £850', 'HALL: £850', 'LIVE: £800', 'HALL: £700', 'LIVE: £600', 'STARTING: £500', 'LOT 40 SOLD TO LIVE FOR £8,900', 'LIVE: £8,900', 'HALL: £8,850', 'LIVE: £8,800', 'HALL: £8,700', 'LIVE: £8,600', 'STARTING: £8,500', 'LOT 34 SOLD TO LIVE FOR £1,650', 'LIVE: £1,650', 'HALL: £1,625', 'LIVE: £1,600', 'HALL: £1,550', 'LIVE: £1,500 (multiple bid)', 'HALL: £1,350', 'LIVE: £1,300', 'HALL: £1,200', 'LIVE: £1,100', 'STARTING: £1,000', 'LOT 33 SOLD TO LIVE FOR £500', 'LIVE: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 32 SOLD TO HALL FOR £250', 'HALL: £250', 'HALL: £225', 'NOW TAKING BIDS AT £25', 'STARTING: £200', 'LOT 31 SOLD TO LIVE FOR £1,800', 'LIVE: £1,800', 'HALL: £1,750', 'HALL: £1,700', 'HALL: £1,600', 'LIVE: £1,500', 'LIVE: £1,400', 'HALL: £1,300', 'STARTING: £1,200', 'LOT 30 SOLD TO HALL FOR £14,200', 'HALL: £14,200', 'LIVE: £14,000', 'HALL: £13,800', 'LIVE: £13,600', 'HALL: £13,400', 'LIVE: £13,200', 'STARTING: £13,000', 'LOT 29 SOLD TO HALL FOR £800', 'HALL BID FOR £825 WAS RETRACTED', 'HALL: £825', 'HALL: £800', 'HALL: £775', 'HALL: £750', 'HALL: £725', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'STARTING: £300', 'LOT 28 SOLD TO HALL FOR £450', 'HALL: £450', 'HALL: £425', 'NOW TAKING BIDS AT £25', 'HALL: £400', 'HALL: £350', 'STARTING: £300', 'LOT 27 SOLD TO HALL FOR £700', 'HALL: £700', 'HALL: £650', 'HALL: £600', 'HALL: £550', 'HALL: £500', 'STARTING: £400', 'LOT 26 SOLD TO HALL FOR £2,700', 'HALL: £2,700', 'LIVE: £2,600', 'HALL: £2,500', 'HALL: £2,400', 'HALL: £2,300', 'STARTING: £2,200', 'LOT 25 SOLD TO LIVE FOR £10,900', 'LIVE: £10,900', 'LIVE: £10,800', 'HALL: £10,700', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 19 SOLD TO LIVE FOR £1,000', 'LIVE: £1,000', 'LIVE: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 18 SOLD TO HALL FOR £1,750', 'HALL: £1,750', 'LIVE: £1,700', 'HALL: £1,650', 'LIVE: £1,600', 'STARTING: £1,500', 'LOT 17 SOLD TO HALL FOR £2,200', 'HALL: £2,200', 'HALL: £2,150', 'HALL: £2,100', 'STARTING: £2,000']"
NK13VCE,"['LOT 43 SOLD TO HALL FOR £2,550', 'HALL: £2,550', 'HALL: £2,500', 'HALL: £2,450', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'HALL: £2,000', 'LIVE: £1,900', 'STARTING: £1,800']"
BF15VPM,"['LOT 44 SOLD TO HALL FOR £1,800', 'NOW TAKING BIDS AT £50', 'HALL: £1,800', 'LIVE: £1,700', 'HALL: £1,600', 'LIVE: £1,500', 'HALL: £1,400', 'STARTING: £1,300', 'LOT 43 SOLD TO HALL FOR £2,550', 'HALL: £2,550', 'HALL: £2,500', 'HALL: £2,450', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'HALL: £2,000', 'LIVE: £1,900', 'STARTING: £1,800']"
SB13ZBU,"['LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
EN61ZSO,"['LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
YK61DXF,"['LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
YK64VOP,"['LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
OV17LXN,"['LOT 46 SOLD TO HALL FOR £11,400', 'HALL: £11,400', 'LIVE: £11,300', 'NOW TAKING BIDS AT £100', 'HALL: £11,200', 'LIVE: £11,000', 'HALL: £10,800', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
MK65AZZ,"['LOT 47 SOLD TO HALL FOR £3,000', 'HALL BID FOR £3,100 WAS RETRACTED', 'HALL: £3,100', 'HALL: £3,000', 'HALL: £2,900', 'HALL: £2,800', 'HALL: £2,700', 'HALL: £2,600', 'STARTING: £2,500', 'LOT 46 SOLD TO HALL FOR £11,400', 'HALL: £11,400', 'LIVE: £11,300', 'NOW TAKING BIDS AT £100', 'HALL: £11,200', 'LIVE: £11,000', 'HALL: £10,800', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
FB02HTX,"['LOT 48 SOLD TO HALL FOR £625', 'HALL: £625', 'HALL: £600', 'HALL: £575', 'HALL: £550', 'HALL: £525', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL BID FOR £300 WAS RETRACTED', 'LIVE: £300', 'STARTING: £200', 'LOT 47 SOLD TO HALL FOR £3,000', 'HALL BID FOR £3,100 WAS RETRACTED', 'HALL: £3,100', 'HALL: £3,000', 'HALL: £2,900', 'HALL: £2,800', 'HALL: £2,700', 'HALL: £2,600', 'STARTING: £2,500', 'LOT 46 SOLD TO HALL FOR £11,400', 'HALL: £11,400', 'LIVE: £11,300', 'NOW TAKING BIDS AT £100', 'HALL: £11,200', 'LIVE: £11,000', 'HALL: £10,800', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
SH64OJP,"['LOT 49 SOLD TO HALL FOR £1,250', 'HALL: £1,250', 'LIVE: £1,200', 'HALL: £1,150', 'LIVE: £1,100', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 48 SOLD TO HALL FOR £625', 'HALL: £625', 'HALL: £600', 'HALL: £575', 'HALL: £550', 'HALL: £525', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL BID FOR £300 WAS RETRACTED', 'LIVE: £300', 'STARTING: £200', 'LOT 47 SOLD TO HALL FOR £3,000', 'HALL BID FOR £3,100 WAS RETRACTED', 'HALL: £3,100', 'HALL: £3,000', 'HALL: £2,900', 'HALL: £2,800', 'HALL: £2,700', 'HALL: £2,600', 'STARTING: £2,500', 'LOT 46 SOLD TO HALL FOR £11,400', 'HALL: £11,400', 'LIVE: £11,300', 'NOW TAKING BIDS AT £100', 'HALL: £11,200', 'LIVE: £11,000', 'HALL: £10,800', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
PJ62LZC,"['LOT 50 SOLD TO HALL FOR £2,450', 'HALL: £2,450', 'LIVE: £2,400', 'HALL: £2,350', 'LIVE: £2,300', 'HALL: £2,200', 'LIVE: £2,100', 'STARTING: £2,000', 'LOT 49 SOLD TO HALL FOR £1,250', 'HALL: £1,250', 'LIVE: £1,200', 'HALL: £1,150', 'LIVE: £1,100', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 48 SOLD TO HALL FOR £625', 'HALL: £625', 'HALL: £600', 'HALL: £575', 'HALL: £550', 'HALL: £525', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL BID FOR £300 WAS RETRACTED', 'LIVE: £300', 'STARTING: £200', 'LOT 47 SOLD TO HALL FOR £3,000', 'HALL BID FOR £3,100 WAS RETRACTED', 'HALL: £3,100', 'HALL: £3,000', 'HALL: £2,900', 'HALL: £2,800', 'HALL: £2,700', 'HALL: £2,600', 'STARTING: £2,500', 'LOT 46 SOLD TO HALL FOR £11,400', 'HALL: £11,400', 'LIVE: £11,300', 'NOW TAKING BIDS AT £100', 'HALL: £11,200', 'LIVE: £11,000', 'HALL: £10,800', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
PF59DXV,"['LOT 51 SOLD TO HALL FOR £1,000', 'HALL: £1,000', 'HALL: £900', 'HALL: £800', 'STARTING: £700', 'LOT 50 SOLD TO HALL FOR £2,450', 'HALL: £2,450', 'LIVE: £2,400', 'HALL: £2,350', 'LIVE: £2,300', 'HALL: £2,200', 'LIVE: £2,100', 'STARTING: £2,000', 'LOT 49 SOLD TO HALL FOR £1,250', 'HALL: £1,250', 'LIVE: £1,200', 'HALL: £1,150', 'LIVE: £1,100', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 48 SOLD TO HALL FOR £625', 'HALL: £625', 'HALL: £600', 'HALL: £575', 'HALL: £550', 'HALL: £525', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL BID FOR £300 WAS RETRACTED', 'LIVE: £300', 'STARTING: £200', 'LOT 47 SOLD TO HALL FOR £3,000', 'HALL BID FOR £3,100 WAS RETRACTED', 'HALL: £3,100', 'HALL: £3,000', 'HALL: £2,900', 'HALL: £2,800', 'HALL: £2,700', 'HALL: £2,600', 'STARTING: £2,500', 'LOT 46 SOLD TO HALL FOR £11,400', 'HALL: £11,400', 'LIVE: £11,300', 'NOW TAKING BIDS AT £100', 'HALL: £11,200', 'LIVE: £11,000', 'HALL: £10,800', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
MW13LZC,"['LOT 53 SOLD TO HALL FOR £2,150', 'HALL: £2,150', 'HALL: £2,125', 'HALL: £2,100', 'HALL: £2,075', 'HALL: £2,050', 'HALL: £2,000', 'HALL: £1,950', 'HALL: £1,900', 'HALL: £1,850', 'HALL: £1,800', 'HALL: £1,700', 'HALL: £1,600', 'HALL: £1,500', 'HALL: £1,400', 'HALL: £1,300', 'STARTING: £1,200', 'LOT 51 SOLD TO HALL FOR £1,000', 'HALL: £1,000', 'HALL: £900', 'HALL: £800', 'STARTING: £700', 'LOT 50 SOLD TO HALL FOR £2,450', 'HALL: £2,450', 'LIVE: £2,400', 'HALL: £2,350', 'LIVE: £2,300', 'HALL: £2,200', 'LIVE: £2,100', 'STARTING: £2,000', 'LOT 49 SOLD TO HALL FOR £1,250', 'HALL: £1,250', 'LIVE: £1,200', 'HALL: £1,150', 'LIVE: £1,100', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'LOT 48 SOLD TO HALL FOR £625', 'HALL: £625', 'HALL: £600', 'HALL: £575', 'HALL: £550', 'HALL: £525', 'HALL: £500', 'HALL: £450', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL BID FOR £300 WAS RETRACTED', 'LIVE: £300', 'STARTING: £200', 'LOT 47 SOLD TO HALL FOR £3,000', 'HALL BID FOR £3,100 WAS RETRACTED', 'HALL: £3,100', 'HALL: £3,000', 'HALL: £2,900', 'HALL: £2,800', 'HALL: £2,700', 'HALL: £2,600', 'STARTING: £2,500', 'LOT 46 SOLD TO HALL FOR £11,400', 'HALL: £11,400', 'LIVE: £11,300', 'NOW TAKING BIDS AT £100', 'HALL: £11,200', 'LIVE: £11,000', 'HALL: £10,800', 'LIVE: £10,600', 'HALL: £10,400', 'LIVE: £10,200', 'STARTING: £10,000', 'LOT 38 SOLD TO LIVE FOR £6,800', 'LIVE: £6,800', 'HALL: £6,750', 'LIVE: £6,700', 'HALL: £6,600', 'HALL: £6,500', 'HALL: £6,400', 'HALL: £6,300', 'STARTING: £6,200', 'LOT 37 SOLD TO HALL FOR £400', 'HALL: £400', 'HALL: £350', 'HALL: £300', 'HALL: £250', 'STARTING: £200', 'LOT 36 SOLD TO HALL FOR £2,400', 'HALL: £2,400', 'HALL: £2,350', 'HALL: £2,300', 'HALL: £2,250', 'LIVE: £2,200', 'HALL: £2,100', 'STARTING: £2,000', 'LOT 35 SOLD TO HALL FOR £1,050', 'NOW TAKING BIDS AT £25', 'HALL: £1,050', 'HALL: £1,000', 'HALL: £900', 'LIVE: £800', 'STARTING: £700', 'STARTING: £1,000']"
